article_id,api,phrase,confidence,neutralisation_model,pair_id,outlet,topic,frame
art_204,AWS,Mandalay,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the ninth survivor,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Chinese teams,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the Xinhua News Agency,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The man,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,an employee,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the E-outfitting Golden Country Hotel,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the structure,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,over 120 hours,0.9962,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,stable condition,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The people,0.9996,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China and Myanmar,0.9958,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,fraternal,0.6971,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,friendship,0.8044,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a strong sense,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,empathy,0.9895,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the suffering,0.9996,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the Myanmar people,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Li Ming,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,spokesperson,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the CIDCA,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a press conference,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Wednesday,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,joint efforts,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the first country,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,emergency assistance,0.9989,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9984,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the first,0.6011,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,rescue teams,0.9536,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,earthquake survivors,0.9572,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Li,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Southwest China,0.9984,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Yunnan Province,0.9895,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9984,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,medical teams,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the country,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,18 hours,0.9912,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the earthquake,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,500 rescuers,0.7388,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the country,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the largest number,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,teams and personnel,0.9982,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Li,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,addition,0.9992,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the China Foundation,0.9991,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Rural Development,0.9981,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,CFRD,0.9987,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,collaboration,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Nay Pu Town,0.9994,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Aung Thuka Temple,0.9429,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Mandalay,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a temporary settlement community,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the first temporary settlement community,0.9994,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a Chinese social organization,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the earthquake,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The community,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the Global Times,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Wednesday,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The temporary settlement community,0.9993,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,35 tents,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,100 households,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,housing,0.9574,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,500 individuals,0.9927,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,A Global Times reporter,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,site,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,video,0.9954,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,children,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a tent,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,a local resident,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,gratitude,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the shelter,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,challenges,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,disrupted transportation and communication infrastructure,0.9735,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the first batch,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,relief supplies—including,0.9976,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"1,200 tents",0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"8,000 blankets",0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"over 40,000 emergency aid packages—near",0.8029,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Naypyidaw,0.9993,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Tuesday,0.9996,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The second batch,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,aid supplies,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Thursday,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the CIDCA,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the Red Cross Society,0.9985,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,1.5 million yuan,0.9974,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"$206,700",0.9977,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,cash assistance,0.9986,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Yunnan Province,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,6.1 million yuan,0.9986,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,disaster relief supplies,0.9992,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,China,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,two expert teams,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,post-disaster epidemic prevention and,0.8926,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,loss assessment,0.7904,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,on-site treatment,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,the injured,0.9748,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9998,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,mitigation efforts,0.9997,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,their expertise,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Li,0.9979,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,The death toll,0.9996,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Friday,1.0,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,7.9-magnitude earthquake,0.9991,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"3,003",0.9972,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,"4,515 injured",0.9677,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,351,0.856,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Myanmar authorities,0.9991,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,AWS,Wednesday,0.9999,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,China International Development Cooperation Agency,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,A Global Times reporter,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,E-outfitting Golden Country Hotel,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,local disaster relief efforts,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,first temporary settlement community,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,post-disaster epidemic prevention,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Xinhua News Agency,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Nay Pu Town,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Aung Thuka Temple,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Red Cross Society,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,disaster relief supplies,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Chinese social organization,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,two expert teams,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Chinese rescue team,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,"40,000 emergency aid packages",,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,6.1 million yuan worth,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Rural Development,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,local resident,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,1.5 million yuan,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,aid supplies,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Chinese teams,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,joint efforts,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,first country,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,first batch,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,mitigation efforts,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,emergency assistance,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,rescue teams,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,medical teams,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,nine survivors,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,largest number,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,loss assessment,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,male survivor,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,ninth survivor,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,stable condition,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,fraternal) friendship,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,strong sense,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,press conference,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Yunnan Province,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,communication infrastructure,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,second batch,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,cash assistance,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,death toll,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Southwest China,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,China Foundation,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,site treatment,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,earthquake survivors,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,7.9-magnitude earthquake,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Li Ming,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Myanmar authorities,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Wednesday afternoon,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Myanmar people,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,personnel,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,data,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,CIDCA,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,spokesperson,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Mandalay,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,employee,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,120 hours,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,empathy,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,suffering,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,500 rescuers,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,addition,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,CFRD,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,collaboration,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,35 tents,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,100 households,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,500 individuals,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,video,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,children,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,gratitude,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,shelter,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,challenges,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,transportation,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,"1,200 tents",,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,"8,000 blankets",,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Naypyidaw,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Tuesday,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Thursday,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,expertise,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_204,Azure,Friday,,gemini-2.5-pro,env_003,Global Times,environment,neutral
art_001,AWS,Homeland Security Investigations,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,HSI,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the arrest,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,475 individuals,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,an immigration enforcement operation,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Thursday,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a Hyundai electric car battery factory,0.998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Georgia,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,HSI Atlanta Special Agent,0.9965,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Charge Steven Schrank,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the operation,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,place,0.9989,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a Hyundai facility,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,not all individuals,0.9115,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the parent company,0.9995,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,subcontractors,0.9993,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the site,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a clear and unequivocal message,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,our workforce,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,our economy,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,federal laws,0.9988,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Schrank,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a news conference,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Friday,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Several other agencies,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,U.S. Immigration,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Customs Enforcement,0.9262,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,ICE,0.9995,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the operation,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the Hyundai–LG Energy Solution battery plant construction site,0.978,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Ellabell,0.9991,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,approximately 20 miles,0.9984,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Savannah,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The operation,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the largest single site action,0.979,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,HSI,0.7616,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,similar actions,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,other workplaces,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,recent months,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The facility,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a $4.3 billion to $7.6 billion Hyundai–LGES joint venture,0.9657,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,batteries,0.9983,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,’s nearby Savannah EV plant,0.9985,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the largest single industrial investment,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Georgia,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,’s history,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Construction,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the site,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,"3,000 acres",0.9864,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,no disruption,0.9992,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the adjacent EV manufacturing facility,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The South Korean foreign ministry,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,concern and regret,0.9279,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the operation,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a counselor and embassy officials,0.9821,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the location,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Our companies’,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,economic activities,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,our people,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,’s rights,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the US legal enforcement process,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Lee Jae-woong,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a spokesperson,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,South Korea,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,’s foreign ministry,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Friday,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the Financial Times,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Georgia State Patrol troopers,0.9984,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,roads,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the Hyundai site,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The Georgia Department,0.9988,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Public Safety,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the Associated Press,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,federal authorities,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The operation,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,South Korea,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,agreement,0.9995,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,$350 billion,0.997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,investments,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the U.S.,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,part,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a trade deal,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,July,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The battery plant,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,construction,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,operations,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the end,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,this year,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,LGES,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the Financial Times,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the situation,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,all relevant details,0.997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,LGES,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Fox News Digital,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a statement,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Our top priority,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the safety and well-being,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,our employees and partners,0.9995,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the relevant authorities,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai,0.9997,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the operation,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,its workers,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,today,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,our understanding,0.9994,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai Motor Company,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Hyundai,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Fox News Digital,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a statement,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the safety and well-being,0.9996,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,the site,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,all laws and regulations,0.9986,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,The Department,0.9857,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,Homeland Security,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,ICE Homeland Security Investigations,0.9992,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,other law enforcement offices,0.9849,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,a judicial search warrant,0.999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,part,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,an ongoing criminal investigation,0.9999,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,allegations,1.0,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,unlawful employment practices,0.9998,gpt-4o,imm_001,Fox News,immigration,security
art_001,AWS,other serious federal crimes,0.9996,gpt-4o,imm_001,Fox News,immigration,security
