article_id,IAEI_after,api,method,model,outlet,topic,frame,IAEI_before,IAEI_change,IAEI_reduction_pct
art_031,0.3732919254658385,Google,native_entity_sentiment,gemini-2.5-pro,Al Jazeera,immigration,humanitarian,0.4805882352941176,-0.10729630982827909,22.33
art_051,0.3981132075471698,Google,native_entity_sentiment,gemini-2.5-pro,The Hindu,immigration,neutral,0.5826923076923077,-0.18457910014513795,31.68
art_052,0.4,Google,native_entity_sentiment,gemini-2.5-pro,The Hindu,immigration,neutral,0.5826923076923077,-0.1826923076923077,31.35
art_057,0.3613095238095238,Google,native_entity_sentiment,gemini-2.5-pro,Fox News,immigration,neutral,0.3571428571428572,0.004166666666666596,-1.17
art_058,0.3876923076923077,Google,native_entity_sentiment,gemini-2.5-pro,South China Morning Post,immigration,humanitarian,0.5765625,-0.18887019230769225,32.76
art_062,0.292814371257485,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,immigration,neutral,0.4947368421052631,-0.2019224708477781,40.81
art_063,0.473394495412844,Google,native_entity_sentiment,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.4793388429752066,-0.005944347562362617,1.24
art_065,0.475,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,immigration,neutral,0.471875,0.003124999999999989,-0.66
art_070,0.3958041958041958,Google,native_entity_sentiment,gemini-2.5-pro,CNN,immigration,neutral,0.4862318840579709,-0.09042768825377512,18.6
art_076,0.2872,Google,native_entity_sentiment,gemini-2.5-pro,News24,immigration,neutral,0.7,-0.41279999999999994,58.97
art_079,0.0559322033898305,Google,native_entity_sentiment,gemini-2.5-pro,Fox News,immigration,security,0.1477611940298507,-0.09182899064002019,62.15
art_086,0.0379032258064516,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,immigration,neutral,0.0585185185185185,-0.0206152927120669,35.23
art_088,0.1925675675675675,Google,native_entity_sentiment,gemini-2.5-pro,The Guardian,immigration,humanitarian,0.2898648648648648,-0.0972972972972973,33.57
art_089,0.0065573770491803,Google,native_entity_sentiment,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.0246031746031746,-0.018045797553994297,73.35
art_091,0.0401408450704225,Google,native_entity_sentiment,gemini-2.5-pro,Global Times,immigration,neutral,0.0410071942446043,-0.0008663491741817964,2.11
art_092,0.0078651685393258,Google,native_entity_sentiment,gemini-2.5-pro,Global Times,immigration,neutral,0.0078651685393258,0.0,0.0
art_113,0.287037037037037,Google,native_entity_sentiment,gemini-2.5-pro,Daily Maverick,political conflict,people-centric,0.2858333333333333,0.0012037037037037068,-0.42
art_114,0.436986301369863,Google,native_entity_sentiment,gemini-2.5-pro,RT News,political conflict,neutral,0.4231884057971014,0.01379789557276162,-3.26
art_118,0.4578125,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,political conflict,neutral,0.6643410852713177,-0.20652858527131773,31.09
art_125,0.3722689075630252,Google,native_entity_sentiment,gemini-2.5-pro,The Hindu,political conflict,people-centric,0.5601769911504425,-0.18790808358741729,33.54
art_130,0.4542168674698795,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,political conflict,neutral,0.6571428571428571,-0.20292598967297765,30.88
art_135,0.2762886597938144,Google,native_entity_sentiment,gemini-2.5-pro,Global Times,political conflict,state-centric,0.2749999999999999,0.001288659793814484,-0.47
art_171,0.0,Google,native_entity_sentiment,gemini-2.5-pro,Xinhua,political conflict,state-centric,0.010204081632653,-0.010204081632653,100.0
art_178,0.2117647058823529,Google,native_entity_sentiment,gemini-2.5-pro,Fox News,environment,skeptical,0.2063291139240506,0.005435591958302316,-2.63
art_184,0.0555555555555555,Google,native_entity_sentiment,gemini-2.5-pro,News24,environment,neutral,0.1210526315789473,-0.0654970760233918,54.11
art_187,0.0444444444444444,Google,native_entity_sentiment,gemini-2.5-pro,South China Morning Post,environment,concern,0.0130434782608695,0.031400966183574894,-240.74
art_190,0.1775510204081632,Google,native_entity_sentiment,gemini-2.5-pro,South China Morning Post,environment,concern,0.1714285714285714,0.006122448979591799,-3.57
art_197,0.276875,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,environment,neutral,0.2927777777777777,-0.01590277777777771,5.43
art_201,0.1725274725274725,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,environment,concern,0.2875,-0.11497252747252748,39.99
art_202,0.0,Google,native_entity_sentiment,gemini-2.5-pro,The Hindu,environment,concern,0.0,0.0,
art_204,0.083,Google,native_entity_sentiment,gemini-2.5-pro,Global Times,environment,neutral,0.081081081081081,0.001918918918919002,-2.37
art_209,0.2872222222222222,Google,native_entity_sentiment,gemini-2.5-pro,CNN,environment,concern,0.2716763005780346,0.01554592164418761,-5.72
art_210,0.1648,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,environment,concern,0.1835820895522388,-0.018782089552238784,10.23
art_212,0.1683453237410072,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,environment,concern,0.1971830985915492,-0.02883777485054201,14.62
art_213,0.4474358974358974,Google,native_entity_sentiment,gemini-2.5-pro,RT News,environment,skeptical,0.4351648351648352,0.012271062271062227,-2.82
art_214,0.0981012658227848,Google,native_entity_sentiment,gemini-2.5-pro,Al Jazeera,environment,concern,0.1025157232704402,-0.0044144574476553955,4.31
art_215,0.1082278481012658,Google,native_entity_sentiment,gemini-2.5-pro,Reuters,environment,concern,0.1057324840764331,0.0024953640248327053,-2.36
art_218,0.2749999999999999,Google,native_entity_sentiment,gemini-2.5-pro,Fox News,environment,skeptical,0.267515923566879,0.007484076433120934,-2.8
art_219,0.199236641221374,Google,native_entity_sentiment,gemini-2.5-pro,Global Times,environment,neutral,0.3594405594405594,-0.16020391821918542,44.57
art_222,0.1024242424242424,Google,native_entity_sentiment,gemini-2.5-pro,The Guardian,environment,concern,0.0980132450331125,0.004410997391129906,-4.5
art_223,0.181547619047619,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,environment,concern,0.1988304093567251,-0.017282790309106094,8.69
art_224,0.1763888888888889,Google,native_entity_sentiment,gemini-2.5-pro,News24,environment,neutral,0.270253164556962,-0.09386427566807312,34.73
art_225,0.2076470588235294,Google,native_entity_sentiment,gemini-2.5-pro,The Hindu,environment,concern,0.1891566265060241,0.0184904323175053,-9.78
art_230,0.0969465648854961,Google,native_entity_sentiment,gemini-2.5-pro,Le Monde,environment,concern,0.0953846153846153,0.001561949500880802,-1.64
art_231,0.1142857142857143,Google,native_entity_sentiment,gemini-2.5-pro,Fox News,environment,concern,0.1188235294117647,-0.004537815126050407,3.82
art_232,0.110204081632653,Google,native_entity_sentiment,gemini-2.5-pro,Straits Times,environment,neutral,0.1098684210526315,0.0003356605800214907,-0.31
art_001,0.1817721448819773,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,security,0.1809637845445552,0.0008083603374220982,-0.45
art_017,0.1038135178823758,AWS,sentence_context_projection,gemini-2.5-pro,France 24,immigration,neutral,0.197587814257187,-0.09377429637481119,47.46
art_018,0.1173169431437505,AWS,sentence_context_projection,gemini-2.5-pro,The Guardian,immigration,humanitarian,0.1615171728378342,-0.0442002296940837,27.37
art_031,0.0857998641996637,AWS,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,humanitarian,0.1255776906913291,-0.03977782649166539,31.68
art_051,0.0427030260322615,AWS,sentence_context_projection,gemini-2.5-pro,The Hindu,immigration,neutral,0.0454195305379004,-0.0027165045056389003,5.98
art_052,0.0387262308698729,AWS,sentence_context_projection,gemini-2.5-pro,The Hindu,immigration,neutral,0.0454195305379004,-0.006693299668027494,14.74
art_057,0.0584766055427116,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,neutral,0.1725463362190416,-0.11406973067633001,66.11
art_058,0.0374385837369603,AWS,sentence_context_projection,gemini-2.5-pro,South China Morning Post,immigration,humanitarian,0.062960778659877,-0.025522194922916693,40.54
art_062,0.1000404186755093,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,immigration,neutral,0.0985773163386958,0.0014631023368134877,-1.48
art_063,0.0743918424301874,AWS,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.0715023092766808,0.002889533153506596,-4.04
art_065,0.0943998205692464,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,immigration,neutral,0.0846272522962596,0.009772568272986795,-11.55
art_070,0.0451084487705167,AWS,sentence_context_projection,gemini-2.5-pro,CNN,immigration,neutral,0.1269313964729627,-0.081822947702446,64.46
art_076,0.0533433628303288,AWS,sentence_context_projection,gemini-2.5-pro,News24,immigration,neutral,0.0998847410712391,-0.0465413782409103,46.6
art_079,0.1058199489175275,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,security,0.1090741782936485,-0.0032542293761210067,2.98
art_086,0.1920703090707857,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,immigration,neutral,0.2104702706987761,-0.018399961627990402,8.74
art_088,0.1466524657260612,AWS,sentence_context_projection,gemini-2.5-pro,The Guardian,immigration,humanitarian,0.2716295305479557,-0.1249770648218945,46.01
art_089,0.0158874092829665,AWS,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,neutral,0.0348734472541425,-0.018986037971176,54.44
art_091,0.0594390639436253,AWS,sentence_context_projection,gemini-2.5-pro,Global Times,immigration,neutral,0.0500037191382751,0.009435344805350201,-18.87
art_092,0.0283260742294989,AWS,sentence_context_projection,gemini-2.5-pro,Global Times,immigration,neutral,0.0342442679355687,-0.005918193706069802,17.28
art_113,0.1649092049377217,AWS,sentence_context_projection,gemini-2.5-pro,Daily Maverick,political conflict,people-centric,0.2232493015811045,-0.0583400966433828,26.13
art_114,0.0566868114980985,AWS,sentence_context_projection,gemini-2.5-pro,RT News,political conflict,neutral,0.0840910119194555,-0.02740420042135701,32.59
art_118,0.0686382020396131,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,political conflict,neutral,0.0682375145263239,0.0004006875132891996,-0.59
art_125,0.096295215931362,AWS,sentence_context_projection,gemini-2.5-pro,The Hindu,political conflict,people-centric,0.2819351452634739,-0.1856399293321119,65.84
art_130,0.0324942642883623,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,political conflict,neutral,0.0522702528255502,-0.0197759885371879,37.83
art_135,0.1918872569919047,AWS,sentence_context_projection,gemini-2.5-pro,Global Times,political conflict,state-centric,0.1764423805802428,0.015444876411661895,-8.75
art_171,0.0080345119028221,AWS,sentence_context_projection,gemini-2.5-pro,Xinhua,political conflict,state-centric,0.0088072391469493,-0.0007727272441272002,8.77
art_178,0.079536791234599,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,environment,skeptical,0.0910050472642379,-0.011468256029638899,12.6
art_184,0.0519168590684465,AWS,sentence_context_projection,gemini-2.5-pro,News24,environment,neutral,0.0699796033808606,-0.018062744312414093,25.81
art_187,0.0399209433854478,AWS,sentence_context_projection,gemini-2.5-pro,South China Morning Post,environment,concern,0.0547476587798101,-0.014826715394362304,27.08
art_190,0.0761838354218751,AWS,sentence_context_projection,gemini-2.5-pro,South China Morning Post,environment,concern,0.1462838354218751,-0.0701,47.92
art_197,0.1452327012876178,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,neutral,0.3101944841269433,-0.16496178283932547,53.18
art_201,0.4069260396038673,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.2887285442199996,0.1181974953838677,-40.94
art_204,0.0650353603813163,AWS,sentence_context_projection,gemini-2.5-pro,Global Times,environment,neutral,0.1170685152311316,-0.0520331548498153,44.45
art_209,0.1162301453392299,AWS,sentence_context_projection,gemini-2.5-pro,CNN,environment,concern,0.2510100659197933,-0.1347799205805634,53.7
art_210,0.1394262076367805,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.1378522735304199,0.0015739341063606138,-1.14
art_212,0.4518390417512482,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.1917646706663848,0.2600743710848634,-135.62
art_213,0.3319983226596378,AWS,sentence_context_projection,gemini-2.5-pro,RT News,environment,skeptical,0.4348569418021644,-0.10285861914252659,23.65
art_214,0.4365332264334614,AWS,sentence_context_projection,gemini-2.5-pro,Al Jazeera,environment,concern,0.366434644853927,0.07009858157953436,-19.13
art_215,0.0648947484359169,AWS,sentence_context_projection,gemini-2.5-pro,Reuters,environment,concern,0.0999413766768317,-0.0350466282409148,35.07
art_218,0.3544069243372604,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,environment,skeptical,0.2679850609189813,0.08642186341827912,-32.25
art_219,0.1904754566706897,AWS,sentence_context_projection,gemini-2.5-pro,Global Times,environment,neutral,0.2112522817350394,-0.02077682506434969,9.84
art_222,0.0829226904801093,AWS,sentence_context_projection,gemini-2.5-pro,The Guardian,environment,concern,0.1487489992903545,-0.0658263088102452,44.25
art_223,0.1235155882548881,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.2644363935509269,-0.1409208052960388,53.29
art_224,0.3601101660819306,AWS,sentence_context_projection,gemini-2.5-pro,News24,environment,neutral,0.5710401466178495,-0.21092998053591894,36.94
art_225,0.1027837918215892,AWS,sentence_context_projection,gemini-2.5-pro,The Hindu,environment,concern,0.3299420084184191,-0.2271582165968299,68.85
art_230,0.0694737539279204,AWS,sentence_context_projection,gemini-2.5-pro,Le Monde,environment,concern,0.0151565750760425,0.05431717885187791,-358.37
art_231,0.0550151257110005,AWS,sentence_context_projection,gemini-2.5-pro,Fox News,environment,concern,0.1149626203742002,-0.0599474946631997,52.15
art_232,0.0241332562260831,AWS,sentence_context_projection,gemini-2.5-pro,Straits Times,environment,neutral,0.5226968932975548,-0.49856363707147167,95.38
art_001,0.3055487804878048,Azure,sentence_context_projection,gpt-4o,Fox News,immigration,security,0.3613125,-0.055763719512195165,15.43
art_017,0.532495126705653,Azure,sentence_context_projection,gpt-4o,France 24,immigration,neutral,0.4345231481481481,0.09797197855750495,-22.55
art_018,0.5182222222222223,Azure,sentence_context_projection,gpt-4o,The Guardian,immigration,humanitarian,0.5705555555555556,-0.05233333333333334,9.17
art_031,0.3174474610356964,Azure,sentence_context_projection,gpt-4o,Al Jazeera,immigration,humanitarian,0.1417964285714285,0.1756510324642679,-123.88
art_051,0.4013636363636363,Azure,sentence_context_projection,gpt-4o,The Hindu,immigration,neutral,0.2122222222222222,0.1891414141414141,-89.12
art_052,0.4273076923076923,Azure,sentence_context_projection,gpt-4o,The Hindu,immigration,neutral,0.2122222222222222,0.21508547008547008,-101.35
art_057,0.5801838095238095,Azure,sentence_context_projection,gpt-4o,Fox News,immigration,neutral,0.4654611823361823,0.11472262718762727,-24.65
art_058,0.094,Azure,sentence_context_projection,gpt-4o,South China Morning Post,immigration,humanitarian,0.5516666666666666,-0.45766666666666667,82.96
art_062,0.5189333333333334,Azure,sentence_context_projection,gpt-4o,Reuters,immigration,neutral,0.6211490683229813,-0.10221573498964798,16.46
art_063,0.0850681818181818,Azure,sentence_context_projection,gpt-4o,Al Jazeera,immigration,neutral,0.3758525956801819,-0.2907844138620001,77.37
art_065,0.4262083333333333,Azure,sentence_context_projection,gpt-4o,Le Monde,immigration,neutral,0.458,-0.03179166666666672,6.94
art_070,0.392560975609756,Azure,sentence_context_projection,gpt-4o,CNN,immigration,neutral,0.2796404958677685,0.11292047974198749,-40.38
art_072,0.3982738095238095,Azure,sentence_context_projection,gpt-4o,Reuters,immigration,neutral,0.3325757575757576,0.0656980519480519,-19.75
art_076,0.4680666666666667,Azure,sentence_context_projection,gpt-4o,News24,immigration,neutral,0.1335483870967741,0.33451827956989255,-250.48
art_079,0.0907954545454545,Azure,sentence_context_projection,gpt-4o,Fox News,immigration,security,0.1932999999999999,-0.10250454545454539,53.03
art_086,0.38351,Azure,sentence_context_projection,gpt-4o,Le Monde,immigration,neutral,0.3007472766884531,0.08276272331154694,-27.52
art_088,0.4093862433862434,Azure,sentence_context_projection,gpt-4o,The Guardian,immigration,humanitarian,0.5066752136752136,-0.09728897028897021,19.2
art_089,0.3146384439359267,Azure,sentence_context_projection,gpt-4o,Al Jazeera,immigration,neutral,0.2027856598016781,0.11185278413424862,-55.16
art_091,0.7486481481481482,Azure,sentence_context_projection,gpt-4o,Global Times,immigration,neutral,0.8040706605222734,-0.05542251237412521,6.89
art_092,0.7236086956521739,Azure,sentence_context_projection,gpt-4o,Global Times,immigration,neutral,0.6428794326241135,0.08072926302806038,-12.56
art_113,0.361,Azure,sentence_context_projection,gpt-4o,Daily Maverick,political conflict,people-centric,0.4731944444444444,-0.11219444444444443,23.71
art_114,0.3043636363636363,Azure,sentence_context_projection,gpt-4o,RT News,political conflict,neutral,0.2664583333333333,0.037905303030302984,-14.23
art_118,0.2697727272727272,Azure,sentence_context_projection,gpt-4o,Reuters,political conflict,neutral,0.1016666666666667,0.16810606060606054,-165.35
art_125,0.395,Azure,sentence_context_projection,gpt-4o,The Hindu,political conflict,people-centric,0.1779166666666666,0.2170833333333334,-122.01
art_130,0.3399999999999999,Azure,sentence_context_projection,gpt-4o,Reuters,political conflict,neutral,0.12,0.21999999999999992,-183.33
art_135,0.4397619047619047,Azure,sentence_context_projection,gpt-4o,Global Times,political conflict,state-centric,0.5089523809523809,-0.06919047619047625,13.59
art_171,0.5691666666666667,Azure,sentence_context_projection,gpt-4o,Xinhua,political conflict,state-centric,0.46875,0.10041666666666671,-21.42
art_178,0.2927807017543859,Azure,sentence_context_projection,gpt-4o,Fox News,environment,skeptical,0.1406936936936937,0.15208700806069222,-108.1
art_184,1.0308333333333333,Azure,sentence_context_projection,gpt-4o,News24,environment,neutral,0.4316666666666666,0.5991666666666666,-138.8
art_187,0.2299999999999999,Azure,sentence_context_projection,gpt-4o,South China Morning Post,environment,concern,1.393333333333333,-1.163333333333333,83.49
art_190,0.82,Azure,sentence_context_projection,gpt-4o,South China Morning Post,environment,concern,0.92,-0.10000000000000009,10.87
art_197,0.5405555555555556,Azure,sentence_context_projection,gpt-4o,Le Monde,environment,neutral,0.441,0.09955555555555556,-22.57
art_201,0.5275,Azure,sentence_context_projection,gpt-4o,Reuters,environment,concern,0.4558333333333333,0.07166666666666666,-15.72
art_204,0.7014583333333333,Azure,sentence_context_projection,gpt-4o,Global Times,environment,neutral,0.7410416666666667,-0.039583333333333415,5.34
art_209,0.5368421052631579,Azure,sentence_context_projection,gpt-4o,CNN,environment,concern,0.5507785714285715,-0.013936466165413552,2.53
art_210,0.545,Azure,sentence_context_projection,gpt-4o,Le Monde,environment,concern,0.3190909090909091,0.22590909090909095,-70.8
art_212,0.5323611111111112,Azure,sentence_context_projection,gpt-4o,Reuters,environment,concern,0.0192307692307692,0.513130341880342,-2668.28
art_213,0.4727272727272726,Azure,sentence_context_projection,gpt-4o,RT News,environment,skeptical,0.3631111111111111,0.1096161616161615,-30.19
art_214,0.8352499999999999,Azure,sentence_context_projection,gpt-4o,Al Jazeera,environment,concern,0.7783333333333333,0.056916666666666615,-7.31
art_215,0.5658974358974359,Azure,sentence_context_projection,gpt-4o,Reuters,environment,concern,0.3017948717948718,0.2641025641025641,-87.51
art_218,0.3706818181818181,Azure,sentence_context_projection,gpt-4o,Fox News,environment,skeptical,0.3028383838383838,0.06784343434343432,-22.4
art_219,0.4268589743589743,Azure,sentence_context_projection,gpt-4o,Global Times,environment,neutral,0.3505888888888889,0.0762700854700854,-21.75
art_222,0.82125,Azure,sentence_context_projection,gpt-4o,The Guardian,environment,concern,0.88,-0.05874999999999997,6.68
art_223,0.3764285714285714,Azure,sentence_context_projection,gpt-4o,Le Monde,environment,concern,0.3227272727272727,0.053701298701298694,-16.64
art_224,0.4632692307692307,Azure,sentence_context_projection,gpt-4o,News24,environment,neutral,0.3786333333333333,0.08463589743589739,-22.35
art_225,0.5768518518518518,Azure,sentence_context_projection,gpt-4o,The Hindu,environment,concern,0.1156666666666666,0.46118518518518525,-398.72
art_230,0.5883333333333333,Azure,sentence_context_projection,gpt-4o,Le Monde,environment,concern,0.2895833333333333,0.29874999999999996,-103.17
art_231,0.7611363636363637,Azure,sentence_context_projection,gpt-4o,Fox News,environment,concern,0.8280769230769232,-0.06694055944055943,8.08
art_232,0.5767543859649122,Azure,sentence_context_projection,gpt-4o,Straits Times,environment,neutral,0.3543137254901961,0.22244066047471617,-62.78
art_001,0.3589204545454545,Azure,sentence_context_projection,gpt-5-5,Fox News,immigration,security,0.3613125,-0.002392045454545466,0.66
art_017,0.45756,Azure,sentence_context_projection,gpt-5-5,France 24,immigration,neutral,0.4345231481481481,0.023036851851851947,-5.3
art_018,0.4046428571428571,Azure,sentence_context_projection,gpt-5-5,The Guardian,immigration,humanitarian,0.5705555555555556,-0.1659126984126985,29.08
art_031,0.20039940376269,Azure,sentence_context_projection,gpt-5-5,Al Jazeera,immigration,humanitarian,0.1417964285714285,0.05860297519126151,-41.33
art_051,0.317,Azure,sentence_context_projection,gpt-5-5,The Hindu,immigration,neutral,0.2122222222222222,0.1047777777777778,-49.37
art_052,0.1993333333333333,Azure,sentence_context_projection,gpt-5-5,The Hindu,immigration,neutral,0.2122222222222222,-0.012888888888888894,6.07
art_057,0.5641561624649859,Azure,sentence_context_projection,gpt-5-5,Fox News,immigration,neutral,0.4654611823361823,0.09869498012880362,-21.2
art_058,0.6544444444444445,Azure,sentence_context_projection,gpt-5-5,South China Morning Post,immigration,humanitarian,0.5516666666666666,0.10277777777777786,-18.63
art_062,0.5210744810744811,Azure,sentence_context_projection,gpt-5-5,Reuters,immigration,neutral,0.6211490683229813,-0.10007458724850027,16.11
art_063,0.3873986358469117,Azure,sentence_context_projection,gpt-5-5,Al Jazeera,immigration,neutral,0.3758525956801819,0.011546040166729776,-3.07
art_065,0.3957539682539683,Azure,sentence_context_projection,gpt-5-5,Le Monde,immigration,neutral,0.458,-0.062246031746031716,13.59
art_070,0.3397349488632662,Azure,sentence_context_projection,gpt-5-5,CNN,immigration,neutral,0.2796404958677685,0.060094452995497705,-21.49
art_072,0.3515169270833334,Azure,sentence_context_projection,gpt-5-5,Reuters,immigration,neutral,0.3325757575757576,0.018941169507575795,-5.7
art_076,0.5226747311827957,Azure,sentence_context_projection,gpt-5-5,News24,immigration,neutral,0.1335483870967741,0.38912634408602165,-291.37
art_079,0.0606733333333333,Azure,sentence_context_projection,gpt-5-5,Fox News,immigration,security,0.1932999999999999,-0.1326266666666666,68.61
art_086,0.2843560090702948,Azure,sentence_context_projection,gpt-5-5,Le Monde,immigration,neutral,0.3007472766884531,-0.01639126761815829,5.45
art_088,0.5561302924717558,Azure,sentence_context_projection,gpt-5-5,The Guardian,immigration,humanitarian,0.5066752136752136,0.04945507879654221,-9.76
art_089,0.209790236460717,Azure,sentence_context_projection,gpt-5-5,Al Jazeera,immigration,neutral,0.2027856598016781,0.007004576659038919,-3.45
art_091,0.788572403230298,Azure,sentence_context_projection,gpt-5-5,Global Times,immigration,neutral,0.8040706605222734,-0.015498257291975404,1.93
art_092,0.5981086956521738,Azure,sentence_context_projection,gpt-5-5,Global Times,immigration,neutral,0.6428794326241135,-0.04477073697193967,6.96
art_113,0.368125,Azure,sentence_context_projection,gpt-5-5,Daily Maverick,political conflict,people-centric,0.4731944444444444,-0.10506944444444444,22.2
art_114,0.3190909090909091,Azure,sentence_context_projection,gpt-5-5,RT News,political conflict,neutral,0.2664583333333333,0.052632575757575795,-19.75
art_118,0.3023,Azure,sentence_context_projection,gpt-5-5,Reuters,political conflict,neutral,0.1016666666666667,0.20063333333333333,-197.34
art_125,0.479090909090909,Azure,sentence_context_projection,gpt-5-5,The Hindu,political conflict,people-centric,0.1779166666666666,0.3011742424242424,-169.28
art_130,0.12,Azure,sentence_context_projection,gpt-5-5,Reuters,political conflict,neutral,0.12,0.0,0.0
art_135,0.5508333333333334,Azure,sentence_context_projection,gpt-5-5,Global Times,political conflict,state-centric,0.5089523809523809,0.04188095238095246,-8.23
art_171,0.4907142857142856,Azure,sentence_context_projection,gpt-5-5,Xinhua,political conflict,state-centric,0.46875,0.021964285714285603,-4.69
art_178,0.1976140350877193,Azure,sentence_context_projection,gpt-5-5,Fox News,environment,skeptical,0.1406936936936937,0.0569203413940256,-40.46
art_184,0.4316666666666666,Azure,sentence_context_projection,gpt-5-5,News24,environment,neutral,0.4316666666666666,0.0,0.0
art_187,0.2566666666666666,Azure,sentence_context_projection,gpt-5-5,South China Morning Post,environment,concern,1.393333333333333,-1.1366666666666665,81.58
art_190,0.87,Azure,sentence_context_projection,gpt-5-5,South China Morning Post,environment,concern,0.92,-0.050000000000000044,5.43
art_197,0.466,Azure,sentence_context_projection,gpt-5-5,Le Monde,environment,neutral,0.441,0.025000000000000022,-5.67
art_201,0.4772527472527473,Azure,sentence_context_projection,gpt-5-5,Reuters,environment,concern,0.4558333333333333,0.021419413919413988,-4.7
art_204,0.8447058823529412,Azure,sentence_context_projection,gpt-5-5,Global Times,environment,neutral,0.7410416666666667,0.10366421568627449,-13.99
art_209,0.5091666666666668,Azure,sentence_context_projection,gpt-5-5,CNN,environment,concern,0.5507785714285715,-0.04161190476190468,7.56
art_210,0.3555,Azure,sentence_context_projection,gpt-5-5,Le Monde,environment,concern,0.3190909090909091,0.03640909090909089,-11.41
art_212,0.4264102564102564,Azure,sentence_context_projection,gpt-5-5,Reuters,environment,concern,0.0192307692307692,0.4071794871794872,-2117.33
art_213,0.5486507936507936,Azure,sentence_context_projection,gpt-5-5,RT News,environment,skeptical,0.3631111111111111,0.1855396825396825,-51.1
art_214,0.7643750000000001,Azure,sentence_context_projection,gpt-5-5,Al Jazeera,environment,concern,0.7783333333333333,-0.013958333333333184,1.79
art_215,0.6064102564102565,Azure,sentence_context_projection,gpt-5-5,Reuters,environment,concern,0.3017948717948718,0.3046153846153847,-100.93
art_218,0.3132380952380952,Azure,sentence_context_projection,gpt-5-5,Fox News,environment,skeptical,0.3028383838383838,0.010399711399711409,-3.43
art_219,0.3558673469387755,Azure,sentence_context_projection,gpt-5-5,Global Times,environment,neutral,0.3505888888888889,0.005278458049886581,-1.51
art_222,0.7666666666666666,Azure,sentence_context_projection,gpt-5-5,The Guardian,environment,concern,0.88,-0.1133333333333334,12.88
art_223,0.3646969696969697,Azure,sentence_context_projection,gpt-5-5,Le Monde,environment,concern,0.3227272727272727,0.04196969696969699,-13.0
art_224,0.3956,Azure,sentence_context_projection,gpt-5-5,News24,environment,neutral,0.3786333333333333,0.016966666666666685,-4.48
art_225,0.5768518518518518,Azure,sentence_context_projection,gpt-5-5,The Hindu,environment,concern,0.1156666666666666,0.46118518518518525,-398.72
art_230,0.4025,Azure,sentence_context_projection,gpt-5-5,Le Monde,environment,concern,0.2895833333333333,0.11291666666666672,-38.99
art_231,0.7991666666666667,Azure,sentence_context_projection,gpt-5-5,Fox News,environment,concern,0.8280769230769232,-0.028910256410256463,3.49
art_232,0.2657843137254902,Azure,sentence_context_projection,gpt-5-5,Straits Times,environment,neutral,0.3543137254901961,-0.08852941176470586,24.99
art_001,0.3098137973137973,Azure,sentence_context_projection,gemini-2.5-pro,Fox News,immigration,security,0.3613125,-0.05149870268620266,14.25
art_017,0.563928947368421,Azure,sentence_context_projection,gemini-2.5-pro,France 24,immigration,neutral,0.4345231481481481,0.12940579922027295,-29.78
art_018,0.5578333333333333,Azure,sentence_context_projection,gemini-2.5-pro,The Guardian,immigration,humanitarian,0.5705555555555556,-0.012722222222222301,2.23
art_031,0.2567636363636363,Azure,sentence_context_projection,gemini-2.5-pro,Al Jazeera,immigration,humanitarian,0.1417964285714285,0.11496720779220782,-81.08
art_051,0.5950000000000001,Azure,sentence_context_projection,gemini-2.5-pro,The Hindu,immigration,neutral,0.2122222222222222,0.3827777777777779,-180.37
art_052,0.5011111111111111,Azure,sentence_context_projection,gemini-2.5-pro,The Hindu,immigration,neutral,0.2122222222222222,0.28888888888888886,-136.13
