article_id,model,cosine_similarity,above_threshold,original_word_count,neutralised_word_count,word_count_change_pct,bertscore_p,bertscore_r,bertscore_f1,topic_original,topic_neutralised,topic_preserved,summary_original,summary_neutralised,summary_bertscore_f1
art_113,gemini-2.5-pro,0.8758,True,595,545,-8.4,0.4744,0.5401,0.5078,political conflict,political conflict,True,"South African law) must be released immediately, says the South African Humanitarian Flotilla, which has been hijacked by the Israeli military.","A message from individuals who boarded boats with humanitarian aid to Gaza claims that Israel has maintained a partial blockade on Gaza since 2007, calling the blockade of Gaza illegal under international law.",0.1421
art_212,gpt-4o,0.9211,True,580,501,-13.6,0.5498,0.5501,0.5507,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","Global aid organizations have expressed concerns about potential disease outbreaks among quake survivors in Myanmar, who are currently staying outdoors due to extreme heat and heavy rain.",0.3935
art_212,gpt-5-5,0.9785,True,580,595,2.6,0.8663,0.8532,0.86,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","Burma's economy has been shattered by the quake, which left 28 million people without food, water and shelter.",0.1035
art_212,gemini-2.5-pro,0.9842,True,580,569,-1.9,0.7628,0.7466,0.7551,political conflict,political conflict,True,"BANGKOK, April 3- Extreme heat and heavy rain in Myanmar could cause disease outbreaks among earthquake survivors camping in the open, global aid bodies warned on Thursday, complicating rescue efforts made difficult by a civil war, as the death toll surpassed 3,000.","The death toll in Myanmar rose to 3,085 on Thursday, with 4,715 injured and 341 missing, government officials said, as the death toll rose above 3,000.",0.1753
art_125,gpt-4o,0.9789,True,562,551,-2.0,0.8019,0.7878,0.7952,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.","International activists who arrived in Istanbul after being deported from Israel after the military's interception of their Gaza-bound flotilla reported on Saturday (October 5, 2025) that they experienced violence and poor treatment.",0.4698
art_125,gpt-5-5,0.9937,True,562,582,3.6,0.759,0.7739,0.7668,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.",137 activists from 13 countries have arrived in Istanbul after being deported from Israel following the military's interception of their Gaza-bound flotilla.,0.4072
art_125,gemini-2.5-pro,0.9907,True,562,584,3.9,0.755,0.7566,0.7562,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.","Activists on board a flotilla carrying aid to Gaza were ""treated like animals"" by Israeli military vessels, he said.",0.4968
art_225,gpt-4o,0.9589,True,1023,863,-15.6,0.6161,0.595,0.6062,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","Los Angeles County officials said the two largest wildfires in the Los Angeles area this week have burned at least 10,000 homes, buildings, and other structures, officials reported on Thursday.",0.5841
art_225,gpt-5-5,0.9927,True,1023,1044,2.1,0.8293,0.841,0.8354,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","Los Angeles County officials see the first signs of slowing the region’s wildfires that have killed seven people so far, officials said Thursday as they urged more people to follow evacuation orders.",0.4572
art_225,gemini-2.5-pro,0.9723,True,1023,955,-6.6,0.7487,0.7454,0.7475,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","The Kenneth Fire started in the late afternoon in the San Fernando Valley near the West Hills neighborhood and close to Ventura County, officials said Thursday as they issued new evacuation orders after another fire started and grew.",0.4213
art_171,gpt-4o,0.9917,True,262,262,0.0,0.8684,0.8829,0.8759,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners, and Canada announced on Thursday they will conclude their military operations in Mali and withdraw troops from the West African country, according to a joint statement from the French presidential office.",0.886
art_171,gpt-5-5,0.9943,True,262,262,0.0,0.9061,0.9191,0.9127,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners and Canada said Thursday they will end their counterterrorism operations in Mali and withdraw troops from the West African country, according to a joint statement issued by the French presidential office.",0.9411
art_171,gemini-2.5-pro,0.9804,True,262,262,0.0,0.93,0.9311,0.9307,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners, and Canada announced they will end their counter-terrorism operations in Mali and withdraw troops from the West African country, according to a joint statement from the French presidential office.",0.9408
art_219,gpt-4o,0.9868,True,676,627,-7.2,0.7662,0.7605,0.7637,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses, and other buildings have been damaged or destroyed, and at least five people have died in wildfires affecting communities across Los Angeles County.",0.741
art_219,gpt-5-5,0.9832,True,676,679,0.4,0.9061,0.9034,0.9049,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires affecting communities across Los Angeles County, making this one of the most destructive fire events to hit the region in memory, according to the Los Angeles Times.",0.9616
art_219,gemini-2.5-pro,0.9552,True,676,604,-10.7,0.6216,0.6128,0.6178,political conflict,political conflict,True,"More than 2,000 homes, businesses and other buildings have been damaged or destroyed and at least five people are dead in wildfires scorching communities across Los Angeles County, making this one of the most destructive firestorms to hit the region in memory, according to the Los Angeles Times.","More than 2,000 homes, businesses, and other buildings have been damaged or destroyed and at least five people are dead in wildfires across Los Angeles County, according to the Los Angeles Times.",0.7942
art_089,gpt-4o,0.9714,True,660,647,-2.0,0.7584,0.8159,0.7873,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","The Christian Democratic Union (CDU) was the largest vote-getter on Sunday, winning 28.6 percent alongside its sister party, the Christian Social Union.",0.3809
art_089,gpt-5-5,0.9648,True,660,657,-0.5,0.8972,0.8974,0.8974,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","The Christian Democratic Union (CDU) was the biggest vote-getter on Sunday, winning 28.6 percent alongside its sister party, the Christian Social Union.",0.3748
art_089,gemini-2.5-pro,0.9524,True,660,626,-5.2,0.7643,0.7562,0.7606,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","Germany. In a change to Germany’s political landscape, the Alternative for Germany has become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.",0.756
art_070,gpt-4o,0.9387,True,1992,527,-73.5,0.3896,0.3592,0.3754,political conflict,political conflict,True,"Donald Trump’s push to end automatic birthright citizenship was met by a suspicious Supreme Court on Wednesday, with liberal and conservative justices raising tough questions about reimagining the way citizenship has been understood in the United States for more than a century.","Supreme Court on Wednesday, examining the reinterpretation of citizenship as it has been understood in the United States for over a century.",0.4367
art_070,gpt-5-5,0.9795,True,1992,1956,-1.8,0.8147,0.8443,0.8297,political conflict,political conflict,True,"Donald Trump’s push to end automatic birthright citizenship was met by a suspicious Supreme Court on Wednesday, with liberal and conservative justices raising tough questions about reimagining the way citizenship has been understood in the United States for more than a century.","Donald Trump’s attempt to end automatic birthright citizenship was met by a skeptical Supreme Court on Wednesday, with liberal and conservative justices asking questions about changing the way citizenship has been understood in the United States for more than a century.",0.858
art_070,gemini-2.5-pro,0.9351,True,1992,1697,-14.8,0.6525,0.63,0.6418,political conflict,immigration,False,"Donald Trump’s push to end automatic birthright citizenship was met by a suspicious Supreme Court on Wednesday, with liberal and conservative justices raising tough questions about reimagining the way citizenship has been understood in the United States for more than a century.","The administration’s interpretation of “domicile” would have been understood in the 19th century when the amendment was framed, particularly since current immigration restrictions were not in place.",0.1282
art_130,gpt-4o,0.9516,True,345,334,-3.2,0.6513,0.544,0.5977,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An incident involving tourists in India's Himalayan territory of Kashmir this week has led to increased tensions between India and Pakistan, with New Delhi attributing the event to individuals with ""cross-border linkages.""",0.639
art_130,gpt-5-5,0.9805,True,345,355,2.9,0.7293,0.6901,0.7101,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An attack on tourists in India's Himalayan territory of Kashmir this week led to renewed tensions between nuclear armed South Asian neighbours India and Pakistan, with New Delhi saying militants with ""cross-border linkages"" were responsible for the deaths. Here is a look at the measures the two countries have announced after the violence.",0.7364
art_130,gemini-2.5-pro,0.9655,True,345,356,3.2,0.7439,0.6785,0.7115,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An incident involving tourists in India's Himalayan territory of Kashmir this week led to diplomatic actions between South Asian neighbours India and Pakistan, with New Delhi attributing the event to militants with ""cross-border linkages""",0.6817
art_230,gpt-4o,0.9693,True,804,786,-2.2,0.8008,0.8113,0.8064,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","Temperatures reached 50°C in the United States and China and nearly 45°C in Italy, Spain, and Greece, according to new research.",0.1761
art_230,gpt-5-5,0.9887,True,804,818,1.7,0.8872,0.8827,0.8851,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","European and North American heat waves are no longer rare in today’s climate, according to a study published on Tuesday, July 25, by World Weather Attribution.",0.5846
art_230,gemini-2.5-pro,0.9537,True,804,812,1.0,0.879,0.8707,0.8751,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","Temperatures reached 50°C in the United States and China and nearly 45°C in Italy, Spain and Greece, according to a study.",0.142
art_202,gpt-4o,0.9788,True,104,100,-3.8,0.8964,0.8721,0.8844,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","A magnitude 7.7 earthquake in Myanmar has triggered a series of aftershocks, including one with a magnitude of 6.4, which took place 11 minutes after the main event.",0.5055
art_202,gpt-5-5,0.9961,True,104,102,-1.9,0.9819,0.9649,0.9734,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","A magnitude 7.7 quake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city.",0.6535
art_202,gemini-2.5-pro,0.9746,True,104,104,0.0,0.8504,0.8111,0.8309,environment,environment,True,"A powerful earthquake in Myanmar on March 28 had its source in central Myanmar, about 20 km from Mandalay, the country’s second-largest city. The powerful earthquake struck around 12:50 pm local time, followed by several strong aftershocks, including one of magnitude 6.4, which occurred 11 minutes after the major event.","An earthquake in Myanmar had its source in the central part of the country, approximately 20 km from Mandalay, the country’s second-largest city.",0.5885
art_086,gpt-4o,0.97,True,748,679,-9.2,0.5682,0.5581,0.5638,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservatives and the Alternative for Germany (AfD) have won a crucial election in the German capital, Berlin, with the CDU/CSU alliance in second place, followed by the Alternative for Germany (AfD).",0.5163
art_086,gpt-5-5,0.9656,True,748,732,-2.1,0.8221,0.8086,0.8156,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservatives have won the German general election, with the CDU/CSU alliance in second place, ahead of the Alternative for Germany (AfD).",0.5395
art_086,gemini-2.5-pro,0.948,True,748,683,-8.7,0.5445,0.5023,0.5241,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservative CDU/CSU alliance received the most votes in the country's elections on Sunday, with its leader Friedrich Merz positioned to become the next chancellor.",0.2658
art_210,gpt-4o,0.9383,True,532,459,-13.7,0.6213,0.6195,0.621,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,"Myanmar's junta announced a temporary ceasefire on Wednesday, April 2, as the death toll from an earthquake increased and survivors requested more assistance during aid distribution.",0.6435
art_210,gpt-5-5,0.9667,True,532,526,-1.1,0.8265,0.8403,0.8337,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,Myanmar's military government announced a temporary ceasefire as the death toll from a major quake rose and survivors demanded more assistance during crowded aid distribution efforts.,0.7343
art_210,gemini-2.5-pro,0.9503,True,532,491,-7.7,0.7828,0.7725,0.778,political conflict,political conflict,True,Myanmar's military government has announced a temporary ceasefire as the death toll from a devastating earthquake rises and desperate survivors pledging for more help amid frantic scenes of aid distribution.,"Myanmar's military government announced a temporary ceasefire on Wednesday, as the death toll from an earthquake rose and survivors demanded more help amid aid distribution efforts.",0.7609
art_051,gpt-4o,0.9695,True,222,200,-9.9,0.7013,0.6216,0.6617,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,"Polish border forces reported on Tuesday that they were targeted with stones by migrants at the border with Belarus, and responded by using water cannons.",0.6355
art_051,gpt-5-5,0.989,True,222,212,-4.5,0.8071,0.8295,0.8186,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,"Polish border forces on Tuesday said migrants at the border with Belarus threw stones at them and that they responded by using water cannons. The situation marks an escalation in a migration and political border crisis involving European Union countries, with thousands of migrants affected.",0.7735
art_051,gemini-2.5-pro,0.9748,True,222,199,-10.4,0.8393,0.7358,0.7874,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,"Polish border forces say migrants threw stones at them at the border with Belarus and that the forces used water cannons against them, police say.",0.5639
art_052,gpt-4o,0.9703,True,222,199,-10.4,0.7444,0.6686,0.7067,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,Polish border forces on Tuesday reported being targeted with stones by migrants at the border with Belarus and responded by using water cannons. The Border Guard agency shared a video on Twitter showing a water cannon being directed across the border at a group of migrants in a makeshift camp.,0.505
art_052,gpt-5-5,0.9851,True,222,214,-3.6,0.936,0.9108,0.9235,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,Polish border forces on Tuesday said migrants threw stones at them at the border with Belarus and that they responded by using water cannons. The Border Guard agency posted a video on Twitter showing a water cannon being directed across the border at a group of migrants in a makeshift camp.,0.4776
art_052,gemini-2.5-pro,0.9687,True,222,191,-14.0,0.8263,0.7089,0.7674,political conflict,political conflict,True,Polish border forces say they were attacked with stones by migrants at the border with Belarus and responded by using water cannons against them. The situation marks an escalation in a tense migration and political border crisis amongst the European Union countries where the lives of thousands of migrants are at stake.,"Polish border forces say migrants threw stones at them at the border with Belarus and that they responded by using water cannons, police say.",0.587
art_209,gpt-4o,0.9452,True,885,807,-8.8,0.6612,0.699,0.6806,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","Myanmar’s military junta says the country’s buildings are still collapsing as tremors persist, highlighting the risks involved in the rescue operations.",0.2823
art_209,gpt-5-5,0.9561,True,885,867,-2.0,0.8668,0.8693,0.8682,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","More than 2,700 people were killed in the quake, with thousands more injured, according to Myanmar’s military junta. Hundreds more remain missing, meaning the death toll is expected to rise.",0.5135
art_209,gemini-2.5-pro,0.9559,True,885,848,-4.2,0.7399,0.7449,0.7428,political conflict,political conflict,True,"Myanmar government’s handling of the quake, which left more than 2,700 people dead and dozens more injured, according to human rights groups.","Burma’s military administration, which has reaffirmed its commitment to allowing aid to those affected by the quake, says human rights groups.",0.3867
art_231,gpt-4o,0.9209,True,463,417,-9.9,0.635,0.6165,0.6264,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,NASA scientists report that July was the hottest month in the global temperature record. The month was 0.43 degrees Fahrenheit warmer than any previous July in the agency's record. The month was 0.43 degrees warmer than any previous July in the agency's record.,0.769
art_231,gpt-5-5,0.9882,True,463,459,-0.9,0.8625,0.8607,0.8618,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,"NASA scientists say July had a higher global temperature than any other month in the global temperature record, according to an analysis from the Goddard Institute for Space Studies (GISS).",0.52
art_231,gemini-2.5-pro,0.936,True,463,443,-4.3,0.7846,0.7394,0.7623,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,"Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record, according to NASA's latest data from the Goddard Institute for Space Studies (GISS).",0.5885
art_215,gpt-4o,0.8574,True,676,561,-17.0,0.5052,0.4428,0.4747,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","California, wildfires are now considered a year-round risk. The state has experienced larger fires in recent years, with more land burned due to drying conditions and changing weather patterns.",0.235
art_215,gpt-5-5,0.9321,True,676,693,2.5,0.8022,0.7981,0.8005,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","The California wildfires are the latest in weather extremes associated with climate change that are likely to increase further as global temperatures continue to climb. Starting well outside of the traditional wildfire season, the California blazes were spreading quickly on Wednesday.",0.1479
art_215,gemini-2.5-pro,0.9492,True,676,672,-0.6,0.7753,0.7358,0.7559,environment,environment,True,"California wildfires, warning of extreme winds and dry conditions, and warning of a mountain wave, a phenomenon scientists call a ""mountain wave.""","Los Angeles has been ravaged by wildfires since the early 1990s, according to a report from the U.S. National Weather Service.",0.1502
art_190,gpt-4o,0.9611,True,202,186,-7.9,0.7168,0.7662,0.7418,political conflict,environment,False,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,A state of emergency has been declared in Bangkok as rescuers respond to a collapsed building where at least 80 workers are unaccounted for.,0.9244
art_190,gpt-5-5,0.9828,True,202,200,-1.0,0.9507,0.942,0.9464,political conflict,political conflict,True,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,A state of emergency has been declared in Bangkok as rescuers work at the site of a collapsed building where at least 80 workers are unaccounted for.,0.9677
art_190,gemini-2.5-pro,0.9512,True,202,194,-4.0,0.7118,0.6956,0.7042,political conflict,environment,False,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,"A state of emergency has been declared in Bangkok, where rescue personnel are responding to a collapsed building where at least 80 workers are unaccounted for.",0.8792
art_065,gpt-4o,0.9833,True,493,480,-2.6,0.7933,0.8114,0.8027,political conflict,political conflict,True,"The Supreme Court has agreed to rule on the constitutionality of President Trump's attempt to end birthright citizenship,"" the court said in a ruling.","The United States Supreme Court has agreed to consider the constitutionality of President Donald Trump's initiative to end birthright citizenship, a decision expected in June.",0.6365
art_065,gpt-5-5,0.9916,True,493,488,-1.0,0.8284,0.8451,0.837,political conflict,political conflict,True,"The Supreme Court has agreed to rule on the constitutionality of President Trump's attempt to end birthright citizenship,"" the court said in a ruling.","The Supreme Court has agreed to consider the constitutionality of President Trump's attempt to end birthright citizenship, a day after a federal judge ruled against the administration.",0.6719
art_065,gemini-2.5-pro,0.976,True,493,482,-2.2,0.8817,0.8793,0.8807,political conflict,political conflict,True,"The Supreme Court has agreed to rule on the constitutionality of President Trump's attempt to end birthright citizenship,"" the court said in a ruling.","The United States Supreme Court has ruled that President Trump's executive order on birthright citizenship violates the 14th Amendment, which states that anyone born on US soil is an American citizen.",0.4049
art_063,gpt-4o,0.9222,True,603,482,-20.1,0.4917,0.5117,0.5025,political conflict,political conflict,True,"The Supreme Court is likely to hear oral arguments early next year, with a ruling in June on a matter that has been blocked by several lower courts as being unconstitutional.","The Supreme Court has agreed to review the legality of President Donald Trump’s proposal to end birthright citizenship. This proposal is part of the administration’s broader immigration policy changes. The court, which announced its decision on Friday, has not yet scheduled oral arguments, but they are expected to occur early next year, with a ruling anticipated in June.",0.3499
art_063,gpt-5-5,0.9905,True,603,605,0.3,0.9156,0.9178,0.9169,political conflict,political conflict,True,"The Supreme Court is likely to hear oral arguments early next year, with a ruling in June on a matter that has been blocked by several lower courts as being unconstitutional.","The Supreme Court is likely to hear oral arguments early next year, with a ruling in June on a matter that has been blocked by several lower courts as unconstitutional.",0.9866
art_063,gemini-2.5-pro,0.8657,True,603,526,-12.8,0.5741,0.5805,0.578,political conflict,political conflict,True,"The Supreme Court is likely to hear oral arguments early next year, with a ruling in June on a matter that has been blocked by several lower courts as being unconstitutional.","The US Supreme Court has agreed to hear oral arguments on the legality of an executive order by President Trump regarding birthright citizenship, citing constitutional concerns.",0.3002
art_031,gpt-4o,0.8928,True,1751,712,-59.3,0.2915,0.2814,0.2876,political conflict,political conflict,True,Thousands of people are stranded in freezing conditions along the border amid a standoff between Warsaw and Minsk. Warsaw and its allies are ramping up efforts to prevent people from entering the European Union member state as a war of words with Minsk intensifies.,The migrant situation at Poland’s border with Belarus is intensifying as more individuals attempt to cross the border. Warsaw and its allies are increasing efforts to prevent entry into the European Union member state as discussions with Minsk continue.,0.5698
art_031,gpt-5-5,0.9816,True,1751,1728,-1.3,0.8961,0.9011,0.8988,political conflict,political conflict,True,Thousands of people are stranded in freezing conditions along the border amid a standoff between Warsaw and Minsk. Warsaw and its allies are ramping up efforts to prevent people from entering the European Union member state as a war of words with Minsk intensifies.,The months-long migrant crisis along Poland’s border with Belarus is continuing as more people attempt to cross the border. Warsaw and its allies are increasing efforts to prevent people from entering the EU member state as tensions with Minsk continue.,0.5927
art_031,gemini-2.5-pro,0.907,True,1751,1583,-9.6,0.6435,0.602,0.6232,political conflict,political conflict,True,Thousands of people are stranded in freezing conditions along the border amid a standoff between Warsaw and Minsk. Warsaw and its allies are ramping up efforts to prevent people from entering the European Union member state as a war of words with Minsk intensifies.,Thousands of people are stranded in freezing conditions along the border amid a standoff between Warsaw and Minsk. The months-long situation involving migrants along Poland’s border with Belarus is developing as more people attempt to cross the border.,0.5423
art_062,gpt-4o,0.967,True,964,867,-10.1,0.6621,0.6608,0.662,political conflict,immigration,False,The Supreme Court ruled that Trump's executive order to restrict birthright citizenship violated the U.S. Constitution's 14th Amendment and a federal law codifying birthright citizenship rights.,Supreme Court will consider a Justice Department appeal of a lower court's decision that blocked Trump's executive order to limit birthright citizenship in the United States.,0.4691
art_062,gpt-5-5,0.9964,True,964,973,0.9,0.8057,0.8117,0.809,political conflict,political conflict,True,The Supreme Court ruled that Trump's executive order to restrict birthright citizenship violated the U.S. Constitution's 14th Amendment and a federal law codifying birthright citizenship rights.,"Trump's executive order restricting birthright citizenship in the United States, a disputed element of his immigration policy agenda and a step that would change how a 19th century constitutional provision has long been applied.",0.3223
art_062,gemini-2.5-pro,0.989,True,964,925,-4.0,0.7929,0.806,0.7998,political conflict,political conflict,True,The Supreme Court ruled that Trump's executive order to restrict birthright citizenship violated the U.S. Constitution's 14th Amendment and a federal law codifying birthright citizenship rights.,"The U.S. Supreme Court agreed Friday to decide the legality of President Trump's executive order to restrict birthright citizenship in the United States, a step that would address how a 19th century constitutional provision is understood.",0.4935
art_135,gpt-4o,0.9636,True,449,432,-3.8,0.8164,0.8692,0.8429,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations has urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9791
art_135,gpt-5-5,0.9619,True,449,440,-2.0,0.9243,0.9106,0.9175,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations has urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9791
art_135,gemini-2.5-pro,0.9604,True,449,447,-0.4,0.8997,0.884,0.892,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations on Friday called on Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9287
art_018,gpt-4o,0.8883,True,1510,493,-67.4,0.3214,0.2898,0.3067,immigration,political conflict,False,President Trump’s first official move to impose a de facto ban on Muslims entering the US from parts of the Middle East and North Africa.,"Donald Trump issued an executive order on Friday that will restrict entry to the United States for refugees and immigrants from certain Muslim-majority countries. The executive order enacts a 90-day block on entry from citizens of Iran, Iraq, Syria, Yemen, Sudan, Libya, and Somalia. Trump emphasized helping persecuted Christians in the Middle East and North Africa, stating, “They’ve been horribly treated.”",0.3498
art_018,gpt-5-5,0.9679,True,1510,1483,-1.8,0.7945,0.8214,0.8082,immigration,immigration,True,President Trump’s first official move to impose a de facto ban on Muslims entering the US from parts of the Middle East and North Africa.,Trump’s executive order to deny entry to US from certain Muslim-majority countries – a move that has been criticized by critics.,0.4301
art_018,gemini-2.5-pro,0.9397,True,1510,1397,-7.5,0.7194,0.6841,0.7022,immigration,immigration,True,President Trump’s first official move to impose a de facto ban on Muslims entering the US from parts of the Middle East and North Africa.,"The White House has imposed a 90-day block on entry to the US from citizens from Iran, Iraq, Syria, Yemen, Sudan, Libya and Somalia.",0.3392
