article_id,model,IPSV_after,IPSV_before,outlet,topic,frame,IPSV_change,IPSV_reduction_pct,cosine_similarity,above_threshold,original_word_count,neutralised_word_count,word_count_change_pct,bertscore_p,bertscore_r,bertscore_f1,topic_original,topic_neutralised,topic_preserved,summary_original,summary_neutralised,summary_bertscore_f1,AWS_before,AWS_after,Google_before,Google_after,Azure_before,Azure_after,lfi_before,lfi_after,abs_lfi_before,abs_lfi_after,IAEI_before_avg,IAEI_after_avg
art_086,gemini-2.5-pro,1.550813470897057,1.0996477854584086,Le Monde,immigration,neutral,0.4511656854386483,-41.03,0.948,True,748,683,-8.7,0.5445,0.5023,0.5241,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservative CDU/CSU alliance received the most votes in the country's elections on Sunday, with its leader Friedrich Merz positioned to become the next chancellor.",0.2658,0.0178,0.0174,0.0,0.0,-0.12,0.08,0.3333,1.0,0.3333,1.0,0.18991202196858256,0.14150310608093597
art_086,gpt-4o,2.293257122458303,1.0996477854584086,Le Monde,immigration,neutral,1.1936093369998946,-108.54,0.97,True,748,679,-9.2,0.5682,0.5581,0.5638,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservatives and the Alternative for Germany (AfD) have won a crucial election in the German capital, Berlin, with the CDU/CSU alliance in second place, followed by the Alternative for Germany (AfD).",0.5163,0.0178,0.0772,0.0,0.0,-0.12,0.46,0.3333,1.0,0.3333,1.0,0.18991202196858256,0.21665368814607985
art_086,gpt-5-5,0.7871966802732492,1.0996477854584086,Le Monde,immigration,neutral,-0.3124511051851594,28.41,0.9656,True,748,732,-2.1,0.8221,0.8086,0.8156,political conflict,political conflict,True,Germany's conservatives and far-right Alternative for Germany (AfD) in second place after a historic victory in the German general election.,"Germany's conservatives have won the German general election, with the CDU/CSU alliance in second place, ahead of the Alternative for Germany (AfD).",0.5395,0.0178,0.0464,0.0,0.0,-0.12,-0.21,0.3333,0.0,0.3333,0.0,0.18991202196858256,0.17144567956797727
art_088,gemini-2.5-pro,0.3542168293861112,1.469260978373628,The Guardian,immigration,humanitarian,-1.1150441489875167,75.89,0.9549,True,959,933,-2.7,0.8582,0.8497,0.8542,political conflict,political conflict,True,"Germany’s far-right Alternative für Deutschland (AfD) has emerged as a formidable threat to the far-right party, with the CDU and AfD gaining a large share of the vote.","The far-right Alternative für Deutschland (AfD) has won a landslide victory in the German parliamentary election, bringing the far-right party’s share of the vote to 29%.",0.5953,0.1935,0.0695,-0.3,-0.2,-0.86,-0.64,-0.6,-0.3333,0.6,0.3333,0.35605653636267803,0.24111753635040145
art_088,gpt-4o,0.28579617937364843,1.469260978373628,The Guardian,immigration,humanitarian,-1.1834647989999794,80.55,0.9032,True,959,798,-16.8,0.5444,0.5527,0.5493,political conflict,political conflict,True,"Germany’s far-right Alternative für Deutschland (AfD) has emerged as a formidable threat to the far-right party, with the CDU and AfD gaining a large share of the vote.","AfD is the ridiculous monster our period needs to have,” said Willi Schultz, referring to the far-right Alternative für Deutschland (AfD).",0.3529,0.1935,0.0405,-0.3,-0.2,-0.86,-0.66,-0.6,-1.0,0.6,1.0,0.35605653636267803,0.24256104260994335
art_088,gpt-5-5,1.0557622689270818,1.469260978373628,The Guardian,immigration,humanitarian,-0.4134987094465461,28.14,0.9792,True,959,935,-2.5,0.837,0.8526,0.845,political conflict,political conflict,True,"Germany’s far-right Alternative für Deutschland (AfD) has emerged as a formidable threat to the far-right party, with the CDU and AfD gaining a large share of the vote.","Germany’s Tiergarten to celebrate the results of the far-right far-right party’s election, but many Germans are still reeling from the loss of the golden statue of the Siege Column.",0.1993,0.1935,0.1161,-0.3,-0.2,-0.86,-0.85,-0.6,-1.0,0.6,1.0,0.35605653636267803,0.3066934327222743
art_089,gemini-2.5-pro,1.0697657373073448,1.1257077656743957,Al Jazeera,immigration,neutral,-0.05594202836705087,4.97,0.9524,True,660,626,-5.2,0.7643,0.7562,0.7606,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","Germany. In a change to Germany’s political landscape, the Alternative for Germany has become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.",0.756,0.0505,0.0156,0.0,0.0,-0.04,-0.14,0.4286,0.5,0.4286,0.5,0.0874207605529984,0.08758062078517953
art_089,gpt-4o,0.5820140882882543,1.1257077656743957,Al Jazeera,immigration,neutral,-0.5436936773861414,48.3,0.9714,True,660,647,-2.0,0.7584,0.8159,0.7873,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","The Christian Democratic Union (CDU) was the largest vote-getter on Sunday, winning 28.6 percent alongside its sister party, the Christian Social Union.",0.3809,0.0505,0.0773,0.0,0.0,-0.04,-0.24,0.4286,0.5,0.4286,0.5,0.0874207605529984,0.1291928374476654
art_089,gpt-5-5,1.216423271511791,1.1257077656743957,Al Jazeera,immigration,neutral,0.0907155058373954,-8.06,0.9648,True,660,657,-0.5,0.8972,0.8974,0.8974,immigration,immigration,True,"The far-right Alternative for Germany (AfD) has surged to become the second largest party in the Bundestag, winning 20.8 percent of the vote in federal elections.","The Christian Democratic Union (CDU) was the biggest vote-getter on Sunday, winning 28.6 percent alongside its sister party, the Christian Social Union.",0.3748,0.0505,0.025,0.0,0.0,-0.04,-0.05,0.4286,0.5,0.4286,0.5,0.0874207605529984,0.0797659606001593
art_091,gemini-2.5-pro,3.5758609020878507,3.496895696444072,Global Times,immigration,neutral,0.07896520564377862,-2.26,0.9993,True,1033,1017,-1.5,0.9306,0.9283,0.9296,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union (CDU) and the Christian Social Union (CSU), won German federal election, according to preliminary results, the Xinhua News Agency reported on Monday morning.","Germany's conservative bloc, Christian Democratic Union (CDU) and Christian Social Union (CSU), won the German federal election, according to preliminary results, the Xinhua News Agency reported on Monday morning.",0.9483,0.0009,0.0008,0.0,0.0,0.82,0.85,0.3333,1.0,0.3333,1.0,0.2983605246350509,0.3016468966662559
art_091,gpt-4o,3.3385482361149994,3.496895696444072,Global Times,immigration,neutral,-0.15834746032907265,4.53,0.9652,True,1033,814,-21.2,0.747,0.7737,0.7607,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union (CDU) and the Christian Social Union (CSU), won German federal election, according to preliminary results, the Xinhua News Agency reported on Monday morning.","Germany's conservative bloc, the Christian Democratic Union (CDU) and the Christian Social Union (CSU), won the German federal election, according to preliminary results.",0.8159,0.0009,0.0013,0.0,0.0,0.82,0.76,0.3333,1.0,0.3333,1.0,0.2983605246350509,0.27867374605875495
art_091,gpt-5-5,3.5496434092575737,3.496895696444072,Global Times,immigration,neutral,0.05274771281350166,-1.51,0.9953,True,1033,1027,-0.6,0.8643,0.8734,0.869,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union (CDU) and the Christian Social Union (CSU), won German federal election, according to preliminary results, the Xinhua News Agency reported on Monday morning.","Germany's Christian Democratic Union and the Christian Social Union (CSU) won the German federal election, according to preliminary results, the Xinhua News Agency reported on Monday morning.",0.8708,0.0009,0.0008,0.0,0.0,0.82,0.84,0.3333,1.0,0.3333,1.0,0.2983605246350509,0.29201823374370395
art_092,gemini-2.5-pro,2.9722723263097373,3.0007095899181806,Global Times,immigration,neutral,-0.02843726360844334,0.95,0.9852,True,474,461,-2.7,0.9152,0.9167,0.9161,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union and the Christian Social Union (CSU), has taken the lead in the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.","Germany's Christian Democratic Union (CDU) and Christian Social Union (CSU) bloc has received the most votes in the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.",0.8659,0.0011,0.0018,0.0,0.0,0.63,0.62,0.0,0.0,0.0,0.0,0.22832962303300267,0.22052026932873867
art_092,gpt-4o,3.203161260513178,3.0007095899181806,Global Times,immigration,neutral,0.20245167059499725,-6.75,0.995,True,474,467,-1.5,0.8177,0.8788,0.8483,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union and the Christian Social Union (CSU), has taken the lead in the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.","Germany's Christian Democratic Union (CDU) and Christian Social Union (CSU) have taken the lead in the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.",0.903,0.0011,0.0027,0.0,0.0,0.63,0.71,0.0,0.0,0.0,0.0,0.22832962303300267,0.25540367115002427
art_092,gpt-5-5,2.8949072503323277,3.0007095899181806,Global Times,immigration,neutral,-0.10580233958585294,3.53,0.9891,True,474,463,-2.3,0.9193,0.9208,0.9202,political conflict,political conflict,True,"Germany's conservative bloc, the Christian Democratic Union and the Christian Social Union (CSU), has taken the lead in the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.","Germany's conservative bloc, Christian Democratic Union (CDU) and the Christian Social Union (CSU), led the country's 2025 federal election, according to preliminary results released by German public broadcaster ARD on Sunday evening.",0.9026,0.0011,0.0017,0.0,0.0,0.63,0.59,0.0,0.0,0.0,0.0,0.22832962303300267,0.21328164743060563
art_113,gemini-2.5-pro,0.5321327291453462,1.2328537068151508,Daily Maverick,political conflict,people-centric,-0.7007209776698047,56.84,0.8758,True,595,545,-8.4,0.4744,0.5401,0.5078,political conflict,political conflict,True,"South African law) must be released immediately, says the South African Humanitarian Flotilla, which has been hijacked by the Israeli military.","A message from individuals who boarded boats with humanitarian aid to Gaza claims that Israel has maintained a partial blockade on Gaza since 2007, calling the blockade of Gaza illegal under international law.",0.1421,-0.2904,-0.0726,-0.3,-0.3,-0.69,-0.54,-0.1429,0.0,0.1429,0.0,0.3274256931196274,0.3084038493657359
art_113,gpt-4o,0.24150285767863158,1.2328537068151508,Daily Maverick,political conflict,people-centric,-0.9913508491365193,80.41,0.8751,True,595,439,-26.2,0.438,0.4408,0.4403,political conflict,political conflict,True,"South African law) must be released immediately, says the South African Humanitarian Flotilla, which has been hijacked by the Israeli military.",South Africans have joined the Global Sumud Flotilla to address the humanitarian situation in the region and the humanitarian situation in the region.,0.2313,-0.2904,-0.0302,-0.3,-0.2,-0.69,-0.62,-0.1429,0.3333,0.1429,0.3333,0.3274256931196274,0.23098260981844534
art_113,gpt-5-5,0.9917479512415446,1.2328537068151508,Daily Maverick,political conflict,people-centric,-0.24110575557360625,19.56,0.9805,True,595,605,1.7,0.9084,0.9074,0.9081,political conflict,political conflict,True,"South African law) must be released immediately, says the South African Humanitarian Flotilla, which has been hijacked by the Israeli military.","Global Sumud Flotilla, a humanitarian flotilla launched by South Africans to challenge the siege of Gaza and address starvation of Palestinians.",0.2411,-0.2904,-0.233,-0.3,-0.3,-0.69,-0.66,-0.1429,0.0,0.1429,0.0,0.3274256931196274,0.29927129666393043
art_114,gemini-2.5-pro,0.8813150511458268,0.9261012237096138,RT News,political conflict,neutral,-0.04478617256378703,4.84,0.9749,True,295,296,0.3,0.9052,0.8948,0.9001,political conflict,political conflict,True,Swedish activist Greta Thunberg has alleged that she and other activists from the Gaza flotilla were subjected to harsh treatment by the Israeli authorities.,Swedish activist Greta Thunberg has said she and other activists from the Gaza flotilla were subjected to mistreatment by Israeli authorities.,0.95,0.0039,-0.0063,-0.5,-0.5,-0.8,-0.82,1.0,1.0,1.0,1.0,0.2579125836832967,0.27669103762265385
art_114,gpt-4o,0.6676880699921776,0.9261012237096138,RT News,political conflict,neutral,-0.25841315371743623,27.9,0.9664,True,295,291,-1.4,0.725,0.7412,0.7335,political conflict,political conflict,True,Swedish activist Greta Thunberg has alleged that she and other activists from the Gaza flotilla were subjected to harsh treatment by the Israeli authorities.,Swedish activist Greta Thunberg has stated that she and other detainees from the Gaza flotilla experienced adverse conditions while in Israeli custody.,0.8419,0.0039,0.0077,-0.5,-0.4,-0.8,-0.84,1.0,1.0,1.0,1.0,0.2579125836832967,0.23568206422902116
art_114,gpt-5-5,0.763635687276098,0.9261012237096138,RT News,political conflict,neutral,-0.1624655364335158,17.54,0.9956,True,295,295,0.0,0.8639,0.901,0.8826,political conflict,political conflict,True,Swedish activist Greta Thunberg has alleged that she and other activists from the Gaza flotilla were subjected to harsh treatment by the Israeli authorities.,Swedish activist Greta Thunberg says she and other detainees from the Gaza flotilla were subjected to mistreatment by the Israeli authorities.,0.9072,0.0039,-0.0357,-0.5,-0.5,-0.8,-0.8,1.0,1.0,1.0,1.0,0.2579125836832967,0.26510932524972225
art_118,gemini-2.5-pro,0.8112428640005319,1.541421254257604,Reuters,political conflict,neutral,-0.7301783902570721,47.37,0.9692,True,575,575,0.0,0.7289,0.6984,0.714,political conflict,political conflict,True,"ANKARA/ROME, Oct 4- Some 137 activists detained by Israel for taking part in a flotilla seeking aid to Gaza arrived in Turkey on Saturday after being deported, with two alleging that Swedish campaigner Greta Thunberg was mistreated during her detention.","ANKARA/ROME, Oct 4- Some 137 individuals detained by Israel for taking part in a flotilla seeking aid to Gaza arrived in Turkey on Saturday after being deported, with two alleging that Swedish campaigner Greta Thunberg was mistreated during her detention. Israel did not immediately comment on the allegations, but its foreign ministry earlier described reports that detainees had been mistreated as ""complete lies"".",0.8145,-0.0231,-0.0226,-0.7,-0.5,-0.83,-0.82,0.3333,-0.5,0.3333,0.5,0.27808175548810277,0.28629467845764883
art_118,gpt-4o,0.39732764243479674,1.541421254257604,Reuters,political conflict,neutral,-1.1440936118228073,74.22,0.9585,True,575,544,-5.4,0.6219,0.5745,0.5988,political conflict,political conflict,True,"ANKARA/ROME, Oct 4- Some 137 activists detained by Israel for taking part in a flotilla seeking aid to Gaza arrived in Turkey on Saturday after being deported, with two alleging that Swedish campaigner Greta Thunberg was mistreated during her detention.","ANKARA/ROME, Oct 4- A group of 137 activists detained by Israel for participating in a flotilla aimed at delivering aid to Gaza arrived in Turkey on Saturday following their deportation.",0.6852,-0.0231,-0.0428,-0.7,-0.4,-0.83,-0.82,0.3333,0.5556,0.3333,0.5556,0.27808175548810277,0.23035591109332035
art_118,gpt-5-5,0.4909335906346448,1.541421254257604,Reuters,political conflict,neutral,-1.0504876636229592,68.15,0.9928,True,575,589,2.4,0.7949,0.7951,0.7953,political conflict,political conflict,True,"ANKARA/ROME, Oct 4- Some 137 activists detained by Israel for taking part in a flotilla seeking aid to Gaza arrived in Turkey on Saturday after being deported, with two alleging that Swedish campaigner Greta Thunberg was mistreated during her detention.","ANKARA/ROME, Oct 4- Some 137 activists detained by Israel for taking part in a flotilla seeking aid to Gaza arrived in Turkey on Saturday after being deported, with two alleging that Swedish campaigner Greta Thunberg was mistreated during her detention.",1.0,-0.0231,-0.0237,-0.7,-0.4,-0.83,-0.82,0.3333,0.5556,0.3333,0.5556,0.27808175548810277,0.2570815455597321
art_125,gemini-2.5-pro,0.41700679015634934,1.2178045514402065,The Hindu,political conflict,people-centric,-0.8007977612838572,65.76,0.9907,True,562,584,3.9,0.755,0.7566,0.7562,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.","Activists on board a flotilla carrying aid to Gaza were ""treated like animals"" by Israeli military vessels, he said.",0.4968,-0.0221,-0.0424,-0.6,-0.4,-0.76,-0.72,1.0,1.0,1.0,1.0,0.340009601026861,0.3221602633870179
art_125,gpt-4o,0.3898380343595001,1.2178045514402065,The Hindu,political conflict,people-centric,-0.8279665170807065,67.99,0.9789,True,562,551,-2.0,0.8019,0.7878,0.7952,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.","International activists who arrived in Istanbul after being deported from Israel after the military's interception of their Gaza-bound flotilla reported on Saturday (October 5, 2025) that they experienced violence and poor treatment.",0.4698,-0.0221,-0.0687,-0.6,-0.4,-0.76,-0.7,1.0,1.0,1.0,1.0,0.340009601026861,0.2926336119041828
art_125,gpt-5-5,0.8841410667692989,1.2178045514402065,The Hindu,political conflict,people-centric,-0.33366348467090756,27.4,0.9937,True,562,582,3.6,0.759,0.7739,0.7668,political conflict,political conflict,True,"Turkish activists who arrived in Istanbul after being deported from Israel have said they have been subjected to violence and ""treated like animals"" by Israeli military vessels.",137 activists from 13 countries have arrived in Istanbul after being deported from Israel following the military's interception of their Gaza-bound flotilla.,0.4072,-0.0221,-0.0172,-0.6,-0.5,-0.76,-0.72,1.0,1.0,1.0,1.0,0.340009601026861,0.3561332086855191
art_130,gemini-2.5-pro,0.5885778209901638,1.1140608924545436,Reuters,political conflict,neutral,-0.5254830714643799,47.17,0.9655,True,345,356,3.2,0.7439,0.6785,0.7115,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An incident involving tourists in India's Himalayan territory of Kashmir this week led to diplomatic actions between South Asian neighbours India and Pakistan, with New Delhi attributing the event to militants with ""cross-border linkages""",0.6817,-0.1976,-0.0831,-0.7,-0.5,-0.83,-0.81,-1.0,-1.0,1.0,1.0,0.27647103665613576,0.35057037725274726
art_130,gpt-4o,0.5722856372226778,1.1140608924545436,Reuters,political conflict,neutral,-0.5417752552318659,48.63,0.9516,True,345,334,-3.2,0.6513,0.544,0.5977,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An incident involving tourists in India's Himalayan territory of Kashmir this week has led to increased tensions between India and Pakistan, with New Delhi attributing the event to individuals with ""cross-border linkages.""",0.639,-0.1976,-0.0793,-0.7,-0.5,-0.83,-0.85,-1.0,-1.0,1.0,1.0,0.27647103665613576,0.2819416814974847
art_130,gpt-5-5,0.6086172905741075,1.1140608924545436,Reuters,political conflict,neutral,-0.5054436018804361,45.37,0.9805,True,345,355,2.9,0.7293,0.6901,0.7101,political conflict,political conflict,True,"NEW DELHI - An attack on tourists in India's Himalayan territory of Kashmir this week sparked a new crisis between nuclear armed South Asian neighbours India and Pakistan, with New Delhi blaming militants with ""cross-border linkages"" for the killings.","An attack on tourists in India's Himalayan territory of Kashmir this week led to renewed tensions between nuclear armed South Asian neighbours India and Pakistan, with New Delhi saying militants with ""cross-border linkages"" were responsible for the deaths. Here is a look at the measures the two countries have announced after the violence.",0.7364,-0.1976,-0.1799,-0.7,-0.5,-0.83,-0.76,-1.0,-1.0,1.0,1.0,0.27647103665613576,0.21349436532949687
art_135,gemini-2.5-pro,1.1752241366914598,0.9640481489731832,Global Times,political conflict,state-centric,0.2111759877182765,-21.91,0.9604,True,449,447,-0.4,0.8997,0.884,0.892,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations on Friday called on Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9287,0.1198,0.152,-0.3,-0.3,-0.78,-0.81,-1.0,-1.0,1.0,1.0,0.3201315871775412,0.35375705162698584
art_135,gpt-4o,0.8422285864480138,0.9640481489731832,Global Times,political conflict,state-centric,-0.12181956252516946,12.64,0.9636,True,449,432,-3.8,0.8164,0.8692,0.8429,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations has urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9791,0.1198,0.1406,-0.3,-0.3,-0.78,-0.53,-1.0,-1.0,1.0,1.0,0.3201315871775412,0.3023589065491696
art_135,gpt-5-5,0.9093800840312869,0.9640481489731832,Global Times,political conflict,state-centric,-0.054668064941896355,5.67,0.9619,True,449,440,-2.0,0.9243,0.9106,0.9175,political conflict,political conflict,True,"The United Nations urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""","The United Nations has urged Pakistan and India ""to exercise maximum restraint and to ensure that the situation and the developments we've seen do not deteriorate any further.""",0.9791,0.1198,0.1053,-0.3,-0.3,-0.78,-0.79,-1.0,-1.0,1.0,1.0,0.3201315871775412,0.3288141559321652
art_171,gemini-2.5-pro,1.1316853559135884,1.1586412173326048,Xinhua,political conflict,state-centric,-0.026955861419016403,2.33,0.9804,True,262,262,0.0,0.93,0.9311,0.9307,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners, and Canada announced they will end their counter-terrorism operations in Mali and withdraw troops from the West African country, according to a joint statement from the French presidential office.",0.9408,-0.0069,-0.0137,0.0,0.0,-0.76,-0.74,0.0,0.0,0.0,0.0,0.1625871069265341,0.17795594841205178
art_171,gpt-4o,1.2415076054677394,1.1586412173326048,Xinhua,political conflict,state-centric,0.08286638813513458,-7.15,0.9917,True,262,262,0.0,0.8684,0.8829,0.8759,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners, and Canada announced on Thursday they will conclude their military operations in Mali and withdraw troops from the West African country, according to a joint statement from the French presidential office.",0.886,-0.0069,-0.0112,0.0,0.0,-0.76,-0.8,0.0,0.0,0.0,0.0,0.1625871069265341,0.19199822121222562
art_171,gpt-5-5,0.9428836656644667,1.1586412173326048,Xinhua,political conflict,state-centric,-0.21575755166813815,18.62,0.9943,True,262,262,0.0,0.9061,0.9191,0.9127,political conflict,political conflict,True,"France, its European partners and Canada said they will end their anti-terror operations in Mali and withdraw troops from the west African country, according to a joint statement issued by the French presidential office.","France, its European partners and Canada said Thursday they will end their counterterrorism operations in Mali and withdraw troops from the West African country, according to a joint statement issued by the French presidential office.",0.9411,-0.0069,-0.0089,0.0,-0.1,-0.76,-0.83,0.0,-1.0,0.0,1.0,0.1625871069265341,0.20050248428064274
art_178,gemini-2.5-pro,0.6185752115960362,1.3169351241613358,Fox News,environment,skeptical,-0.6983599125652996,53.03,0.9697,True,737,675,-8.4,0.7873,0.7769,0.7824,political conflict,political conflict,True,"President Trump's resignation from the Paris climate accord, which he said is ""very unfair at the highest level to the U.S..""","President Trump announced Thursday that his administration will withdraw from the Paris climate accord. “So we’re getting out,” Trump said. “The Paris accord is very unfair at the highest level to the United States.”",0.5846,-0.0734,-0.0357,-0.2,-0.2,-0.2,-0.42,-0.2,-0.3333,0.2,0.3333,0.14600928496066073,0.19507418324951029
art_178,gpt-4o,1.171838219026378,1.3169351241613358,Fox News,environment,skeptical,-0.14509690513495777,11.02,0.9876,True,737,684,-7.2,0.763,0.7821,0.7729,political conflict,political conflict,True,"President Trump's resignation from the Paris climate accord, which he said is ""very unfair at the highest level to the U.S..""","President Trump announced Thursday that his administration will pull out of the Paris climate accord, the world’s second-largest emitter of carbon and the world’s second-largest emitter of carbon.",0.2014,-0.0734,0.0004,-0.2,-0.2,-0.2,-0.16,-0.2,1.0,0.2,1.0,0.14600928496066073,0.19906412594880182
art_178,gpt-5-5,1.0282173550442435,1.3169351241613358,Fox News,environment,skeptical,-0.28871776911709235,21.92,0.9888,True,737,741,0.5,0.7802,0.8134,0.7971,political conflict,political conflict,True,"President Trump's resignation from the Paris climate accord, which he said is ""very unfair at the highest level to the U.S..""","President Trump’s decision to withdraw from the Paris climate accord is consistent with Republican opposition to the global climate deal, drawing criticism from world leaders and members of the scientific community.",0.3191,-0.0734,-0.0137,-0.2,-0.2,-0.2,-0.23,-0.2,0.0,0.2,0.0,0.14600928496066073,0.15676144644363535
art_184,gemini-2.5-pro,3.8052098386225564,1.5867353370982304,News24,environment,neutral,2.2184745015243257,-139.81,0.9881,True,121,120,-0.8,0.9531,0.9425,0.9479,political conflict,political conflict,True,"US President Donald Trump said he will withdraw from the 2015 Paris accord and try to negotiate a new global deal on climate change, a move that he has criticized as unfair.",US President Donald Trump announced Thursday that the United States will withdraw from the 2015 Paris accord and seek to negotiate a new global agreement on climate change.,0.7585,-0.0368,0.0269,0.0,0.0,-0.01,0.97,-1.0,0.0,1.0,0.0,0.20756630054215816,0.35999080487466734
art_184,gpt-4o,3.83784357297383,1.5867353370982304,News24,environment,neutral,2.2511082358755994,-141.87,0.9921,True,121,120,-0.8,0.9489,0.9309,0.94,political conflict,political conflict,True,"US President Donald Trump said he will withdraw from the 2015 Paris accord and try to negotiate a new global deal on climate change, a move that he has criticized as unfair.",US President Donald Trump announced Thursday that the United States will withdraw from the 2015 Paris accord and seek to negotiate a new global agreement on climate change.,0.7585,-0.0368,0.0169,0.0,0.0,-0.01,0.97,-1.0,0.0,1.0,0.0,0.20756630054215816,0.3736405332655615
art_184,gpt-5-5,1.4738559880009763,1.5867353370982304,News24,environment,neutral,-0.11287934909725417,7.11,0.994,True,121,121,0.0,0.9813,0.9754,0.9784,political conflict,political conflict,True,"US President Donald Trump said he will withdraw from the 2015 Paris accord and try to negotiate a new global deal on climate change, a move that he has criticized as unfair.","US President Donald Trump said he will withdraw from the 2015 Paris accord and try to negotiate a new global deal on climate change, a move that he described as ""great"" and ""fine"".",0.7775,-0.0368,-0.0073,0.0,0.0,-0.01,0.0,-1.0,0.0,1.0,0.0,0.20756630054215816,0.20394370678707285
art_187,gemini-2.5-pro,3.0277125546192734,1.65241132452659,South China Morning Post,environment,concern,1.3753012300926835,-83.23,0.8714,True,237,185,-21.9,0.5823,0.4486,0.5154,political conflict,political conflict,True,China has shifted from being the world’s worst polluter to the biggest power everyone’s now counting on to steer the fight against global warming.,"China and the U.S. have differing approaches to climate change, according to a new report from the U.S. Environmental Protection Agency.",0.3142,0.0461,0.0156,0.0,0.0,-0.98,0.66,1.0,1.0,1.0,1.0,0.4870414901246709,0.12701068483218628
art_187,gpt-4o,1.632312818984603,1.65241132452659,South China Morning Post,environment,concern,-0.02009850554198689,1.22,0.9247,True,237,216,-8.9,0.6261,0.5776,0.6024,political conflict,political conflict,True,China has shifted from being the world’s worst polluter to the biggest power everyone’s now counting on to steer the fight against global warming.,"Beijing has transitioned from being a major polluter to a significant influence in global efforts to address climate change. With the possibility of the United States withdrawing from the Paris climate agreement under President Donald Trump, China is positioned to play a leading role internationally.",0.4418,0.0461,0.0118,0.0,0.2,-0.98,0.01,1.0,1.0,1.0,1.0,0.4870414901246709,0.14264691076852487
art_187,gpt-5-5,1.374283653345017,1.65241132452659,South China Morning Post,environment,concern,-0.278127671181573,16.83,0.9734,True,237,233,-1.7,0.9119,0.887,0.8996,political conflict,political conflict,True,China has shifted from being the world’s worst polluter to the biggest power everyone’s now counting on to steer the fight against global warming.,"China has shifted from being the world’s largest emitter to a major power expected to guide international efforts on global warming. But with US President Donald Trump on the verge of pulling out of the historic climate deal, it is now positioned to take a leading global role.",0.5261,0.0461,0.0255,0.0,0.0,-0.98,0.02,1.0,1.0,1.0,1.0,0.4870414901246709,0.1005740846010706
art_190,gemini-2.5-pro,0.6239780021596438,1.0128041333451123,South China Morning Post,environment,concern,-0.3888261311854685,38.39,0.9512,True,202,194,-4.0,0.7118,0.6956,0.7042,political conflict,environment,False,A state of emergency has been declared in Bangkok as rescuers rush to the site of a collapsed building where at least 80 workers are unaccounted for.,"A state of emergency has been declared in Bangkok, where rescue personnel are responding to a collapsed building where at least 80 workers are unaccounted for.",0.8792,-0.1749,-0.1048,-0.2,-0.2,-0.95,-0.79,1.0,1.0,1.0,1.0,0.4125708022834822,0.3379116186100128
