article_id,api,entity_text,entity_type,confidence,entity_sentiment_score,entity_salience,neutralisation_model
art_214,Google,wildfires,OTHER,,0.0,0.0065,gemini-2.5-pro
art_214,Google,winds,OTHER,,0.0,0.0058,gemini-2.5-pro
art_214,Google,United States,LOCATION,,0.0,0.0056,gemini-2.5-pro
art_214,Google,fire,OTHER,,0.0,0.0054,gemini-2.5-pro
art_214,Google,fire,OTHER,,0.0,0.0053,gemini-2.5-pro
art_214,Google,fire,EVENT,,0.0,0.0053,gemini-2.5-pro
art_214,Google,fire,EVENT,,0.1,0.0053,gemini-2.5-pro
art_214,Google,fires,EVENT,,0.0,0.0053,gemini-2.5-pro
art_214,Google,fire,OTHER,,-0.2,0.0049,gemini-2.5-pro
art_214,Google,Danielle Ehresman,PERSON,,0.0,0.0048,gemini-2.5-pro
art_214,Google,neighbourhood,LOCATION,,0.0,0.0046,gemini-2.5-pro
art_214,Google,conditions,OTHER,,0.0,0.0046,gemini-2.5-pro
art_214,Google,area - list,OTHER,,0.0,0.0044,gemini-2.5-pro
art_214,Google,wildfires,OTHER,,0.0,0.0044,gemini-2.5-pro
art_214,Google,wildfires,OTHER,,0.0,0.0044,gemini-2.5-pro
art_214,Google,wildfires,OTHER,,0.0,0.0043,gemini-2.5-pro
art_214,Google,flames,OTHER,,0.0,0.0043,gemini-2.5-pro
art_214,Google,fire,OTHER,,0.0,0.0043,gemini-2.5-pro
art_214,Google,force winds,OTHER,,-0.1,0.004,gemini-2.5-pro
art_214,Google,wildfires,EVENT,,0.0,0.004,gemini-2.5-pro
art_214,Google,evacuations,EVENT,,0.0,0.0039,gemini-2.5-pro
art_214,Google,"University of California, Los Angeles",ORGANIZATION,,0.0,0.0038,gemini-2.5-pro
art_214,Google,fire,EVENT,,0.0,0.0037,gemini-2.5-pro
art_214,Google,fires,EVENT,,0.0,0.0037,gemini-2.5-pro
art_214,Google,fires,EVENT,,0.0,0.0037,gemini-2.5-pro
art_214,Google,fire,EVENT,,0.0,0.0037,gemini-2.5-pro
art_214,Google,fire,OTHER,,0.0,0.0037,gemini-2.5-pro
art_214,Google,cause,OTHER,,0.0,0.0036,gemini-2.5-pro
art_214,Google,West Hills,LOCATION,,0.0,0.0036,gemini-2.5-pro
art_214,Google,winds,OTHER,,0.0,0.0036,gemini-2.5-pro
art_214,Google,thousands,PERSON,,0.0,0.0035,gemini-2.5-pro
art_214,Google,Climate change,EVENT,,0.0,0.0034,gemini-2.5-pro
art_214,Google,drought conditions,OTHER,,0.0,0.0034,gemini-2.5-pro
art_214,Google,drought,EVENT,,0.0,0.0031,gemini-2.5-pro
art_214,Google,conditions,OTHER,,0.0,0.0031,gemini-2.5-pro
art_214,Google,drought,EVENT,,0.0,0.0031,gemini-2.5-pro
art_214,Google,firepower,OTHER,,0.0,0.0031,gemini-2.5-pro
art_214,Google,area,LOCATION,,0.0,0.0029,gemini-2.5-pro
art_214,Google,area,LOCATION,,0.0,0.0029,gemini-2.5-pro
art_214,Google,vegetation,OTHER,,-0.2,0.0029,gemini-2.5-pro
art_214,Google,weather conditions,OTHER,,0.1,0.0028,gemini-2.5-pro
art_214,Google,spark,OTHER,,0.0,0.0028,gemini-2.5-pro
art_214,Google,vegetation,OTHER,,-0.1,0.0027,gemini-2.5-pro
art_214,Google,people,PERSON,,-0.1,0.0027,gemini-2.5-pro
art_214,Google,environment,OTHER,,0.1,0.0027,gemini-2.5-pro
art_214,Google,winds,OTHER,,-0.1,0.0026,gemini-2.5-pro
art_214,Google,increase,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,frequency,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,season length,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,report,WORK_OF_ART,,0.0,0.0023,gemini-2.5-pro
art_214,Google,Stephen Pyne,PERSON,,0.0,0.0023,gemini-2.5-pro
art_214,Google,offshore,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,coast,LOCATION,,0.0,0.0023,gemini-2.5-pro
art_214,Google,region,LOCATION,,0.0,0.0023,gemini-2.5-pro
art_214,Google,interior,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,desert air,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,humidity,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,factors,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,combination,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,Investigators,PERSON,,0.0,0.0023,gemini-2.5-pro
art_214,Google,Pacific Palisades,LOCATION,,0.0,0.0023,gemini-2.5-pro
art_214,Google,rainfall,EVENT,,-0.1,0.0023,gemini-2.5-pro
art_214,Google,site,OTHER,,0.0,0.0023,gemini-2.5-pro
art_214,Google,circumstances,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,power line,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,vehicle,CONSUMER_GOOD,,0.0,0.0021,gemini-2.5-pro
art_214,Google,cigarette butt,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,elevations,OTHER,,-0.1,0.0021,gemini-2.5-pro
art_214,Google,Gusts,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,power cables,OTHER,,-0.1,0.0021,gemini-2.5-pro
art_214,Google,materials,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,telephone polls,OTHER,,-0.1,0.0021,gemini-2.5-pro
art_214,Google,structures,OTHER,,-0.1,0.0021,gemini-2.5-pro
art_214,Google,Experts,PERSON,,0.1,0.0021,gemini-2.5-pro
art_214,Google,fire,OTHER,,0.0,0.0021,gemini-2.5-pro
art_214,Google,4Photos,ORGANIZATION,,0.0,0.002,gemini-2.5-pro
art_214,Google,4Fourth,OTHER,,0.0,0.002,gemini-2.5-pro
art_214,Google,4Wildfires,OTHER,,0.0,0.002,gemini-2.5-pro
art_214,Google,4Five,ORGANIZATION,,0.0,0.002,gemini-2.5-pro
art_214,Google,California Department of Forestry and Fire Protection,ORGANIZATION,,0.0,0.002,gemini-2.5-pro
art_214,Google,map,WORK_OF_ART,,0.1,0.0019,gemini-2.5-pro
art_214,Google,winds,OTHER,,0.0,0.0019,gemini-2.5-pro
art_214,Google,Pacific Ocean,LOCATION,,0.0,0.0018,gemini-2.5-pro
art_214,Google,Santa Ana,LOCATION,,0.0,0.0017,gemini-2.5-pro
art_214,Google,fire,OTHER,,-0.2,0.0016,gemini-2.5-pro
art_214,Google,fire,EVENT,,0.0,0.0016,gemini-2.5-pro
art_214,Google,northwest,LOCATION,,0.0,0.0016,gemini-2.5-pro
art_214,Google,Daniel Swain,PERSON,,0.0,0.0015,gemini-2.5-pro
art_214,Google,tsunami,EVENT,,0.0,0.0014,gemini-2.5-pro
art_214,Google,all,OTHER,,0.0,0.0014,gemini-2.5-pro
art_214,Google,driver,PERSON,,0.0,0.0014,gemini-2.5-pro
art_214,Google,flames,OTHER,,0.0,0.0014,gemini-2.5-pro
art_214,Google,flame,OTHER,,0.0,0.0014,gemini-2.5-pro
art_214,Google,US Environmental Protection Agency,ORGANIZATION,,0.0,0.0014,gemini-2.5-pro
art_214,Google,EPA,ORGANIZATION,,0.0,0.0014,gemini-2.5-pro
art_214,Google,Drought Monitor,PERSON,,0.1,0.0014,gemini-2.5-pro
art_214,Google,embers,OTHER,,0.0,0.0013,gemini-2.5-pro
art_214,Google,embers,OTHER,,0.1,0.0013,gemini-2.5-pro
art_214,Google,buildings,LOCATION,,0.1,0.0013,gemini-2.5-pro
art_214,Google,AccuWeather,ORGANIZATION,,0.0,0.0013,gemini-2.5-pro
art_214,Google,Woolsey,PERSON,,-0.1,0.0013,gemini-2.5-pro
art_214,Google,San Fernando Valley,LOCATION,,0.0,0.0012,gemini-2.5-pro
art_214,Google,responses,OTHER,,0.0,0.0011,gemini-2.5-pro
art_214,Google,fuel,OTHER,,0.0,0.0011,gemini-2.5-pro
art_214,Google,fire spread,EVENT,,0.0,0.0011,gemini-2.5-pro
art_214,Google,front,OTHER,,0.1,0.0011,gemini-2.5-pro
art_214,Google,Eaton,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Sylmar,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Hurst,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Riverside,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Olivas,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Woodley,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Sunset,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Ventura,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Tyler,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Lidia,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Kenneth,PERSON,,0.0,0.0009,gemini-2.5-pro
art_214,Google,neighbourhoods,LOCATION,,0.0,0.0009,gemini-2.5-pro
art_214,Google,vegetation,OTHER,,-0.2,0.0009,gemini-2.5-pro
art_214,Google,season,EVENT,,0.0,0.0009,gemini-2.5-pro
art_214,Google,season,OTHER,,0.0,0.0009,gemini-2.5-pro
art_214,Google,Arizona State University,ORGANIZATION,,0.0,0.0008,gemini-2.5-pro
art_214,Google,magnitude,OTHER,,0.0,0.0007,gemini-2.5-pro
art_214,Google,wind event,EVENT,,0.0,0.0007,gemini-2.5-pro
art_214,Google,grass,OTHER,,0.0,0.0007,gemini-2.5-pro
art_214,Google,growth,OTHER,,0.0,0.0007,gemini-2.5-pro
art_214,Google,livestream,OTHER,,0.0,0.0007,gemini-2.5-pro
art_214,Google,School of Life Sciences,ORGANIZATION,,0.0,0.0007,gemini-2.5-pro
art_214,Google,Earth,LOCATION,,0.0,0.0007,gemini-2.5-pro
art_214,Google,Rapid,PERSON,,0.0,0.0004,gemini-2.5-pro
art_214,Azure,California,Location,0.98,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.79,,,gemini-2.5-pro
art_214,Azure,California,Location,0.77,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.55,,,gemini-2.5-pro
art_214,Azure,"180,000",Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,10,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,"10,000",Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,homes,Location,0.66,,,gemini-2.5-pro
art_214,Azure,buildings,Location,0.67,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.81,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,0.98,,,gemini-2.5-pro
art_214,Azure,California,Location,0.96,,,gemini-2.5-pro
art_214,Azure,United States,Location,0.99,,,gemini-2.5-pro
art_214,Azure,"180,000",Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,residents,PersonType,0.97,,,gemini-2.5-pro
art_214,Azure,neighbourhoods,Location,0.59,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,fires,Event,0.86,,,gemini-2.5-pro
art_214,Azure,Tuesday,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,Recommended Stories,Product,0.75,,,gemini-2.5-pro
art_214,Azure,4,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,1,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.59,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,2,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.56,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,3,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,4Wildfires,Event,0.55,,,gemini-2.5-pro
art_214,Azure,evacuations,Event,0.58,,,gemini-2.5-pro
art_214,Azure,California,Location,0.98,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,4,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,4Fourth,Quantity,0.91,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,fires,Event,0.79,,,gemini-2.5-pro
art_214,Azure,at present,DateTime,0.99,,,gemini-2.5-pro
art_214,Azure,California,Location,0.97,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.86,,,gemini-2.5-pro
art_214,Azure,first,Quantity,0.99,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.58,,,gemini-2.5-pro
art_214,Azure,Pacific Palisades,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,10:30am,DateTime,0.89,,,gemini-2.5-pro
art_214,Azure,(18:30,DateTime,0.88,,,gemini-2.5-pro
art_214,Azure,Tuesday,DateTime,0.97,,,gemini-2.5-pro
art_214,Azure,California Department of Forestry and Fire Protection,Organization,0.99,,,gemini-2.5-pro
art_214,Azure,Cal Fire,Organization,0.9,,,gemini-2.5-pro
art_214,Azure,Investigators,PersonType,0.99,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.93,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.93,,,gemini-2.5-pro
art_214,Azure,California,Location,1.0,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.85,,,gemini-2.5-pro
art_214,Azure,June,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,July,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,until October,DateTime,0.99,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.6,,,gemini-2.5-pro
art_214,Azure,January,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,Southern California,Location,0.87,,,gemini-2.5-pro
art_214,Azure,fires,Event,0.87,,,gemini-2.5-pro
art_214,Azure,drought,Event,0.58,,,gemini-2.5-pro
art_214,Azure,US Drought Monitor,Organization,0.88,,,gemini-2.5-pro
art_214,Azure,"December 31, 2024",DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,40.9 percent,Quantity,1.0,,,gemini-2.5-pro
art_214,Azure,California,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Last year,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,"January 2, 2024",DateTime,0.99,,,gemini-2.5-pro
art_214,Azure,96.65 percent,Quantity,1.0,,,gemini-2.5-pro
art_214,Azure,California,Location,1.0,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.87,,,gemini-2.5-pro
art_214,Azure,US Environmental Protection Agency,Organization,0.97,,,gemini-2.5-pro
art_214,Azure,EPA,Organization,0.98,,,gemini-2.5-pro
art_214,Azure,Santa Ana,Location,0.98,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.93,,,gemini-2.5-pro
art_214,Azure,desert,Location,0.76,,,gemini-2.5-pro
art_214,Azure,coast,Location,0.92,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.99,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.91,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.78,,,gemini-2.5-pro
art_214,Azure,cigarette butt,Product,0.97,,,gemini-2.5-pro
art_214,Azure,vehicle,Product,0.98,,,gemini-2.5-pro
art_214,Azure,power line,Product,0.84,,,gemini-2.5-pro
art_214,Azure,100mph,Quantity,1.0,,,gemini-2.5-pro
art_214,Azure,160km/h,Quantity,1.0,,,gemini-2.5-pro
art_214,Azure,Tuesday night,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,AccuWeather,Organization,0.93,,,gemini-2.5-pro
art_214,Azure,meteorologist,PersonType,0.88,,,gemini-2.5-pro
art_214,Azure,Danielle Ehresman,Person,1.0,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,power cables,Product,0.83,,,gemini-2.5-pro
art_214,Azure,wooden telephone polls,Product,0.71,,,gemini-2.5-pro
art_214,Azure,Santa Ana,Location,0.99,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.78,,,gemini-2.5-pro
art_214,Azure,California,Location,0.75,,,gemini-2.5-pro
art_214,Azure,Woolsey fire,Event,0.96,,,gemini-2.5-pro
art_214,Azure,November 2018,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,three,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,"1,600",Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,Experts,PersonType,0.98,,,gemini-2.5-pro
art_214,Azure,this year,DateTime,0.99,,,gemini-2.5-pro
art_214,Azure,season,DateTime,0.51,,,gemini-2.5-pro
art_214,Azure,one,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,wind event,Event,0.86,,,gemini-2.5-pro
art_214,Azure,Daniel Swain,Person,1.0,,,gemini-2.5-pro
art_214,Azure,climate scientist,PersonType,0.96,,,gemini-2.5-pro
art_214,Azure,University of California,Organization,0.87,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,0.59,,,gemini-2.5-pro
art_214,Azure,livestream,Event,0.52,,,gemini-2.5-pro
art_214,Azure,Monday,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,California,Location,0.99,,,gemini-2.5-pro
art_214,Azure,wildfires,Event,0.94,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.55,,,gemini-2.5-pro
art_214,Azure,Palisades,Location,0.96,,,gemini-2.5-pro
art_214,Azure,Pacific Ocean,Location,1.0,,,gemini-2.5-pro
art_214,Azure,neighbourhoods,Location,0.76,,,gemini-2.5-pro
art_214,Azure,second,Quantity,0.99,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.49,,,gemini-2.5-pro
art_214,Azure,Eaton,Location,1.0,,,gemini-2.5-pro
art_214,Azure,6pm (02:00 GMT,DateTime,0.81,,,gemini-2.5-pro
art_214,Azure,Tuesday,DateTime,0.81,,,gemini-2.5-pro
art_214,Azure,A third,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,fire,Event,0.5,,,gemini-2.5-pro
art_214,Azure,Hurst fire,Event,0.95,,,gemini-2.5-pro
art_214,Azure,Sylmar,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Sylmar,Location,1.0,,,gemini-2.5-pro
art_214,Azure,San Fernando Valley,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Five,Quantity,0.8,,,gemini-2.5-pro
art_214,Azure,fires,Event,0.69,,,gemini-2.5-pro
art_214,Azure,California,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Wednesday,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,Lidia,Event,0.92,,,gemini-2.5-pro
art_214,Azure,Sunset,Event,0.94,,,gemini-2.5-pro
art_214,Azure,Woodley fires,Event,0.89,,,gemini-2.5-pro
art_214,Azure,Los Angeles,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Olivas fire,Event,0.95,,,gemini-2.5-pro
art_214,Azure,Ventura,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Tyler fire,Event,0.92,,,gemini-2.5-pro
art_214,Azure,Riverside,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Riverside,Location,1.0,,,gemini-2.5-pro
art_214,Azure,Friday,DateTime,1.0,,,gemini-2.5-pro
art_214,Azure,Kenneth fire,Event,0.92,,,gemini-2.5-pro
art_214,Azure,West Hills,Location,0.98,,,gemini-2.5-pro
art_214,Azure,neighbourhood,Location,0.52,,,gemini-2.5-pro
art_214,Azure,San Fernando Valley,Location,0.98,,,gemini-2.5-pro
art_214,Azure,Stephen Pyne,Person,1.0,,,gemini-2.5-pro
art_214,Azure,emeritus professor,PersonType,0.87,,,gemini-2.5-pro
art_214,Azure,Arizona State University,Organization,0.97,,,gemini-2.5-pro
art_214,Azure,School of Life Sciences,Organization,0.91,,,gemini-2.5-pro
art_214,Azure,hurricane,Event,0.98,,,gemini-2.5-pro
art_214,Azure,firepower,Skill,0.8,,,gemini-2.5-pro
art_214,Azure,Earth,Location,0.97,,,gemini-2.5-pro
art_214,Azure,fire crews,PersonType,0.86,,,gemini-2.5-pro
art_214,Azure,fuel,Product,0.55,,,gemini-2.5-pro
art_214,Azure,Pacific Ocean,Location,0.99,,,gemini-2.5-pro
art_214,Azure,fire spread,Event,0.68,,,gemini-2.5-pro
art_214,Azure,tsunami of,Event,0.71,,,gemini-2.5-pro
art_214,Azure,blizzard,Event,0.83,,,gemini-2.5-pro
art_214,Azure,embers,Product,0.83,,,gemini-2.5-pro
art_214,Azure,buildings,Location,0.67,,,gemini-2.5-pro
art_204,AWS,Guixing Rescue Team,ORGANIZATION,0.964,,,gpt-4o
art_204,AWS,"Zhuji, Zhejiang Province",LOCATION,0.8026,,,gpt-4o
art_204,AWS,Wednesday,DATE,0.9971,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.8189,,,gpt-4o
art_204,AWS,nine survivors,QUANTITY,0.9977,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.997,,,gpt-4o
art_204,AWS,China International Development Cooperation Agency,ORGANIZATION,0.9994,,,gpt-4o
art_204,AWS,CIDCA,ORGANIZATION,0.9649,,,gpt-4o
art_204,AWS,Wednesday,DATE,0.9988,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.938,,,gpt-4o
art_204,AWS,two expert teams,QUANTITY,0.9934,,,gpt-4o
art_204,AWS,Chinese,OTHER,0.9847,,,gpt-4o
art_204,AWS,Wednesday afternoon,DATE,0.999,,,gpt-4o
art_204,AWS,Mandalay,LOCATION,0.9989,,,gpt-4o
art_204,AWS,ninth survivor,QUANTITY,0.9953,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.8048,,,gpt-4o
art_204,AWS,Xinhua News Agency,ORGANIZATION,0.9916,,,gpt-4o
art_204,AWS,Golden Country Hotel,ORGANIZATION,0.9853,,,gpt-4o
art_204,AWS,over 120 hours,QUANTITY,0.9812,,,gpt-4o
art_204,AWS,China,LOCATION,0.9183,,,gpt-4o
art_204,AWS,Myanmar,ORGANIZATION,0.5014,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.7985,,,gpt-4o
art_204,AWS,Li Ming,PERSON,0.9983,,,gpt-4o
art_204,AWS,CIDCA,ORGANIZATION,0.9967,,,gpt-4o
art_204,AWS,Wednesday,DATE,0.9976,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.9701,,,gpt-4o
art_204,AWS,first country,QUANTITY,0.9679,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.7909,,,gpt-4o
art_204,AWS,first,QUANTITY,0.9876,,,gpt-4o
art_204,AWS,first,QUANTITY,0.983,,,gpt-4o
art_204,AWS,Li,PERSON,0.9985,,,gpt-4o
art_204,AWS,Southwest China,LOCATION,0.8399,,,gpt-4o
art_204,AWS,Yunnan Province,LOCATION,0.9303,,,gpt-4o
art_204,AWS,Southeast Asian,OTHER,0.6779,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.9919,,,gpt-4o
art_204,AWS,18 hours,QUANTITY,0.9297,,,gpt-4o
art_204,AWS,over 500 rescuers,QUANTITY,0.9761,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.6832,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.9929,,,gpt-4o
art_204,AWS,Li,PERSON,0.9969,,,gpt-4o
art_204,AWS,China Foundation for Rural Development,ORGANIZATION,0.9993,,,gpt-4o
art_204,AWS,CFRD,ORGANIZATION,0.9904,,,gpt-4o
art_204,AWS,Nay Pu Town,ORGANIZATION,0.9896,,,gpt-4o
art_204,AWS,Aung Thuka Temple,ORGANIZATION,0.9806,,,gpt-4o
art_204,AWS,Mandalay,LOCATION,0.9978,,,gpt-4o
art_204,AWS,first temporary settlement community,QUANTITY,0.7015,,,gpt-4o
art_204,AWS,Chinese,OTHER,0.9936,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.8332,,,gpt-4o
art_204,AWS,Global Times,ORGANIZATION,0.9753,,,gpt-4o
art_204,AWS,Wednesday,DATE,0.999,,,gpt-4o
art_204,AWS,35 tents,QUANTITY,0.9973,,,gpt-4o
art_204,AWS,100 households,QUANTITY,0.9979,,,gpt-4o
art_204,AWS,over 500 individuals,QUANTITY,0.9911,,,gpt-4o
art_204,AWS,Global Times,ORGANIZATION,0.9643,,,gpt-4o
art_204,AWS,two little girls,QUANTITY,0.9962,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.9708,,,gpt-4o
art_204,AWS,first batch,QUANTITY,0.9952,,,gpt-4o
art_204,AWS,relief,QUANTITY,0.5588,,,gpt-4o
art_204,AWS,"1,200 tents",QUANTITY,0.9978,,,gpt-4o
art_204,AWS,"8,000 blankets",QUANTITY,0.9937,,,gpt-4o
art_204,AWS,"over 40,000 emergency aid packages",QUANTITY,0.9904,,,gpt-4o
art_204,AWS,Naypyidaw,LOCATION,0.9959,,,gpt-4o
art_204,AWS,Tuesday,DATE,0.9982,,,gpt-4o
art_204,AWS,second batch,QUANTITY,0.9942,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.9983,,,gpt-4o
art_204,AWS,Thursday,DATE,0.999,,,gpt-4o
art_204,AWS,CIDCA,ORGANIZATION,0.997,,,gpt-4o
art_204,AWS,Red Cross Society of China,ORGANIZATION,0.9956,,,gpt-4o
art_204,AWS,1.5 million yuan,QUANTITY,0.8069,,,gpt-4o
art_204,AWS,"$206,700",QUANTITY,0.9981,,,gpt-4o
art_204,AWS,Yunnan Province,ORGANIZATION,0.5132,,,gpt-4o
art_204,AWS,6.1 million yuan,QUANTITY,0.8961,,,gpt-4o
art_204,AWS,China,ORGANIZATION,0.9777,,,gpt-4o
art_204,AWS,two expert teams,QUANTITY,0.9972,,,gpt-4o
art_204,AWS,Myanmar,ORGANIZATION,0.8683,,,gpt-4o
art_204,AWS,Li,PERSON,0.9802,,,gpt-4o
art_204,AWS,Friday,DATE,0.9949,,,gpt-4o
art_204,AWS,7.9-magnitude,QUANTITY,0.9536,,,gpt-4o
art_204,AWS,Myanmar,LOCATION,0.992,,,gpt-4o
art_204,AWS,"3,003",QUANTITY,0.9971,,,gpt-4o
art_204,AWS,"4,515 injured",QUANTITY,0.9914,,,gpt-4o
art_204,AWS,351,QUANTITY,0.9971,,,gpt-4o
art_204,AWS,Myanmar,ORGANIZATION,0.6598,,,gpt-4o
art_204,AWS,Wednesday,DATE,0.9991,,,gpt-4o
art_204,Google,Myanmar,LOCATION,,0.0,0.1857,gpt-4o
art_204,Google,teams,ORGANIZATION,,0.0,0.0565,gpt-4o
art_204,Google,China,LOCATION,,0.0,0.0515,gpt-4o
art_204,Google,number,OTHER,,0.0,0.0402,gpt-4o
art_204,Google,China International Development Cooperation Agency,ORGANIZATION,,0.0,0.0354,gpt-4o
art_204,Google,rescue teams,ORGANIZATION,,0.0,0.03,gpt-4o
art_204,Google,earthquake,EVENT,,0.0,0.0264,gpt-4o
art_204,Google,survivors,PERSON,,0.0,0.0249,gpt-4o
art_204,Google,disaster relief efforts,OTHER,,0.0,0.0232,gpt-4o
art_204,Google,personnel,PERSON,,0.1,0.0212,gpt-4o
art_204,Google,Courtesy,OTHER,,0.0,0.0186,gpt-4o
art_204,Google,Photo,WORK_OF_ART,,0.0,0.0186,gpt-4o
art_204,Google,data,OTHER,,0.0,0.0186,gpt-4o
art_204,Google,Guixing Rescue Team,ORGANIZATION,,0.0,0.0178,gpt-4o
art_204,Google,settlement community,OTHER,,0.0,0.0168,gpt-4o
art_204,Google,Zhejiang Province,LOCATION,,0.0,0.0138,gpt-4o
art_204,Google,Li Ming,PERSON,,0.0,0.0133,gpt-4o
art_204,Google,employee,PERSON,,0.0,0.0114,gpt-4o
