article_id,api,phrase,confidence,pair_id,outlet,topic,frame
art_041,AWS,an emergency motion,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,a federal judge,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the administration,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the ban,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,fiancés,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,other relatives,0.9392,imm_003,Fox News,immigration,neutral
art_041,AWS,the State Department,0.9985,imm_003,Fox News,immigration,neutral
art_041,AWS,definition,0.9994,imm_003,Fox News,immigration,neutral
art_041,AWS,"""bona fide"" personal relationships",0.9307,imm_003,Fox News,immigration,neutral
art_041,AWS,"The ""bona fide relationship” restriction",0.9946,imm_003,Fox News,immigration,neutral
art_041,AWS,refugees,0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,their country,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,origin,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,a so-called “national interest waiver,0.9996,imm_003,Fox News,immigration,neutral
art_041,AWS,the State Department,0.999,imm_003,Fox News,immigration,neutral
art_041,AWS,U.S. Customs and Border Protection,0.7388,imm_003,Fox News,immigration,neutral
art_041,AWS,the U.S.,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,its quota,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,"50,000 refugees",0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,the budget year,0.9496,imm_003,Fox News,immigration,neutral
art_041,AWS,September,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the new rules,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the few remaining slots,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the Supreme Court,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the overall ban,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,October,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the rules,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,Business,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,professional links,0.7885,imm_003,Fox News,immigration,neutral
art_041,AWS,the ordinary course,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the purpose,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,the ban,0.9992,imm_003,Fox News,immigration,neutral
art_041,AWS,"Journalists, students, workers or lecturers",0.9977,imm_003,Fox News,immigration,neutral
art_041,AWS,valid invitations or employment contracts,0.9797,imm_003,Fox News,immigration,neutral
art_041,AWS,the U.S.,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the ban,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,The exemption,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,a relationship,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,an American business or educational institution,0.8786,imm_003,Fox News,immigration,neutral
art_041,AWS,the purpose,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the rules,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,Consular officers,0.9992,imm_003,Fox News,immigration,neutral
art_041,AWS,other exemptions,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,applicants,0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,the six nations,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,significant contacts,0.9811,imm_003,Fox News,immigration,neutral
art_041,AWS,the United States,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,significant business,0.743,imm_003,Fox News,immigration,neutral
art_041,AWS,professional obligations,0.793,imm_003,Fox News,immigration,neutral
art_041,AWS,the U.S.,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,an infant,0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,adopted child,0.9386,imm_003,Fox News,immigration,neutral
art_041,AWS,urgent medical care,0.9995,imm_003,Fox News,immigration,neutral
art_041,AWS,business,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,a recognized international organization,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the U.S. government,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,a legal resident,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,Canada,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,a visa,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,Canada,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,the State Department guidance,0.9978,imm_003,Fox News,immigration,neutral
art_041,AWS,Hawaii,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,filing,0.9981,imm_003,Fox News,immigration,neutral
art_041,AWS,immigration and refugee advocates,0.9286,imm_003,Fox News,immigration,neutral
art_041,AWS,the new requirements,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,The American Civil Liberties Union,0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,the new criteria,0.9994,imm_003,Fox News,immigration,neutral
art_041,AWS,their exclusions,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,Muslims,0.9994,imm_003,Fox News,immigration,neutral
art_041,AWS,Karen Tumlin,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,legal director,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the National Immigration Law Center,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the rules,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the door,0.9995,imm_003,Fox News,immigration,neutral
art_041,AWS,so many,0.9306,imm_003,Fox News,immigration,neutral
art_041,AWS,months or years,0.999,imm_003,Fox News,immigration,neutral
art_041,AWS,their families,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,Earlier this month,0.9995,imm_003,Fox News,immigration,neutral
art_041,AWS,the Trump administration,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,a new questionnaire,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,U.S. visa applicants,0.9979,imm_003,Fox News,immigration,neutral
art_041,AWS,social media,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,the last five years,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,travel history,0.8443,imm_003,Fox News,immigration,neutral
art_041,AWS,the source,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,funding,0.8355,imm_003,Fox News,immigration,neutral
art_041,AWS,trips,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the past 15 years,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,more “rigorous” vetting,0.9936,imm_003,Fox News,immigration,neutral
art_041,AWS,The travel ban,0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,the largest impact,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,Iranians,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,2015,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,the most recently available data,0.9963,imm_003,Fox News,immigration,neutral
art_041,AWS,"nearly 26,000 Iranians",0.9995,imm_003,Fox News,immigration,neutral
art_041,AWS,the United States,1.0,imm_003,Fox News,immigration,neutral
art_041,AWS,visitor or tourist visas,0.9938,imm_003,Fox News,immigration,neutral
art_041,AWS,Iranians,0.9742,imm_003,Fox News,immigration,neutral
art_041,AWS,the lion,0.9997,imm_003,Fox News,immigration,neutral
art_041,AWS,share,0.9992,imm_003,Fox News,immigration,neutral
art_041,AWS,"the roughly 65,000 foreigners",0.9998,imm_003,Fox News,immigration,neutral
art_041,AWS,the six countries,0.9999,imm_003,Fox News,immigration,neutral
art_041,AWS,"temporary, or non-immigrant visas",0.9937,imm_003,Fox News,immigration,neutral
art_041,AWS,that year,0.9975,imm_003,Fox News,immigration,neutral
art_041,Google,Donald Trump,0.1116,imm_003,Fox News,immigration,neutral
art_041,Google,United States,0.0502,imm_003,Fox News,immigration,neutral
art_041,Google,scenes,0.0478,imm_003,Fox News,immigration,neutral
art_041,Google,countries,0.0453,imm_003,Fox News,immigration,neutral
art_041,Google,rules,0.0286,imm_003,Fox News,immigration,neutral
art_041,Google,travel ban,0.0283,imm_003,Fox News,immigration,neutral
art_041,Google,Mike Feuer,0.0268,imm_003,Fox News,immigration,neutral
art_041,Google,executive order,0.0258,imm_003,Fox News,immigration,neutral
art_041,Google,effect,0.025,imm_003,Fox News,immigration,neutral
art_041,Google,version,0.0234,imm_003,Fox News,immigration,neutral
art_041,Google,version,0.0207,imm_003,Fox News,immigration,neutral
art_041,Google,protest,0.0207,imm_003,Fox News,immigration,neutral
art_041,Google,chaos,0.0182,imm_003,Fox News,immigration,neutral
art_041,Google,none,0.0182,imm_003,Fox News,immigration,neutral
art_041,Google,Departments,0.0167,imm_003,Fox News,immigration,neutral
art_041,Azure,Los Angeles City Attorney Mike Feuer,,imm_003,Fox News,immigration,neutral
art_041,Azure,The American Civil Liberties Union,,imm_003,Fox News,immigration,neutral
art_041,Azure,Los Angeles International Airport,,imm_003,Fox News,immigration,neutral
art_041,Azure,six majority Muslim nations,,imm_003,Fox News,immigration,neutral
art_041,Azure,"bona fide"" personal relationships",,imm_003,Fox News,immigration,neutral
art_041,Azure,National Immigration Law Center,,imm_003,Fox News,immigration,neutral
art_041,Azure,U.S. visa applicants,,imm_003,Fox News,immigration,neutral
art_041,Azure,national interest waiver,,imm_003,Fox News,immigration,neutral
art_041,Azure,recognized international organization,,imm_003,Fox News,immigration,neutral
art_041,Azure,bona fide relationship,,imm_003,Fox News,immigration,neutral
art_041,Azure,urgent medical care,,imm_003,Fox News,immigration,neutral
art_041,Azure,social media handles,,imm_003,Fox News,immigration,neutral
art_041,Azure,President Donald Trump,,imm_003,Fox News,immigration,neutral
art_041,Azure,last five years,,imm_003,Fox News,immigration,neutral
art_041,Azure,close family relationship,,imm_003,Fox News,immigration,neutral
art_041,Azure,U.S. Customs,,imm_003,Fox News,immigration,neutral
art_041,Azure,U.S. government,,imm_003,Fox News,immigration,neutral
art_041,Azure,revised Trump order,,imm_003,Fox News,immigration,neutral
art_041,Azure,State Department guidance,,imm_003,Fox News,immigration,neutral
art_041,Azure,six nations,,imm_003,Fox News,immigration,neutral
art_041,Azure,family relationships,,imm_003,Fox News,immigration,neutral
art_041,Azure,American business,,imm_003,Fox News,immigration,neutral
art_041,Azure,other relationships,,imm_003,Fox News,immigration,neutral
art_041,Azure,customs officials,,imm_003,Fox News,immigration,neutral
art_041,Azure,federal government,,imm_003,Fox News,immigration,neutral
art_041,Azure,fiancés,,imm_003,Fox News,immigration,neutral
art_041,Azure,visa policies,,imm_003,Fox News,immigration,neutral
art_041,Azure,existing relationship,,imm_003,Fox News,immigration,neutral
art_041,Azure,down version,,imm_003,Fox News,immigration,neutral
art_041,Azure,dramatic scenes,,imm_003,Fox News,immigration,neutral
art_041,Azure,original version,,imm_003,Fox News,immigration,neutral
art_041,Azure,Homeland Security,,imm_003,Fox News,immigration,neutral
art_041,Azure,Supreme Court,,imm_003,Fox News,immigration,neutral
art_041,Azure,United States,,imm_003,Fox News,immigration,neutral
art_041,Azure,Thursday night,,imm_003,Fox News,immigration,neutral
art_041,Azure,Lower courts,,imm_003,Fox News,immigration,neutral
art_041,Azure,legal hurdles,,imm_003,Fox News,immigration,neutral
art_041,Azure,emergency motion,,imm_003,Fox News,immigration,neutral
art_041,Azure,federal judge,,imm_003,Fox News,immigration,neutral
art_041,Azure,other relatives,,imm_003,Fox News,immigration,neutral
art_041,Azure,Border Protection,,imm_003,Fox News,immigration,neutral
art_041,Azure,budget year,,imm_003,Fox News,immigration,neutral
art_041,Azure,remaining slots,,imm_003,Fox News,immigration,neutral
art_041,Azure,professional links,,imm_003,Fox News,immigration,neutral
art_041,Azure,ordinary course,,imm_003,Fox News,immigration,neutral
art_041,Azure,valid invitations,,imm_003,Fox News,immigration,neutral
art_041,Azure,employment contracts,,imm_003,Fox News,immigration,neutral
art_041,Azure,educational institution,,imm_003,Fox News,immigration,neutral
art_041,Azure,Consular officers,,imm_003,Fox News,immigration,neutral
art_041,Azure,other exemptions,,imm_003,Fox News,immigration,neutral
art_041,Azure,significant contacts,,imm_003,Fox News,immigration,neutral
art_041,Azure,professional obligations,,imm_003,Fox News,immigration,neutral
art_041,Azure,legal resident,,imm_003,Fox News,immigration,neutral
art_041,Azure,refugee advocates,,imm_003,Fox News,immigration,neutral
art_041,Azure,new requirements,,imm_003,Fox News,immigration,neutral
art_041,Azure,new criteria,,imm_003,Fox News,immigration,neutral
art_041,Azure,Karen Tumlin,,imm_003,Fox News,immigration,neutral
art_041,Azure,legal director,,imm_003,Fox News,immigration,neutral
art_041,Azure,new questionnaire,,imm_003,Fox News,immigration,neutral
art_041,Azure,travel history,,imm_003,Fox News,immigration,neutral
art_041,Azure,past 15 years,,imm_003,Fox News,immigration,neutral
art_041,Azure,rigorous” vetting,,imm_003,Fox News,immigration,neutral
art_041,Azure,largest impact,,imm_003,Fox News,immigration,neutral
art_041,Azure,six countries,,imm_003,Fox News,immigration,neutral
art_041,Azure,executive order,,imm_003,Fox News,immigration,neutral
art_041,Azure,initial order,,imm_003,Fox News,immigration,neutral
art_041,Azure,new visas,,imm_003,Fox News,immigration,neutral
art_041,Azure,tourist visas,,imm_003,Fox News,immigration,neutral
art_041,Azure,non-immigrant visas,,imm_003,Fox News,immigration,neutral
art_041,Azure,travel ban,,imm_003,Fox News,immigration,neutral
art_041,Azure,first ban,,imm_003,Fox News,immigration,neutral
art_041,Azure,overall ban,,imm_003,Fox News,immigration,neutral
art_041,Azure,Trump administration,,imm_003,Fox News,immigration,neutral
art_041,Azure,new rules,,imm_003,Fox News,immigration,neutral
art_041,Azure,significant business,,imm_003,Fox News,immigration,neutral
art_041,Azure,effect,,imm_003,Fox News,immigration,neutral
art_041,Azure,none,,imm_003,Fox News,immigration,neutral
art_041,Azure,protest,,imm_003,Fox News,immigration,neutral
art_041,Azure,chaos,,imm_003,Fox News,immigration,neutral
art_041,Azure,Departments,,imm_003,Fox News,immigration,neutral
art_041,Azure,Justice,,imm_003,Fox News,immigration,neutral
art_041,Azure,implementation,,imm_003,Fox News,immigration,neutral
art_041,Azure,citizens,,imm_003,Fox News,immigration,neutral
art_041,Azure,Sudan,,imm_003,Fox News,immigration,neutral
art_041,Azure,Syria,,imm_003,Fox News,immigration,neutral
art_041,Azure,Iran,,imm_003,Fox News,immigration,neutral
art_041,Azure,Libya,,imm_003,Fox News,immigration,neutral
art_041,Azure,Somalia,,imm_003,Fox News,immigration,neutral
art_041,Azure,Yemen,,imm_003,Fox News,immigration,neutral
art_041,Azure,People,,imm_003,Fox News,immigration,neutral
art_041,Azure,entity,,imm_003,Fox News,immigration,neutral
art_041,Azure,school,,imm_003,Fox News,immigration,neutral
art_041,Azure,things,,imm_003,Fox News,immigration,neutral
art_041,Azure,tonight,,imm_003,Fox News,immigration,neutral
art_041,Azure,issues,,imm_003,Fox News,immigration,neutral
art_041,Azure,preparation,,imm_003,Fox News,immigration,neutral
art_041,Azure,reporters,,imm_003,Fox News,immigration,neutral
art_041,Azure,steps,,imm_003,Fox News,immigration,neutral
art_041,Azure,havoc,,imm_003,Fox News,immigration,neutral
art_041,Azure,confusion,,imm_003,Fox News,immigration,neutral
art_041,Azure,January,,imm_003,Fox News,immigration,neutral
art_041,Azure,travelers,,imm_003,Fox News,immigration,neutral
art_041,Azure,flights,,imm_003,Fox News,immigration,neutral
art_041,Azure,entry,,imm_003,Fox News,immigration,neutral
art_041,Azure,arrival,,imm_003,Fox News,immigration,neutral
art_041,Azure,parent,,imm_003,Fox News,immigration,neutral
art_041,Azure,spouse,,imm_003,Fox News,immigration,neutral
art_041,Azure,daughter,,imm_003,Fox News,immigration,neutral
art_041,Azure,grandchildren,,imm_003,Fox News,immigration,neutral
art_041,Azure,aunts,,imm_003,Fox News,immigration,neutral
art_041,Azure,uncles,,imm_003,Fox News,immigration,neutral
art_041,Azure,Hawaii,,imm_003,Fox News,immigration,neutral
art_041,Azure,definition,,imm_003,Fox News,immigration,neutral
art_041,Azure,restriction,,imm_003,Fox News,immigration,neutral
art_041,Azure,refugees,,imm_003,Fox News,immigration,neutral
art_041,Azure,country,,imm_003,Fox News,immigration,neutral
art_041,Azure,quota,,imm_003,Fox News,immigration,neutral
art_041,Azure,September,,imm_003,Fox News,immigration,neutral
art_041,Azure,October,,imm_003,Fox News,immigration,neutral
art_041,Azure,purpose,,imm_003,Fox News,immigration,neutral
art_041,Azure,Journalists,,imm_003,Fox News,immigration,neutral
art_041,Azure,students,,imm_003,Fox News,immigration,neutral
art_041,Azure,workers,,imm_003,Fox News,immigration,neutral
art_041,Azure,lecturers,,imm_003,Fox News,immigration,neutral
art_041,Azure,infant,,imm_003,Fox News,immigration,neutral
art_041,Azure,need,,imm_003,Fox News,immigration,neutral
art_041,Azure,Canada,,imm_003,Fox News,immigration,neutral
art_041,Azure,filing,,imm_003,Fox News,immigration,neutral
art_041,Azure,exclusions,,imm_003,Fox News,immigration,neutral
art_041,Azure,Muslims,,imm_003,Fox News,immigration,neutral
art_041,Azure,door,,imm_003,Fox News,immigration,neutral
art_041,Azure,months,,imm_003,Fox News,immigration,neutral
art_041,Azure,families,,imm_003,Fox News,immigration,neutral
art_041,Azure,accounts,,imm_003,Fox News,immigration,neutral
art_041,Azure,source,,imm_003,Fox News,immigration,neutral
art_041,Azure,funding,,imm_003,Fox News,immigration,neutral
art_041,Azure,trips,,imm_003,Fox News,immigration,neutral
art_041,Azure,data,,imm_003,Fox News,immigration,neutral
art_041,Azure,visitor,,imm_003,Fox News,immigration,neutral
art_041,Azure,lion,,imm_003,Fox News,immigration,neutral
art_041,Azure,share,,imm_003,Fox News,immigration,neutral
art_041,Azure,"65,000 foreigners",,imm_003,Fox News,immigration,neutral
art_041,Azure,8,,imm_003,Fox News,immigration,neutral
art_042,AWS,ANKARA/KHARTOUM,0.8209,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Reuters,0.995,imm_003,Reuters,immigration,humanitarian
art_042,AWS,A U.S. Supreme Court decision,0.999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,partial implementation,0.9995,imm_003,Reuters,immigration,humanitarian
art_042,AWS,President Donald Trump,0.9985,imm_003,Reuters,immigration,humanitarian
art_042,AWS,travel ban,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,anger and confusion,0.9991,imm_003,Reuters,immigration,humanitarian
art_042,AWS,parts,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the Middle East,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,would-be visitors,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,their travel plans,0.9931,imm_003,Reuters,immigration,humanitarian
art_042,AWS,their futures.The blanket 90-day ban,0.9549,imm_003,Reuters,immigration,humanitarian
art_042,AWS,visitors,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,six Muslim-majority countries,0.9995,imm_003,Reuters,immigration,humanitarian
art_042,AWS,"Iran, Libya, Somalia, Sudan, Syria and Yemen",0.9619,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a 120-day ban,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,all refugees,0.9964,imm_003,Reuters,immigration,humanitarian
art_042,AWS,lower courts,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Trump,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,March 6,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,terrorism attacks.On,0.9833,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Monday,0.6444,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the Supreme Court,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the bans,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,foreigners,0.9983,imm_003,Reuters,immigration,humanitarian
art_042,AWS,"no ""bona fide relationship",0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,an American entity or person,0.8699,imm_003,Reuters,immigration,humanitarian
art_042,AWS,The ruling,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the Middle East,0.9988,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the United States,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a big disappointment,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a 52-year-old Sudanese man,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the capital Khartoum,0.991,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a visa,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,relatives,0.9816,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the United States.The man,0.988,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the outcome,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Sunday,0.9921,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the U.S. Embassy,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a string,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,national holidays,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,America,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,American law,0.9993,imm_003,Reuters,immigration,humanitarian
art_042,AWS,my previous visits,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the U.S. Consulate,0.9996,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Dubai,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a queue,0.9986,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the door,0.9996,imm_003,Reuters,immigration,humanitarian
art_042,AWS,people,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,visa applications,0.9548,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a Reuters reporter,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,few people.Middle East airlines,0.901,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a directive,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the United States,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the ruling,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,industry sources,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Reuters,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Wednesday,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,The sources,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,U.S. flights,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,guidance,0.9996,imm_003,Reuters,immigration,humanitarian
art_042,AWS,airlines,0.6028,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the region,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,"Dubai-based Emirates Airlines, Turkish Airlines and Qatar Airways.Iranian nationals",0.8451,imm_003,Reuters,immigration,humanitarian
art_042,AWS,visas,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the U.S. Embassy,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the Turkish capital Ankara - Washington,0.9275,imm_003,Reuters,immigration,humanitarian
art_042,AWS,an embassy,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Iran,0.9972,imm_003,Reuters,immigration,humanitarian
art_042,AWS,concern,0.8982,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the reason,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,this law,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Masoud,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a 28-year-old engineer,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a student visa,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a doctoral program,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a university,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,"Dallas, Texas",0.9993,imm_003,Reuters,immigration,humanitarian
art_042,AWS,"another Iranian national, 27-year-old Nima",0.9185,imm_003,Reuters,immigration,humanitarian
art_042,AWS,a visa,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,an advanced degree,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,the United States,1.0,imm_003,Reuters,immigration,humanitarian
art_042,AWS,my visa,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,time,0.9998,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Reuters,0.9996,imm_003,Reuters,immigration,humanitarian
art_042,AWS,Iran,0.9999,imm_003,Reuters,immigration,humanitarian
art_042,AWS,this country list,0.9997,imm_003,Reuters,immigration,humanitarian
art_042,Google,Supreme Court,0.1223,imm_003,Reuters,immigration,humanitarian
art_042,Google,visitors,0.1124,imm_003,Reuters,immigration,humanitarian
art_042,Google,Donald Trump,0.0465,imm_003,Reuters,immigration,humanitarian
art_042,Google,Reuters,0.0358,imm_003,Reuters,immigration,humanitarian
art_042,Google,Middle East,0.0304,imm_003,Reuters,immigration,humanitarian
art_042,Google,visitors,0.0266,imm_003,Reuters,immigration,humanitarian
art_042,Google,ban,0.0266,imm_003,Reuters,immigration,humanitarian
art_042,Google,travel ban,0.0266,imm_003,Reuters,immigration,humanitarian
art_042,Google,States.,0.0261,imm_003,Reuters,immigration,humanitarian
art_042,Google,Nima,0.0253,imm_003,Reuters,immigration,humanitarian
art_042,Google,countries,0.0242,imm_003,Reuters,immigration,humanitarian
art_042,Google,confusion,0.0213,imm_003,Reuters,immigration,humanitarian
art_042,Google,implementation,0.0213,imm_003,Reuters,immigration,humanitarian
art_042,Google,travel plans,0.0213,imm_003,Reuters,immigration,humanitarian
art_042,Google,futures.,0.0213,imm_003,Reuters,immigration,humanitarian
art_042,Azure,U.S. Supreme Court decision,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,U.S. Consulate,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,U.S. flights,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,U.S. Embassy,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,six Muslim-majority countries,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,bona fide relationship,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Dubai-based Emirates Airlines,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,blanket 90-day ban,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,President Donald Trump,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,52-year-old Sudanese man,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Middle East airlines,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Major airlines,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Turkish Airlines,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,travel ban,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,120-day ban,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,partial implementation,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,travel plans,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,lower courts,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,terrorism attacks,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,American entity,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,United States,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,big disappointment,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,capital Khartoum,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,national holidays,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,previous visits,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Qatar Airways,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Iranian nationals,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,Turkish capital,,imm_003,Reuters,immigration,humanitarian
art_042,Azure,28-year-old engineer,,imm_003,Reuters,immigration,humanitarian
