article_id,api,sentiment_label,score_positive,score_negative,score_neutral,score_mixed,net_sentiment,google_magnitude,pair_id,outlet,topic,frame
art_082,AWS,NEUTRAL,0.0213,0.0825,0.8245,0.0718,-0.0612,,imm_008,Straits Times,immigration,security
art_082,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.4,imm_008,Straits Times,immigration,security
art_082,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,imm_008,Straits Times,immigration,security
art_083,AWS,NEUTRAL,0.035,0.0021,0.9589,0.004,0.0329,,imm_008,South China Morning Post,immigration,neutral
art_083,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,2.2,imm_008,South China Morning Post,immigration,neutral
art_083,Azure,NEGATIVE,0.0,0.87,0.13,,-0.87,,imm_008,South China Morning Post,immigration,neutral
art_084,AWS,NEUTRAL,0.0106,0.0308,0.9418,0.0168,-0.0202,,imm_008,Reuters,immigration,neutral
art_084,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,5.3,imm_008,Reuters,immigration,neutral
art_084,Azure,MIXED,0.2,0.69,0.11,,-0.49,,imm_008,Reuters,immigration,neutral
art_085,AWS,MIXED,0.0338,0.0683,0.4484,0.4495,-0.0345,,imm_008,BBC,immigration,neutral
art_085,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,18.4,imm_008,BBC,immigration,neutral
art_085,Azure,NEGATIVE,0.01,0.75,0.24,,-0.74,,imm_008,BBC,immigration,neutral
art_086,AWS,NEUTRAL,0.031,0.0133,0.9305,0.0252,0.0178,,imm_008,Le Monde,immigration,neutral
art_086,Google,NEUTRAL,0.0,0.0,,,0.0,11.9,imm_008,Le Monde,immigration,neutral
art_086,Azure,MIXED,0.36,0.48,0.16,,-0.12,,imm_008,Le Monde,immigration,neutral
art_087,AWS,NEUTRAL,0.0632,0.0279,0.6664,0.2425,0.0354,,imm_008,CNN,immigration,neutral
art_087,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,12.3,imm_008,CNN,immigration,neutral
art_087,Azure,MIXED,0.1,0.63,0.27,,-0.53,,imm_008,CNN,immigration,neutral
art_088,AWS,NEUTRAL,0.1946,0.001,0.802,0.0024,0.1935,,imm_008,The Guardian,immigration,humanitarian
art_088,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.4,imm_008,The Guardian,immigration,humanitarian
art_088,Azure,NEGATIVE,0.0,0.86,0.14,,-0.86,,imm_008,The Guardian,immigration,humanitarian
art_089,AWS,NEUTRAL,0.0511,0.0006,0.9474,0.001,0.0505,,imm_008,Al Jazeera,immigration,neutral
art_089,Google,NEUTRAL,0.0,0.0,,,0.0,8.3,imm_008,Al Jazeera,immigration,neutral
art_089,Azure,MIXED,0.34,0.38,0.28,,-0.04,,imm_008,Al Jazeera,immigration,neutral
art_090,AWS,NEUTRAL,0.0227,0.0147,0.9534,0.0091,0.008,,imm_008,RT News,immigration,neutral
art_090,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,8.3,imm_008,RT News,immigration,neutral
art_090,Azure,MIXED,0.25,0.46,0.29,,-0.21,,imm_008,RT News,immigration,neutral
art_091,AWS,NEUTRAL,0.0009,0.0001,0.999,0.0,0.0009,,imm_008,Global Times,immigration,neutral
art_091,Google,NEUTRAL,0.0,0.0,,,0.0,6.6,imm_008,Global Times,immigration,neutral
art_091,Azure,POSITIVE,0.82,0.0,0.17,,0.82,,imm_008,Global Times,immigration,neutral
art_092,AWS,NEUTRAL,0.0013,0.0001,0.9986,0.0,0.0011,,imm_008,Global Times,immigration,neutral
art_092,Google,NEUTRAL,0.0,0.0,,,0.0,6.2,imm_008,Global Times,immigration,neutral
art_092,Azure,POSITIVE,0.63,0.0,0.37,,0.63,,imm_008,Global Times,immigration,neutral
art_093,AWS,NEUTRAL,0.0019,0.1944,0.8027,0.001,-0.1925,,pol_001,Reuters,political conflict,people-centric
art_093,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,4.5,pol_001,Reuters,political conflict,people-centric
art_093,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_001,Reuters,political conflict,people-centric
art_094,AWS,NEUTRAL,0.0011,0.0629,0.9325,0.0035,-0.0618,,pol_001,The Guardian,political conflict,neutral
art_094,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,11.1,pol_001,The Guardian,political conflict,neutral
art_094,Azure,MIXED,0.06,0.77,0.17,,-0.71,,pol_001,The Guardian,political conflict,neutral
art_095,AWS,NEUTRAL,0.0025,0.139,0.8585,0.0001,-0.1365,,pol_001,Le Monde,political conflict,people-centric
art_095,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,9.3,pol_001,Le Monde,political conflict,people-centric
art_095,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_001,Le Monde,political conflict,people-centric
art_096,AWS,NEUTRAL,0.0019,0.0324,0.9648,0.001,-0.0305,,pol_001,South China Morning Post,political conflict,neutral
art_096,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,1.8,pol_001,South China Morning Post,political conflict,neutral
art_096,Azure,NEGATIVE,0.0,0.77,0.23,,-0.77,,pol_001,South China Morning Post,political conflict,neutral
art_097,AWS,NEUTRAL,0.0014,0.0325,0.9634,0.0027,-0.031,,pol_001,Fox News,political conflict,neutral
art_097,Google,NEGATIVE,0.0,0.10000000149011612,,,-0.1,6.9,pol_001,Fox News,political conflict,neutral
art_097,Azure,MIXED,0.15,0.63,0.22,,-0.48,,pol_001,Fox News,political conflict,neutral
art_098,AWS,NEUTRAL,0.0031,0.0887,0.9079,0.0003,-0.0856,,pol_001,Straits Times,political conflict,state-centric
art_098,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,13.1,pol_001,Straits Times,political conflict,state-centric
art_098,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_001,Straits Times,political conflict,state-centric
art_099,AWS,NEUTRAL,0.0011,0.0045,0.9939,0.0005,-0.0034,,pol_001,The Hindu,political conflict,neutral
art_099,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,1.8,pol_001,The Hindu,political conflict,neutral
art_099,Azure,NEGATIVE,0.0,0.77,0.23,,-0.77,,pol_001,The Hindu,political conflict,neutral
art_100,AWS,NEUTRAL,0.0085,0.0972,0.8449,0.0494,-0.0887,,pol_001,Daily Maverick,political conflict,people-centric
art_100,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.8,pol_001,Daily Maverick,political conflict,people-centric
art_100,Azure,NEGATIVE,0.0,0.9,0.09,,-0.9,,pol_001,Daily Maverick,political conflict,people-centric
art_101,AWS,NEUTRAL,0.0141,0.0374,0.9186,0.03,-0.0233,,pol_002,RT News,political conflict,neutral
art_101,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,7.5,pol_002,RT News,political conflict,neutral
art_101,Azure,MIXED,0.09,0.72,0.19,,-0.63,,pol_002,RT News,political conflict,neutral
art_102,AWS,NEUTRAL,0.0162,0.0305,0.927,0.0263,-0.0142,,pol_002,Al Jazeera,political conflict,neutral
art_102,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.0,pol_002,Al Jazeera,political conflict,neutral
art_102,Azure,NEGATIVE,0.01,0.77,0.22,,-0.76,,pol_002,Al Jazeera,political conflict,neutral
art_103,AWS,NEUTRAL,0.0413,0.09,0.6644,0.2043,-0.0488,,pol_002,CNN,political conflict,state-centric
art_103,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,11.5,pol_002,CNN,political conflict,state-centric
art_103,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,pol_002,CNN,political conflict,state-centric
art_104,AWS,NEUTRAL,0.0087,0.0958,0.874,0.0215,-0.087,,pol_002,BBC,political conflict,state-centric
art_104,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.6,pol_002,BBC,political conflict,state-centric
art_104,Azure,NEGATIVE,0.0,0.76,0.24,,-0.76,,pol_002,BBC,political conflict,state-centric
art_105,AWS,NEUTRAL,0.0037,0.0235,0.9716,0.0012,-0.0198,,pol_002,Reuters,political conflict,people-centric
art_105,Google,NEGATIVE,0.0,0.5,,,-0.5,6.5,pol_002,Reuters,political conflict,people-centric
art_105,Azure,NEGATIVE,0.0,0.84,0.15,,-0.84,,pol_002,Reuters,political conflict,people-centric
art_106,AWS,NEUTRAL,0.0088,0.0077,0.9453,0.0382,0.0012,,pol_002,The Guardian,political conflict,neutral
art_106,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,11.3,pol_002,The Guardian,political conflict,neutral
art_106,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,pol_002,The Guardian,political conflict,neutral
art_107,AWS,NEUTRAL,0.0142,0.0242,0.9376,0.0241,-0.01,,pol_002,Le Monde,political conflict,neutral
art_107,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.4,pol_002,Le Monde,political conflict,neutral
art_107,Azure,MIXED,0.04,0.72,0.24,,-0.68,,pol_002,Le Monde,political conflict,neutral
art_108,AWS,NEUTRAL,0.0108,0.1825,0.7504,0.0563,-0.1717,,pol_002,South China Morning Post,political conflict,neutral
art_108,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.6,pol_002,South China Morning Post,political conflict,neutral
art_108,Azure,NEGATIVE,0.0,0.74,0.26,,-0.74,,pol_002,South China Morning Post,political conflict,neutral
art_109,AWS,NEUTRAL,0.0135,0.0029,0.967,0.0166,0.0106,,pol_002,Global Times,political conflict,state-centric
art_109,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,3.9,pol_002,Global Times,political conflict,state-centric
art_109,Azure,NEGATIVE,0.0,0.85,0.14,,-0.85,,pol_002,Global Times,political conflict,state-centric
art_110,AWS,NEUTRAL,0.0163,0.0481,0.9179,0.0177,-0.0318,,pol_002,Fox News,political conflict,neutral
art_110,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,8.6,pol_002,Fox News,political conflict,neutral
art_110,Azure,MIXED,0.19,0.66,0.15,,-0.47,,pol_002,Fox News,political conflict,neutral
art_111,AWS,NEUTRAL,0.0169,0.0596,0.8746,0.049,-0.0427,,pol_002,Straits Times,political conflict,state-centric
art_111,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.8,pol_002,Straits Times,political conflict,state-centric
art_111,Azure,NEGATIVE,0.0,0.81,0.19,,-0.81,,pol_002,Straits Times,political conflict,state-centric
art_112,AWS,NEUTRAL,0.0357,0.0169,0.908,0.0394,0.0188,,pol_002,The Hindu,political conflict,neutral
art_112,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,6.1,pol_002,The Hindu,political conflict,neutral
art_112,Azure,MIXED,0.06,0.69,0.25,,-0.63,,pol_002,The Hindu,political conflict,neutral
art_113,AWS,MIXED,0.0649,0.3553,0.1353,0.4445,-0.2904,,pol_002,Daily Maverick,political conflict,people-centric
art_113,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,15.9,pol_002,Daily Maverick,political conflict,people-centric
art_113,Azure,MIXED,0.07,0.76,0.17,,-0.69,,pol_002,Daily Maverick,political conflict,people-centric
art_114,AWS,NEUTRAL,0.0388,0.0349,0.891,0.0354,0.0039,,pol_003,RT News,political conflict,neutral
art_114,Google,NEGATIVE,0.0,0.5,,,-0.5,8.2,pol_003,RT News,political conflict,neutral
art_114,Azure,NEGATIVE,0.0,0.8,0.19,,-0.8,,pol_003,RT News,political conflict,neutral
art_115,AWS,NEUTRAL,0.0023,0.0447,0.9496,0.0034,-0.0424,,pol_003,Al Jazeera,political conflict,people-centric
art_115,Google,NEGATIVE,0.0,0.5,,,-0.5,16.4,pol_003,Al Jazeera,political conflict,people-centric
art_115,Azure,MIXED,0.03,0.8,0.17,,-0.77,,pol_003,Al Jazeera,political conflict,people-centric
art_116,AWS,NEUTRAL,0.0048,0.2616,0.7087,0.0249,-0.2568,,pol_003,CNN,political conflict,people-centric
art_116,Google,VERY_NEGATIVE,0.0,0.6000000238418579,,,-0.6,18.5,pol_003,CNN,political conflict,people-centric
art_116,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_003,CNN,political conflict,people-centric
art_117,AWS,NEUTRAL,0.0629,0.0452,0.7747,0.1172,0.0177,,pol_003,BBC,political conflict,state-centric
art_117,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,17.5,pol_003,BBC,political conflict,state-centric
art_117,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_003,BBC,political conflict,state-centric
art_118,AWS,NEUTRAL,0.0006,0.0237,0.9757,0.0001,-0.0231,,pol_003,Reuters,political conflict,neutral
art_118,Google,VERY_NEGATIVE,0.0,0.699999988079071,,,-0.7,6.4,pol_003,Reuters,political conflict,neutral
art_118,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,pol_003,Reuters,political conflict,neutral
art_119,AWS,NEUTRAL,0.0094,0.1881,0.7703,0.0322,-0.1787,,pol_003,The Guardian,political conflict,people-centric
art_119,Google,NEGATIVE,0.0,0.5,,,-0.5,17.2,pol_003,The Guardian,political conflict,people-centric
art_119,Azure,MIXED,0.04,0.74,0.22,,-0.7,,pol_003,The Guardian,political conflict,people-centric
art_120,AWS,NEUTRAL,0.0295,0.025,0.9194,0.026,0.0045,,pol_003,Le Monde,political conflict,neutral
art_120,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,7.2,pol_003,Le Monde,political conflict,neutral
art_120,Azure,NEGATIVE,0.0,0.82,0.18,,-0.82,,pol_003,Le Monde,political conflict,neutral
art_121,AWS,NEUTRAL,0.0159,0.1451,0.67,0.169,-0.1291,,pol_003,South China Morning Post,political conflict,people-centric
art_121,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,3.0,pol_003,South China Morning Post,political conflict,people-centric
art_121,Azure,NEGATIVE,0.0,0.95,0.05,,-0.95,,pol_003,South China Morning Post,political conflict,people-centric
art_122,AWS,NEUTRAL,0.1455,0.0024,0.8393,0.0128,0.1431,,pol_003,Global Times,political conflict,people-centric
art_122,Google,NEUTRAL,0.0,0.0,,,0.0,11.7,pol_003,Global Times,political conflict,people-centric
art_122,Azure,MIXED,0.15,0.75,0.1,,-0.6,,pol_003,Global Times,political conflict,people-centric
art_123,AWS,NEUTRAL,0.0036,0.1892,0.8018,0.0054,-0.1856,,pol_003,Fox News,political conflict,people-centric
art_123,Google,NEGATIVE,0.0,0.5,,,-0.5,7.8,pol_003,Fox News,political conflict,people-centric
art_123,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,pol_003,Fox News,political conflict,people-centric
art_124,AWS,NEUTRAL,0.0158,0.1199,0.8516,0.0128,-0.1041,,pol_003,Straits Times,political conflict,people-centric
art_124,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,16.4,pol_003,Straits Times,political conflict,people-centric
art_124,Azure,MIXED,0.07,0.75,0.18,,-0.68,,pol_003,Straits Times,political conflict,people-centric
art_125,AWS,NEUTRAL,0.0077,0.0298,0.9463,0.0162,-0.0221,,pol_003,The Hindu,political conflict,people-centric
art_125,Google,VERY_NEGATIVE,0.0,0.6000000238418579,,,-0.6,7.6,pol_003,The Hindu,political conflict,people-centric
art_125,Azure,MIXED,0.04,0.8,0.16,,-0.76,,pol_003,The Hindu,political conflict,people-centric
art_126,AWS,NEUTRAL,0.0397,0.0333,0.8061,0.1209,0.0065,,pol_003,Daily Maverick,political conflict,people-centric
art_126,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,17.4,pol_003,Daily Maverick,political conflict,people-centric
art_126,Azure,MIXED,0.03,0.8,0.17,,-0.77,,pol_003,Daily Maverick,political conflict,people-centric
art_127,AWS,NEUTRAL,0.004,0.1168,0.8765,0.0027,-0.1128,,pol_004,Fox News,political conflict,state-centric
art_127,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,10.6,pol_004,Fox News,political conflict,state-centric
art_127,Azure,MIXED,0.14,0.75,0.11,,-0.61,,pol_004,Fox News,political conflict,state-centric
art_128,AWS,NEUTRAL,0.0023,0.1279,0.8671,0.0027,-0.1256,,pol_004,CNN,political conflict,neutral
art_128,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,17.7,pol_004,CNN,political conflict,neutral
art_128,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,pol_004,CNN,political conflict,neutral
art_129,AWS,NEUTRAL,0.0009,0.0986,0.8998,0.0007,-0.0976,,pol_004,BBC,political conflict,people-centric
art_129,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.0,pol_004,BBC,political conflict,people-centric
art_129,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_004,BBC,political conflict,people-centric
art_130,AWS,NEUTRAL,0.0012,0.1988,0.7977,0.0024,-0.1976,,pol_004,Reuters,political conflict,neutral
art_130,Google,VERY_NEGATIVE,0.0,0.699999988079071,,,-0.7,5.8,pol_004,Reuters,political conflict,neutral
art_130,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,pol_004,Reuters,political conflict,neutral
art_131,AWS,NEUTRAL,0.0015,0.1748,0.8236,0.0,-0.1733,,pol_004,RT News,political conflict,people-centric
art_131,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,19.8,pol_004,RT News,political conflict,people-centric
art_131,Azure,NEGATIVE,0.02,0.84,0.14,,-0.82,,pol_004,RT News,political conflict,people-centric
art_132,AWS,NEUTRAL,0.002,0.0917,0.9019,0.0044,-0.0898,,pol_004,Al Jazeera,political conflict,people-centric
art_132,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.7,pol_004,Al Jazeera,political conflict,people-centric
art_132,Azure,NEGATIVE,0.0,0.81,0.19,,-0.81,,pol_004,Al Jazeera,political conflict,people-centric
art_133,AWS,NEUTRAL,0.0098,0.0124,0.9407,0.0371,-0.0026,,pol_004,The Guardian,political conflict,state-centric
art_133,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,10.4,pol_004,The Guardian,political conflict,state-centric
art_133,Azure,NEGATIVE,0.0,0.84,0.15,,-0.84,,pol_004,The Guardian,political conflict,state-centric
art_134,AWS,NEUTRAL,0.012,0.1675,0.6467,0.1739,-0.1555,,pol_004,Le Monde,political conflict,state-centric
art_134,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,11.4,pol_004,Le Monde,political conflict,state-centric
art_134,Azure,NEGATIVE,0.0,0.84,0.16,,-0.84,,pol_004,Le Monde,political conflict,state-centric
art_135,AWS,NEUTRAL,0.1399,0.0202,0.5042,0.3356,0.1198,,pol_004,Global Times,political conflict,state-centric
art_135,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,7.8,pol_004,Global Times,political conflict,state-centric
art_135,Azure,NEGATIVE,0.0,0.78,0.22,,-0.78,,pol_004,Global Times,political conflict,state-centric
art_136,AWS,NEUTRAL,0.011,0.0723,0.8811,0.0357,-0.0614,,pol_004,South China Morning Post,political conflict,neutral
art_136,Google,NEGATIVE,0.0,0.5,,,-0.5,3.4,pol_004,South China Morning Post,political conflict,neutral
art_136,Azure,NEGATIVE,0.0,0.93,0.07,,-0.93,,pol_004,South China Morning Post,political conflict,neutral
art_137,AWS,NEUTRAL,0.0072,0.0542,0.9091,0.0295,-0.047,,pol_004,The Hindu,political conflict,neutral
art_137,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.7,pol_004,The Hindu,political conflict,neutral
art_137,Azure,NEGATIVE,0.0,0.96,0.04,,-0.96,,pol_004,The Hindu,political conflict,neutral
art_138,AWS,NEUTRAL,0.035,0.0245,0.6901,0.2504,0.0105,,pol_004,Indian Express,political conflict,neutral
art_138,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,7.7,pol_004,Indian Express,political conflict,neutral
art_138,Azure,NEGATIVE,0.0,0.81,0.19,,-0.81,,pol_004,Indian Express,political conflict,neutral
art_139,AWS,NEUTRAL,0.0029,0.0855,0.8828,0.0288,-0.0825,,pol_004,Straits Times,political conflict,neutral
art_139,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.8,pol_004,Straits Times,political conflict,neutral
art_139,Azure,NEGATIVE,0.0,0.85,0.14,,-0.85,,pol_004,Straits Times,political conflict,neutral
art_140,AWS,NEUTRAL,0.005,0.1539,0.8325,0.0086,-0.1489,,pol_004,News24,political conflict,people-centric
art_140,Google,NEGATIVE,0.0,0.5,,,-0.5,3.9,pol_004,News24,political conflict,people-centric
art_140,Azure,NEGATIVE,0.01,0.88,0.11,,-0.87,,pol_004,News24,political conflict,people-centric
art_141,AWS,NEUTRAL,0.1107,0.0334,0.8196,0.0364,0.0773,,pol_005,Fox News,political conflict,neutral
art_141,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,9.7,pol_005,Fox News,political conflict,neutral
art_141,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_005,Fox News,political conflict,neutral
art_142,AWS,NEUTRAL,0.0026,0.0357,0.8539,0.1077,-0.0331,,pol_005,CNN,political conflict,neutral
art_142,Google,NEGATIVE,0.0,0.20000000298023224,,,-0.2,10.9,pol_005,CNN,political conflict,neutral
art_142,Azure,NEGATIVE,0.0,0.8,0.2,,-0.8,,pol_005,CNN,political conflict,neutral
art_143,AWS,NEUTRAL,0.0026,0.0565,0.9317,0.0092,-0.0538,,pol_005,BBC,political conflict,people-centric
art_143,Google,NEGATIVE,0.0,0.5,,,-0.5,12.2,pol_005,BBC,political conflict,people-centric
art_143,Azure,NEGATIVE,0.0,0.84,0.16,,-0.84,,pol_005,BBC,political conflict,people-centric
art_144,AWS,NEUTRAL,0.0022,0.0491,0.946,0.0027,-0.0469,,pol_005,Reuters,political conflict,state-centric
art_144,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,7.0,pol_005,Reuters,political conflict,state-centric
art_144,Azure,NEGATIVE,0.0,0.78,0.22,,-0.78,,pol_005,Reuters,political conflict,state-centric
art_145,AWS,NEUTRAL,0.0143,0.153,0.8175,0.0152,-0.1387,,pol_005,RT News,political conflict,neutral
art_145,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.5,pol_005,RT News,political conflict,neutral
art_145,Azure,NEGATIVE,0.01,0.81,0.18,,-0.8,,pol_005,RT News,political conflict,neutral
art_146,AWS,NEUTRAL,0.002,0.0425,0.9523,0.0033,-0.0405,,pol_005,Al Jazeera,political conflict,state-centric
art_146,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,9.1,pol_005,Al Jazeera,political conflict,state-centric
art_146,Azure,NEGATIVE,0.0,0.86,0.14,,-0.86,,pol_005,Al Jazeera,political conflict,state-centric
art_147,AWS,NEUTRAL,0.0085,0.111,0.8099,0.0707,-0.1026,,pol_005,The Guardian,political conflict,neutral
art_147,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,10.2,pol_005,The Guardian,political conflict,neutral
art_147,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,pol_005,The Guardian,political conflict,neutral
art_148,AWS,NEUTRAL,0.0036,0.0515,0.9278,0.0171,-0.048,,pol_005,Le Monde,political conflict,state-centric
art_148,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,10.2,pol_005,Le Monde,political conflict,state-centric
art_148,Azure,NEGATIVE,0.01,0.84,0.16,,-0.83,,pol_005,Le Monde,political conflict,state-centric
art_149,AWS,NEUTRAL,0.0041,0.0194,0.921,0.0554,-0.0153,,pol_005,The Hindu,political conflict,state-centric
art_149,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,7.1,pol_005,The Hindu,political conflict,state-centric
art_149,Azure,NEGATIVE,0.0,0.76,0.23,,-0.76,,pol_005,The Hindu,political conflict,state-centric
art_150,AWS,NEUTRAL,0.0077,0.0298,0.9498,0.0128,-0.0221,,pol_005,Straits Times,political conflict,state-centric
art_150,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.6,pol_005,Straits Times,political conflict,state-centric
art_150,Azure,NEGATIVE,0.0,0.79,0.21,,-0.79,,pol_005,Straits Times,political conflict,state-centric
art_151,AWS,NEUTRAL,0.0063,0.0193,0.9723,0.0022,-0.013,,pol_005,News24,political conflict,neutral
art_151,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,5.7,pol_005,News24,political conflict,neutral
art_151,Azure,NEGATIVE,0.0,0.88,0.12,,-0.88,,pol_005,News24,political conflict,neutral
art_152,AWS,NEUTRAL,0.0015,0.0639,0.9344,0.0002,-0.0624,,pol_006,Fox News,political conflict,neutral
art_152,Google,NEGATIVE,0.0,0.5,,,-0.5,14.6,pol_006,Fox News,political conflict,neutral
art_152,Azure,NEGATIVE,0.0,0.9,0.1,,-0.9,,pol_006,Fox News,political conflict,neutral
art_153,AWS,NEUTRAL,0.0004,0.1787,0.8209,0.0,-0.1783,,pol_006,Xinhua,political conflict,people-centric
art_153,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,4.6,pol_006,Xinhua,political conflict,people-centric
art_153,Azure,NEGATIVE,0.0,0.9,0.1,,-0.9,,pol_006,Xinhua,political conflict,people-centric
art_154,AWS,NEUTRAL,0.001,0.2056,0.789,0.0044,-0.2047,,pol_006,France 24,political conflict,state-centric
art_154,Google,NEGATIVE,0.0,0.4000000059604645,,,-0.4,15.7,pol_006,France 24,political conflict,state-centric
art_154,Azure,NEGATIVE,0.0,0.87,0.13,,-0.87,,pol_006,France 24,political conflict,state-centric
art_155,AWS,NEUTRAL,0.0009,0.1796,0.8186,0.0009,-0.1787,,pol_006,BBC,political conflict,people-centric
art_155,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,17.1,pol_006,BBC,political conflict,people-centric
art_155,Azure,NEGATIVE,0.0,0.86,0.14,,-0.86,,pol_006,BBC,political conflict,people-centric
art_156,AWS,NEUTRAL,0.0019,0.0207,0.9764,0.001,-0.0188,,pol_006,CNN,political conflict,neutral
art_156,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,14.5,pol_006,CNN,political conflict,neutral
art_156,Azure,NEGATIVE,0.0,0.83,0.17,,-0.83,,pol_006,CNN,political conflict,neutral
art_157,AWS,NEUTRAL,0.0008,0.0357,0.9632,0.0003,-0.0349,,pol_006,RT News,political conflict,state-centric
art_157,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,9.0,pol_006,RT News,political conflict,state-centric
art_157,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_006,RT News,political conflict,state-centric
art_158,AWS,NEUTRAL,0.0006,0.0639,0.9348,0.0006,-0.0633,,pol_006,Al Jazeera,political conflict,neutral
art_158,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,12.1,pol_006,Al Jazeera,political conflict,neutral
art_158,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_006,Al Jazeera,political conflict,neutral
art_159,AWS,NEUTRAL,0.0008,0.1411,0.8478,0.0103,-0.1402,,pol_006,The Guardian,political conflict,neutral
art_159,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,13.6,pol_006,The Guardian,political conflict,neutral
art_159,Azure,NEGATIVE,0.0,0.81,0.18,,-0.81,,pol_006,The Guardian,political conflict,neutral
art_160,AWS,NEUTRAL,0.0125,0.0576,0.8857,0.0442,-0.0451,,pol_006,South China Morning Post,political conflict,people-centric
art_160,Google,NEGATIVE,0.0,0.30000001192092896,,,-0.3,2.6,pol_006,South China Morning Post,political conflict,people-centric
art_160,Azure,NEGATIVE,0.0,0.85,0.15,,-0.85,,pol_006,South China Morning Post,political conflict,people-centric
art_161,AWS,MIXED,0.0087,0.1317,0.3165,0.5432,-0.123,,pol_006,News24,political conflict,people-centric
art_161,Google,VERY_NEGATIVE,0.0,0.6000000238418579,,,-0.6,8.5,pol_006,News24,political conflict,people-centric
