article_id,api,entity_text,entity_type,confidence,entity_sentiment_score,entity_salience,entity_sentiment_magnitude,entity_subtype,pair_id,outlet,topic,frame
art_058,AWS,Trump,PERSON,0.9994,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,US Constitution’s 14th Amendment,TITLE,0.9436,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,end of June,DATE,0.995,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,Republican,ORGANIZATION,0.9578,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,first day,QUANTITY,0.9464,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,January 20,DATE,0.999,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,second term,QUANTITY,0.9905,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,Trump,PERSON,0.9995,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,AWS,both,QUANTITY,0.9915,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,immigrants,PERSON,,0.0,0.0936,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,birthright citizenship,OTHER,,0.0,0.0431,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,US Supreme Court,ORGANIZATION,,0.0,0.038,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,provision,OTHER,,0.0,0.0351,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,bid,OTHER,,0.0,0.0291,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,admin,OTHER,,0.0,0.0291,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,babies,PERSON,,0.0,0.0291,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,country,LOCATION,,0.0,0.0291,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,Trump,PERSON,,0.0,0.0258,1.1,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,citizen,PERSON,,0.0,0.0216,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,step,OTHER,,0.0,0.0191,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,president,PERSON,,0.0,0.0156,0.1,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,immigration,EVENT,,-0.1,0.0149,0.3,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,birthright citizenship,OTHER,,0.0,0.0127,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,part,OTHER,,0.0,0.0127,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,directive,OTHER,,0.0,0.0127,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,court,ORGANIZATION,,0.0,0.0123,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,US,LOCATION,,0.0,0.0118,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,efforts,OTHER,,0.0,0.0111,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,legality,OTHER,,0.0,0.0111,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,provision,OTHER,,0.0,0.0086,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,immigration,OTHER,,-0.1,0.0079,0.3,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,justices,PERSON,,0.0,0.0077,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,justices,PERSON,,0.0,0.0051,0.1,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,citizenship,OTHER,,0.0,0.005,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,citizenship,OTHER,,0.0,0.0048,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,holder,PERSON,,0.0,0.0043,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,children,PERSON,,0.0,0.0042,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,ruling,OTHER,,0.0,0.0041,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,executive order,OTHER,,0.0,0.0041,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,court,ORGANIZATION,,0.0,0.0041,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,appeal,OTHER,,0.0,0.004,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,policy,OTHER,,0.0,0.0038,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,parents,PERSON,,0.0,0.0038,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,children,PERSON,,0.0,0.0038,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,green card,OTHER,,0.0,0.0037,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,resident,PERSON,,0.0,0.0037,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,president,PERSON,,0.0,0.0033,0.1,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,law,OTHER,,0.0,0.0033,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,birthright citizenship rights,OTHER,,0.0,0.0033,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,class-action lawsuit,OTHER,,0.0,0.0033,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,policies,OTHER,,-0.2,0.0031,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,term,EVENT,,0.0,0.0031,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,order,OTHER,,0.0,0.0028,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,part,OTHER,,0.0,0.0028,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,agencies,ORGANIZATION,,0.0,0.0027,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,office,LOCATION,,0.0,0.0025,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,suite,OTHER,,0.0,0.0025,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,initiatives,OTHER,,0.0,0.0025,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,president,PERSON,,-0.1,0.0023,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,terms,OTHER,,-0.2,0.0022,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,Justice Department,ORGANIZATION,,0.0,0.0021,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,US Constitution,WORK_OF_ART,,0.0,0.002,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,14th Amendment,WORK_OF_ART,,0.0,0.002,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,ruling,OTHER,,0.0,0.0019,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,approach,OTHER,,-0.2,0.0017,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,aspects,OTHER,,-0.2,0.0017,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,critics,PERSON,,-0.2,0.0017,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,discrimination,OTHER,,-0.2,0.0017,0.2,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,Republican,ORGANIZATION,,0.0,0.0015,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,term,EVENT,,0.0,0.0014,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,directive,OTHER,,0.0,0.0013,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,arguments,OTHER,,0.0,0.0013,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Google,arguments,OTHER,,0.0,0.0012,0.0,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US Supreme Court,Organization,0.94,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Trump,Person,0.99,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Trump,Person,0.78,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,admin,PersonType,0.85,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,babies,PersonType,0.6,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,immigrants,PersonType,0.98,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US Supreme Court,Organization,0.96,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Friday,DateTime,1.0,,,,Date,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US,Location,0.59,,,,CountryRegion,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Donald Trump,Person,0.98,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,United States,Location,1.0,,,,CountryRegion,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,justices,PersonType,0.96,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Justice Department,Organization,0.99,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Trump,Person,0.99,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US,Location,0.69,,,,CountryRegion,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US,Location,0.99,,,,CountryRegion,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,parent,PersonType,0.88,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,American citizen,PersonType,0.8,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,permanent resident,PersonType,0.52,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,holder,PersonType,0.63,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Trump,Person,1.0,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,US,Location,0.92,,,,CountryRegion,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,14th,Quantity,0.98,,,,Ordinal,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,lawsuit,Event,0.42,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,parents,PersonType,0.97,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,justices,PersonType,0.96,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,by the end of June,DateTime,0.98,,,,DateRange,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,arguments,Event,0.73,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Republican,PersonType,0.83,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,president,PersonType,0.66,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,first,Quantity,1.0,,,,Ordinal,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,office,Location,0.66,,,,Structural,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,January 20,DateTime,1.0,,,,Date,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,second,Quantity,0.98,,,,Ordinal,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,president,PersonType,0.99,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,Trump,Person,1.0,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,immigration,Skill,0.94,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,president,PersonType,0.98,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_058,Azure,critics,PersonType,0.93,,,,,imm_006,South China Morning Post,immigration,humanitarian
art_059,AWS,US Supreme Court,ORGANIZATION,0.9858,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9225,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US Supreme Court,ORGANIZATION,0.9916,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9969,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,14th Amendment,TITLE,0.9506,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9992,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,14th Amendment,TITLE,0.9475,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9996,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US,ORGANIZATION,0.7056,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Supreme Court,ORGANIZATION,0.9961,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,WASHINGTON,LOCATION,0.9962,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US Supreme Court,ORGANIZATION,0.9924,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Dec 5,DATE,0.9991,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,President,PERSON,0.9969,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Donald Trump,PERSON,0.7609,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,early in,DATE,0.5715,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,2026,DATE,0.6308,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,June,DATE,0.9991,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,lower courts,QUANTITY,0.6071,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9987,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US,LOCATION,0.9933,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,American,OTHER,0.9589,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9989,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,first day,QUANTITY,0.992,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,January,DATE,0.9986,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,United States,LOCATION,0.9979,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US,LOCATION,0.9561,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,14th Amendment,TITLE,0.9333,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,United States,LOCATION,0.9982,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,United States,LOCATION,0.9971,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9995,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US,LOCATION,0.9983,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Supreme Court,ORGANIZATION,0.9859,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,1898,OTHER,0.584,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump administration,ORGANIZATION,0.6759,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,14th Amendment,TITLE,0.9372,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Civil War,EVENT,0.9811,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,US,LOCATION,0.9928,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9993,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Feb 19,DATE,0.9993,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,District Judge,PERSON,0.8157,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,John Coughenour,PERSON,0.9857,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Washington,LOCATION,0.9987,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,over four decades,QUANTITY,0.9231,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Judge,PERSON,0.908,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Coughenour,PERSON,0.9921,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Republican,ORGANIZATION,0.9052,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Ronald Reagan,PERSON,0.9995,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Conservatives,ORGANIZATION,0.9606,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,6-3 majority,QUANTITY,0.7091,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Supreme Court,ORGANIZATION,0.9944,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,three of the justices,QUANTITY,0.8288,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,Trump,PERSON,0.9987,,,,,imm_006,Straits Times,immigration,security
art_059,AWS,AFP,ORGANIZATION,0.9804,,,,,imm_006,Straits Times,immigration,security
art_059,Google,executive order,OTHER,,0.0,0.162,0.2,,imm_006,Straits Times,immigration,security
art_059,Google,14th Amendment,WORK_OF_ART,,0.0,0.1252,0.2,,imm_006,Straits Times,immigration,security
art_059,Google,courts,ORGANIZATION,,0.0,0.0487,0.2,,imm_006,Straits Times,immigration,security
art_059,Google,attempt,OTHER,,0.0,0.036,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,US Supreme Court,ORGANIZATION,,0.0,0.0337,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,John Coughenour,PERSON,,0.0,0.0269,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,birthright citizenship,OTHER,,0.0,0.024,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,birthright citizenship,OTHER,,0.0,0.024,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,bid,OTHER,,0.0,0.0176,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,US,LOCATION,,0.0,0.0166,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,Trump,OTHER,,0.0,0.0162,0.5,,imm_006,Straits Times,immigration,security
art_059,Google,citizen,PERSON,,0.0,0.0112,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,citizens,PERSON,,0.0,0.0087,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,argument,OTHER,,0.0,0.0085,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,citizenship clause,OTHER,,-0.1,0.0075,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,administration,ORGANIZATION,,0.0,0.007,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,law,OTHER,,0.0,0.0048,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,court,ORGANIZATION,,0.0,0.0047,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,birthright citizenship,OTHER,,0.0,0.0044,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,jurisdiction,OTHER,,0.0,0.0035,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,courts,ORGANIZATION,,0.0,0.0033,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,definition,OTHER,,0.0,0.0032,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,arguments,EVENT,,0.0,0.0032,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,citizens,PERSON,,0.0,0.0032,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,order,OTHER,,0.0,0.0028,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,executive order,OTHER,,0.0,0.0028,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,AI,OTHER,,0.0,0.0028,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,bid,OTHER,,0.0,0.0027,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,Ronald Reagan,PERSON,,0.0,0.0026,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,blockbuster case,OTHER,,0.0,0.0025,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,State,LOCATION,,0.0,0.0025,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,jurisdiction,OTHER,,0.0,0.0024,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,violation,EVENT,,0.0,0.0023,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,executive order,OTHER,,0.0,0.0023,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,case,OTHER,,0.0,0.0022,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,anyone,PERSON,,0.0,0.0022,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,jurisdiction,OTHER,,0.0,0.0022,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,children,PERSON,,0.0,0.0022,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,visas,OTHER,,0.0,0.0022,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,visa,OTHER,,0.0,0.002,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,parents,PERSON,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,office,LOCATION,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,persons,PERSON,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,WASHINGTON,LOCATION,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,ruling,OTHER,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,restrictions,OTHER,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,soil,OTHER,,0.0,0.0019,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,case,OTHER,,0.0,0.0018,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,category,OTHER,,0.0,0.0017,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,country,LOCATION,,0.0,0.0017,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,idea,OTHER,,0.0,0.0017,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,president,PERSON,,0.0,0.0016,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,judges,PERSON,,0.0,0.0015,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,effect,OTHER,,0.0,0.0013,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,lawsuits,OTHER,,0.0,0.0013,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,bench,OTHER,,0.0,0.0013,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,majority,OTHER,,0.0,0.0013,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,one,OTHER,,0.0,0.0011,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,question,OTHER,,0.0,0.0011,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,definition,OTHER,,0.0,0.0009,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,justices,PERSON,,0.0,0.0009,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,case,OTHER,,0.0,0.0008,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,Conservatives,PERSON,,0.0,0.0007,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,children,PERSON,,0.0,0.0007,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,visitors,PERSON,,0.0,0.0006,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,migrants,PERSON,,0.0,0.0006,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,slaves,PERSON,,0.0,0.0006,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,rights,OTHER,,0.0,0.0006,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,wake,OTHER,,0.0,0.0006,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,Republican,ORGANIZATION,,0.0,0.0005,0.0,,imm_006,Straits Times,immigration,security
art_059,Google,AFP,ORGANIZATION,,0.1,0.0005,0.1,,imm_006,Straits Times,immigration,security
art_059,Google,Civil War,EVENT,,0.0,0.0003,0.0,,imm_006,Straits Times,immigration,security
art_059,Azure,US Supreme Court,Organization,0.91,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,US Supreme Court,Organization,0.9,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,1.0,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,14th,Quantity,1.0,,,,Ordinal,imm_006,Straits Times,immigration,security
art_059,Azure,courts,Location,0.62,,,,Structural,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,1.0,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,14th,Quantity,0.98,,,,Ordinal,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.94,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,US,Location,1.0,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,Supreme Court,Organization,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,AI,Skill,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,WASHINGTON,Location,1.0,,,,City,imm_006,Straits Times,immigration,security
art_059,Azure,US Supreme Court,Organization,0.95,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Dec 5,DateTime,1.0,,,,Date,imm_006,Straits Times,immigration,security
art_059,Azure,Donald Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,2026,DateTime,0.97,,,,DateRange,imm_006,Straits Times,immigration,security
art_059,Azure,June,DateTime,1.0,,,,DateRange,imm_006,Straits Times,immigration,security
art_059,Azure,Mr,PersonType,0.5,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,US,Location,0.88,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,American citizen,PersonType,0.8,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Mr,PersonType,0.52,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,first,Quantity,0.99,,,,Ordinal,imm_006,Straits Times,immigration,security
art_059,Azure,office,Location,0.66,,,,Structural,imm_006,Straits Times,immigration,security
art_059,Azure,January,DateTime,1.0,,,,DateRange,imm_006,Straits Times,immigration,security
art_059,Azure,parents,PersonType,0.92,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,United States,Location,1.0,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,US citizens,PersonType,0.73,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,14th,Quantity,0.99,,,,Ordinal,imm_006,Straits Times,immigration,security
art_059,Azure,persons,PersonType,0.67,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,United States,Location,1.0,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,citizens,PersonType,0.97,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,United States,Location,1.0,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,US,Location,0.99,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,Supreme Court,Organization,1.0,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,1898,DateTime,0.99,,,,DateRange,imm_006,Straits Times,immigration,security
art_059,Azure,Trump administration,Organization,0.76,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,14th,Quantity,1.0,,,,Ordinal,imm_006,Straits Times,immigration,security
art_059,Azure,Civil War,Event,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,slaves,PersonType,0.78,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,migrants,PersonType,0.75,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,US,Location,0.74,,,,CountryRegion,imm_006,Straits Times,immigration,security
art_059,Azure,visitors,PersonType,0.68,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,Trump,Person,0.99,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,"Feb 19,",DateTime,0.99,,,,Date,imm_006,Straits Times,immigration,security
art_059,Azure,judges,PersonType,0.96,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,lawsuits,Event,0.55,,,,,imm_006,Straits Times,immigration,security
art_059,Azure,District Judge,PersonType,0.59,,,,,imm_006,Straits Times,immigration,security
