article_id,sentence_idx,target_text,target_sentiment,assessment_text,assessment_sentiment,sentence_sentiment,sentence_text,pair_id,outlet,topic,frame
art_088,31,AfD,positive,strong,positive,neutral,"The AfD proved particularly strong among in the 25-34 age bracket, receiving 22% of the vote, ahead of the CDU/CSU at 18%, and the Greens and Die Linke at 16% each.",imm_008,The Guardian,immigration,humanitarian
art_089,4,policies,positive,popular,positive,neutral,"The AfD has articulated several key policies, which have proved popular with many German voters. ",imm_008,Al Jazeera,immigration,neutral
art_089,23,Left party,positive,success,positive,neutral,"That said, the Left party has also found success in eastern Germany despite declining support in recent years. ",imm_008,Al Jazeera,immigration,neutral
art_089,28,coalition,positive,grand,positive,positive,"A grand coalition including the CDU, the CSU and the Social Democratic Party (SPD) is the most likely option with CDU leader Friedrich Merz as chancellor.",imm_008,Al Jazeera,immigration,neutral
art_090,6,AfD,negative,controversy,negative,neutral,The AfD has faced controversy over comments made by current and former members regarding Germany’s past under Adolf Hitler. ,imm_008,RT News,immigration,neutral
art_093,0,passengers,positive,safe,positive,neutral,"Sept 9 (Reuters) - The Global Sumud Flotilla (GSF) for Gaza said on Tuesday that one of its main boats was struck by a drone at a port in Tunisia, though all six passengers and crew were safe.",pol_001,Reuters,political conflict,people-centric
art_093,0,crew,positive,safe,positive,neutral,"Sept 9 (Reuters) - The Global Sumud Flotilla (GSF) for Gaza said on Tuesday that one of its main boats was struck by a drone at a port in Tunisia, though all six passengers and crew were safe.",pol_001,Reuters,political conflict,people-centric
art_095,4,flotilla,negative,delayed,negative,neutral,"The flotilla, which aims to break Israel's blockade of Gaza, was due to resume its voyage on Wednesday after being delayed multiple times by weather conditions and other issues. ",pol_001,Le Monde,political conflict,people-centric
art_095,13,vessel,positive,quickly extinguished,positive,negative,"The vessel was in Tunisian waters when a fire broke out and was quickly extinguished, according to an AFP journalist who arrived shortly after the flames had been doused. ",pol_001,Le Monde,political conflict,people-centric
art_095,19,Organizers,negative,declined,negative,neutral,"Organizers declined to react to the authorities' account of the incident, with Henchiri saying it concerned ""state security."" ",pol_001,Le Monde,political conflict,people-centric
art_095,23,Greta Thunberg,positive,high-profile,positive,neutral,"Among its high-profile participants is Greta Thunberg, who addressed pro-Palestinian campaigners in Tunisia on Sunday. ",pol_001,Le Monde,political conflict,people-centric
art_095,24,flotilla,negative,delayed,negative,neutral,"The flotilla is due to resume its voyage to the Gaza Strip on Wednesday, after being delayed multiple times by weather conditions and other issues. ",pol_001,Le Monde,political conflict,people-centric
art_096,0,passengers,positive,safe,positive,negative,"Tunisia denies Gaza aid flotilla boat was hit by drone at port Gaza-bound flotilla said one of its boats was hit by a drone, while Tunisian authorities claimed a fire broke out on the vessel itself Th",pol_001,South China Morning Post,political conflict,neutral
art_096,0,crew,positive,safe,positive,negative,"Tunisia denies Gaza aid flotilla boat was hit by drone at port Gaza-bound flotilla said one of its boats was hit by a drone, while Tunisian authorities claimed a fire broke out on the vessel itself Th",pol_001,South China Morning Post,political conflict,neutral
art_098,23,Global Sumud Flotilla,positive,undeterred,positive,neutral,"The Global Sumud Flotilla continues undeterred,"" the GSF said. ",pol_001,Straits Times,political conflict,state-centric
art_100,3,communications,negative,jammed,negative,negative,"Overnight, explosions and unidentified drones were reported around some of the boats as communications were jammed. ",pol_001,Daily Maverick,political conflict,people-centric
art_100,9,mission,negative,non-violent,negative,neutral,"“Let me be clear, this is a non-violent mission. ",pol_001,Daily Maverick,political conflict,people-centric
art_100,27,boats,negative,malfunctioning,negative,negative,"It faced several setbacks during the last few weeks, including severe weather and some boats malfunctioning, forcing some volunteers to return home early, including Sacks, due to a lack of seats. ",pol_001,Daily Maverick,political conflict,people-centric
art_101,6,Greta,positive,safe,positive,positive,Greta and her friends are safe and healthy. ,pol_002,RT News,political conflict,neutral
art_101,6,Greta,positive,healthy,positive,positive,Greta and her friends are safe and healthy. ,pol_002,RT News,political conflict,neutral
art_101,9,communications,negative,cut,negative,neutral,Live streams and communications have been cut. ,pol_002,RT News,political conflict,neutral
art_101,9,Live streams,negative,cut,negative,neutral,Live streams and communications have been cut. ,pol_002,RT News,political conflict,neutral
art_101,10,status,negative,unconfirmed,negative,neutral,The status of the unarmed participants and crew is unconfirmed. ,pol_002,RT News,political conflict,neutral
art_102,3,Stories,positive,Recommended,positive,neutral,Recommended Stories list of 3 items- list 1 of 3Why have Spain and Italy sent ships to assist the Gaza Sumud flotilla? ,pol_002,Al Jazeera,political conflict,neutral
art_103,7,Israel Defense Forces,positive,congratulated,positive,neutral,"Earlier Thursday, Defense Minister Israel Katz congratulated the Israel Defense Forces on “stopping and neutralizing the terror flotilla.” ",pol_002,CNN,political conflict,state-centric
art_103,7,Defense Minister Israel Katz,positive,congratulated,positive,neutral,"Earlier Thursday, Defense Minister Israel Katz congratulated the Israel Defense Forces on “stopping and neutralizing the terror flotilla.” ",pol_002,CNN,political conflict,state-centric
art_103,8,military personnel,positive,commended,positive,negative,"Prime Minister Benjamin Netanyahu also commended the military personnel involved in the operation, saying: “Their important operation prevented dozens of vessels from entering the war zone and repelle",pol_002,CNN,political conflict,state-centric
art_104,15,"""Greta",positive,safe,positive,neutral,"""Greta and her friends are safe and healthy,"" the Israeli government said. ",pol_002,BBC,political conflict,state-centric
art_104,15,"""Greta",positive,healthy,positive,neutral,"""Greta and her friends are safe and healthy,"" the Israeli government said. ",pol_002,BBC,political conflict,state-centric
art_105,16,reports,negative,concerning,negative,negative,Tonight's reports are very concerning. ,pol_002,Reuters,political conflict,people-centric
art_105,19,status,positive,unconfirmed,mixed,neutral,"The flotilla said in separate posts on Telegram that its vessels Spectre, Alma, Sirius, along with other boats in international waters had been boarded by Israeli forces, and that the status of those ",pol_002,Reuters,political conflict,people-centric
art_105,22,Organisers,negative,defiant,negative,neutral,"Organisers have remained defiant, saying in a statement that the flotilla ""will continue undeterred"".",pol_002,Reuters,political conflict,people-centric
art_106,14,broadcast,negative,cut off,negative,negative,The broadcast cut off shortly afterwards. ,pol_002,The Guardian,political conflict,neutral
art_107,12,flotilla,positive,safely stopped,positive,neutral,"flotilla have been safely stopped and their passengers are being transferred to an Israeli port."" ",pol_002,Le Monde,political conflict,neutral
art_107,20,passengers,positive,safe,positive,neutral,"The passengers are safe and in good health,"" the ministry said on X. 'International law violation' The flotilla had earlier vowed to press on with its bid to deliver aid to the devastated coastal terr",pol_002,Le Monde,political conflict,neutral
art_107,20,passengers,positive,good,positive,neutral,"The passengers are safe and in good health,"" the ministry said on X. 'International law violation' The flotilla had earlier vowed to press on with its bid to deliver aid to the devastated coastal terr",pol_002,Le Monde,political conflict,neutral
art_110,2,flotilla,negative,reduced,negative,neutral,The flotilla has since been reduced to a single vessel still headed toward Gaza. ,pol_002,Fox News,political conflict,neutral
art_110,10,passengers,positive,safe,positive,positive,All the passengers are safe and in good health. ,pol_002,Fox News,political conflict,neutral
art_111,5,flotilla,positive,high-profile,positive,neutral,The flotilla is the most high-profile symbol of opposition to Israel’s blockade of Gaza. ,pol_002,Straits Times,political conflict,state-centric
art_111,28,Organisers,positive,defiant,positive,neutral,"Organisers remained defiant, saying in a statement that the flotilla “will continue undeterred”. ",pol_002,Straits Times,political conflict,state-centric
art_112,3,group,positive,undeterred,positive,negative,"The group, which includes Nelson Mandela’s grandson, Mandla Mandela, former Barcelona Mayor Ada Colau and several European lawmakers, said it remained undeterred in its mission to break the Israeli bl",pol_002,The Hindu,political conflict,neutral
art_112,21,scenario,negative,unlikely,negative,neutral,"Activists had acknowledged that scenario was unlikely and were expecting Israeli authorities to try to stop them at any moment, as they have done in past attempts.",pol_002,The Hindu,political conflict,neutral
art_115,0,Greta Thunberg,negative,mistreated,negative,negative,"Greta Thunberg mistreated by Israeli forces in detention, activists say Activists describe mistreatment after Israel intercepted Gaza aid flotilla and detained about 450 people. ",pol_003,Al Jazeera,political conflict,people-centric
art_115,3,Stories,positive,Recommended,positive,negative,"Recommended Stories list of 3 items- list 1 of 3Gaza protests held in Europe, more than 400 arrests made in London - list 2 of 3Can a ‘one-sided, unserious’ US plan deliver peace to Gaza? ",pol_003,Al Jazeera,political conflict,people-centric
art_115,27,claims,negative,lies,negative,negative,“All of Adalah’s claims are complete lies. ,pol_003,Al Jazeera,political conflict,people-centric
art_117,15,mission,negative,shame,negative,negative,"That this mission has to exist is a shame."" ",pol_003,BBC,political conflict,state-centric
art_118,5,medication,negative,confiscated,negative,negative,"They treated us like animals,"" said Helmi, 28, adding that detainees were not provided with clean food or water and that medication and belongings were confiscated. ",pol_003,Reuters,political conflict,neutral
art_118,5,belongings,negative,confiscated,negative,negative,"They treated us like animals,"" said Helmi, 28, adding that detainees were not provided with clean food or water and that medication and belongings were confiscated. ",pol_003,Reuters,political conflict,neutral
art_118,17,medications,negative,denied,negative,negative,"According to Adalah, an Israeli group offering legal assistance to flotilla members, some detainees were denied access to lawyers, water, medications, and toilets.",pol_003,Reuters,political conflict,neutral
art_118,17,toilets,negative,denied,negative,negative,"According to Adalah, an Israeli group offering legal assistance to flotilla members, some detainees were denied access to lawyers, water, medications, and toilets.",pol_003,Reuters,political conflict,neutral
art_118,23,mission,negative,denounced,negative,negative,"they were not denied access to legal counsel, and all their legal rights were fully upheld,"" a foreign ministry spokesperson told Reuters.The flotilla, which set sail in late August, marked the latest",pol_003,Reuters,political conflict,neutral
art_119,13,DFAT,negative,mocked,negative,negative,"It said the DFAT had been told the man was later attacked while in prison, slapped in the face, mocked and verbally abused, denied clean water and kept awake as guards shouted at him throughout the ni",pol_003,The Guardian,political conflict,people-centric
art_119,23,Greta,positive,strong,positive,neutral,"Greta is a strong and courageous woman, but during detention she looked deeply shaken,” D’Agostino said. ",pol_003,The Guardian,political conflict,people-centric
art_119,25,allegations,negative,ludicrous,negative,neutral,The Israeli foreign ministry statement said Thunberg “did not complain to the Israeli authorities about any of these ludicrous and baseless allegations – because they never occurred”. ,pol_003,The Guardian,political conflict,people-centric
art_119,25,allegations,negative,baseless,negative,neutral,The Israeli foreign ministry statement said Thunberg “did not complain to the Israeli authorities about any of these ludicrous and baseless allegations – because they never occurred”. ,pol_003,The Guardian,political conflict,people-centric
art_120,8,flight,positive,facilitated,positive,neutral,"""This flight also facilitated the return of 134 nationals from 15 European countries,"" it added, without giving a breakdown. ",pol_003,Le Monde,political conflict,neutral
art_121,0,hijabs,negative,snatched,negative,negative,"Advertisement Toilet water, snatched hijabs: Malaysian Gaza activists recount Israeli detention Malaysians who were part of a Gaza aid flotilla say they were humiliated and denied basic rights, forcin",pol_003,South China Morning Post,political conflict,people-centric
art_122,9,people,positive,ordinary,mixed,neutral,These were ordinary people. ,pol_003,Global Times,political conflict,people-centric
art_122,11,work,positive,simple,positive,positive,"The work we were doing was simple, urgent and powerful. ",pol_003,Global Times,political conflict,people-centric
art_122,11,work,positive,urgent,positive,positive,"The work we were doing was simple, urgent and powerful. ",pol_003,Global Times,political conflict,people-centric
art_122,11,work,positive,powerful,positive,positive,"The work we were doing was simple, urgent and powerful. ",pol_003,Global Times,political conflict,people-centric
art_122,13,support,positive,powerful,positive,positive,"That's what took us and brought us with so much powerful mobilization, support and solidarity from across the world all the way up until the night of our abduction by Israeli naval forces. ",pol_003,Global Times,political conflict,people-centric
art_122,21,movement,positive,growing,positive,neutral,The movement is growing. ,pol_003,Global Times,political conflict,people-centric
art_124,18,medicine,negative,denied,negative,negative,"“We were handcuffed (with hands behind our backs), we couldn’t walk, some of us were made to lie face down on the ground, and then we were denied water, and some of us were denied medicine,” she said.",pol_003,Straits Times,political conflict,people-centric
art_126,12,South Africans,negative,disadvantage,negative,negative,"Internationally renowned writer and author Zukiswa Wanner said the South Africans had been at a disadvantage because there was no South African embassy in Israel, and only a representative office in R",pol_003,Daily Maverick,political conflict,people-centric
art_126,16,journey,negative,difficult,negative,negative,“It was a very difficult journey but nothing compares to what the people of Gaza face every single minute of every day. ,pol_003,Daily Maverick,political conflict,people-centric
art_126,28,Greta,negative,complain,negative,negative,"Greta also did not complain to the Israeli authorities about any of these ludicrous and baseless allegations — because they never occurred,” the foreign ministry said.",pol_003,Daily Maverick,political conflict,people-centric
art_127,3,attack,negative,worst,negative,negative,Tuesday's attack was the worst assault in years targeting civilians in the restive region that has seen an anti-India rebellion for more than three decades. ,pol_004,Fox News,political conflict,state-centric
art_127,3,assault,negative,worst,negative,negative,Tuesday's attack was the worst assault in years targeting civilians in the restive region that has seen an anti-India rebellion for more than three decades. ,pol_004,Fox News,political conflict,state-centric
art_127,3,Tuesday's attack,negative,worst,negative,negative,Tuesday's attack was the worst assault in years targeting civilians in the restive region that has seen an anti-India rebellion for more than three decades. ,pol_004,Fox News,political conflict,state-centric
art_127,9,airspace,negative,closed,negative,neutral,"TRUMP EXTENDS ‘DEEPEST SYMPATHIES’ AFTER GUNMEN KILL 20 IN INDIA’S KASHMIR REGION In response, Pakistan closed its airspace for all Indian-owned or Indian-operated airlines and suspended all trade wit",pol_004,Fox News,political conflict,state-centric
art_128,17,Kashmir,positive,flashpoint,positive,neutral,Kashmir has been a flashpoint in India-Pakistan relations since both countries gained their independence from Britain in 1947. ,pol_004,CNN,political conflict,neutral
art_129,9,resolve,positive,unshakeable,positive,negative,"""Our resolve to fight terrorism is unshakeable and it will get even stronger,"" Modi wrote in a statement on X. Pakistan's foreign ministry said it was ""concerned at the loss of tourists' lives"" and ex",pol_004,BBC,political conflict,people-centric
art_129,31,Pahalgam,positive,popular,positive,neutral,"Pahalgam is a popular tourist destination, both domestically and internationally, and in recent years the government has attempted to encourage further tourism to the region. ",pol_004,BBC,political conflict,people-centric
art_131,15,attack,negative,abomination,negative,negative,“This attack on our visitors is an abomination. ,pol_004,RT News,political conflict,people-centric
art_131,20,attack,negative,abomination,negative,negative,This attack on our visitors is an abomination. ,pol_004,RT News,political conflict,people-centric
art_132,11,area,negative,bustling,negative,negative,"On Tuesday, witnesses told Al Jazeera that the area was bustling with tourists. ",pol_004,Al Jazeera,political conflict,people-centric
art_134,5,killings,positive,shocked,positive,negative,"The killings have shocked New Delhi, as they marked a dramatic shift targeting civilians and the area's vital tourism industry, rather than smaller-scale attacks against Indian security forces, which ",pol_004,Le Monde,political conflict,state-centric
art_135,10,attempts,negative,irrational,negative,negative,"The statement added that in the absence of any credible investigation and verifiable evidence, India's attempts to link the attack with Pakistan are ""reckless, irrational and illogical."" ",pol_004,Global Times,political conflict,state-centric
art_135,10,attempts,negative,illogical,negative,negative,"The statement added that in the absence of any credible investigation and verifiable evidence, India's attempts to link the attack with Pakistan are ""reckless, irrational and illogical."" ",pol_004,Global Times,political conflict,state-centric
art_137,7,live blog,negative,closed,negative,neutral,This live blog is closed.,pol_004,The Hindu,political conflict,neutral
art_138,3,Indus Waters Treaty,positive,cornerstone,positive,neutral,"The Indus Waters Treaty, signed in 1960, has long been a cornerstone of India-Pakistan relations, and this decision marks a significant shift in diplomatic ties.2. ",pol_004,Indian Express,political conflict,neutral
art_138,8,SAARC Visa exemption scheme,negative,Cancellation,negative,negative,"Cancellation of SAARC Visa exemption scheme (SVES) for Pakistan nationalsIn a major blow to diplomatic exchanges, India has suspended the SAARC Visa Exemption Scheme (SVES) for Pakistani nationals. ",pol_004,Indian Express,political conflict,neutral
art_139,2,killings,negative,dismayed,negative,negative,"The killings shattered a period of relative calm in the restive region and dismayed residents, who depend on tourism for their livelihoods. ",pol_004,Straits Times,political conflict,neutral
art_140,5,perpetrators,negative,inhuman,negative,negative,"""The perpetrators of this attack are animals, inhuman and worthy of contempt.""",pol_004,News24,political conflict,people-centric
art_140,13,agenda,negative,evil,negative,negative,Their evil agenda will never succeed. ,pol_004,News24,political conflict,people-centric
art_141,11,Pakistan,negative,denied,negative,neutral,Pakistan has denied any involvement in the attack. ,pol_005,Fox News,political conflict,neutral
art_142,9,flashpoints,negative,dangerous,negative,negative,"Kashmir, one of the world’s most dangerous flashpoints, is controlled in part by India and Pakistan but both countries claim it in its entirety. ",pol_005,CNN,political conflict,neutral
art_145,13,local economy,positive,improving,positive,neutral,"It has experienced relative stability in recent years, with the local economy improving due to increased tourist inflow. ",pol_005,RT News,political conflict,neutral
art_146,3,Stories,positive,Recommended,positive,negative,Recommended Stories list of 3 items- list 1 of 3‘Burst balloon’: How Pahalgam attack shattered Modi’s Kashmir narrative - list 2 of 3India and Pakistan continue to trade fire across Kashmir border - l,pol_005,Al Jazeera,political conflict,state-centric
art_146,8,Tensions,positive,rising,positive,negative,Tensions between the two countries have been rising after India said there were Pakistani elements linked to the attack on April 22 in the mountain resort of Pahalgam. ,pol_005,Al Jazeera,political conflict,state-centric
art_146,9,attack,negative,deadliest,negative,negative,"It was the deadliest attack on tourists in Indian-administered Kashmir in more than two decades, and Indian Prime Minister Narendra Modi has promised to pursue the attackers. ",pol_005,Al Jazeera,political conflict,state-centric
art_146,11,Islamabad,negative,denied,negative,neutral,But Islamabad has denied any role in what happened and called for a neutral investigation. ,pol_005,Al Jazeera,political conflict,state-centric
art_148,2,attack,negative,deadliest,negative,negative,"The attack was the deadliest against civilians in India since the Mumbai attacks in 2008, which claimed 175 lives.",pol_005,Le Monde,political conflict,state-centric
art_148,10,land border post,negative,closed,negative,negative,"The only land border post between the two countries, in Punjab, was closed, as well as airspace and trade with India.As New Delhi accused Islamabad of fostering terrorism in Kashmir, Pakistan accused ",pol_005,Le Monde,political conflict,state-centric
art_150,18,offices,positive,good,positive,neutral,UN Secretary-General Antonio Guterres spoke over the phone on April 29 with Pakistan’s Prime Minister Shehbaz Sharif and India’s Foreign Minister Subrahmanyam Jaishankar in which he “offered his good ,pol_005,Straits Times,political conflict,state-centric
art_152,12,Soleimani,positive,long-running,positive,neutral,"Soleimani was the long-running leader of the elite intelligence wing called Quds Force – which itself has been a designated terror group since 2007, and is estimated to be 20,000 strong. ",pol_006,Fox News,political conflict,neutral
art_152,25,embassy attack,negative,worst,negative,negative,"The embassy attack, one of the worst in recent memory, followed deadly U.S. airstrikes on Sunday that killed 25 fighters of the Iran-backed group, the Kataeb Hezbollah. ",pol_006,Fox News,political conflict,neutral
art_154,2,browser extensions,negative,blocking,negative,neutral,One of your browser extensions seems to be blocking the video player from loading. ,pol_006,France 24,political conflict,state-centric
art_154,13,Muhandis,positive,shot-caller,positive,neutral,‘Major decapitation strike’ Muhandis was the Hashed’s deputy chief but widely recognised as the real shot-caller within the group. ,pol_006,France 24,political conflict,state-centric
art_154,26,Oil prices,negative,soar,negative,neutral,Oil prices soar The developments come after an unprecedented attack on the US mission in Baghdad. ,pol_006,France 24,political conflict,state-centric
art_154,32,Ties,negative,deteriorated,negative,negative,Ties between the US and Iran have deteriorated since Washington pulled out of the landmark nuclear deal with Tehran in 2018. ,pol_006,France 24,political conflict,state-centric
art_155,14,Soleimani,negative,hated,negative,negative,"""While Iran will never be able to properly admit it, Soleimani was both hated and feared within the country,"" he said. ",pol_006,BBC,political conflict,people-centric
art_156,33,efforts,negative,rebuffed,negative,neutral,"The President has offered to talk “at any time” with Iran, but “those efforts have been rebuffed,” O’Brien told reporters on a briefing call. ",pol_006,CNN,political conflict,neutral
art_158,3,Stories,positive,Recommended,positive,negative,Recommended Stories list of 3 items- list 1 of 3US senator urges oversight as Iran tension escalates - list 2 of 3Iran vows ‘harsh’ response after US kills commander - list 3 of 3US-Iran tensions: How,pol_006,Al Jazeera,political conflict,neutral
art_158,11,Soleimani,positive,revered,positive,negative,Soleimani was a revered military figure in Iran because of his role in unifying Iraqi and Iranian-backed militias that rolled back the Islamic State if Iraq and the Levant (ISIL or ISIS) group gains i,pol_006,Al Jazeera,political conflict,neutral
art_158,16,Soleimani,positive,influential,positive,neutral,Iranian analyst Abas Aslani told Al Jazeera that Soleimani was an influential personality in Iranian society and played a major role in Iran’s foreign policy. ,pol_006,Al Jazeera,political conflict,neutral
art_160,0,Soleimani,positive,powerful,positive,negative,Advertisement Iran vows revenge after US strike kills top military commander Qassem Soleimani - Trump said Soleimani was plotting to kill Americans and he should have been taken out ‘many years ago’ -,pol_006,South China Morning Post,political conflict,people-centric
art_160,0,Soleimani,positive,mysterious,positive,negative,Advertisement Iran vows revenge after US strike kills top military commander Qassem Soleimani - Trump said Soleimani was plotting to kill Americans and he should have been taken out ‘many years ago’ -,pol_006,South China Morning Post,political conflict,people-centric
art_160,0,men,positive,powerful,positive,negative,Advertisement Iran vows revenge after US strike kills top military commander Qassem Soleimani - Trump said Soleimani was plotting to kill Americans and he should have been taken out ‘many years ago’ -,pol_006,South China Morning Post,political conflict,people-centric
art_160,0,men,positive,mysterious,positive,negative,Advertisement Iran vows revenge after US strike kills top military commander Qassem Soleimani - Trump said Soleimani was plotting to kill Americans and he should have been taken out ‘many years ago’ -,pol_006,South China Morning Post,political conflict,people-centric
art_161,1,episode,negative,inhumane,negative,negative,"We view this latest inhumane episode as an attack on the sovereignty and self-determination of the people of Iran,"" the statement released by secretary-general Ace Magashule said.""",pol_006,News24,political conflict,people-centric
art_162,31,attack,positive,praised,positive,neutral,"The attack was praised by some in Washington, though misgivings were expressed as well. ",pol_006,Straits Times,political conflict,people-centric
art_163,11,officials,negative,sensitivity,negative,negative,Body identified The officials spoke on condition of anonymity because of the sensitivity of the subject and because they were not authorised to give official statements. ,pol_006,The Hindu,political conflict,neutral
art_164,9,Robert Chesney,positive,best,positive,neutral,"Robert Chesney, a national security law expert at the University of Texas at Austin School of Law, said the administration's best argument on the U.N. Charter issue is self defense. ",pol_006,Reuters,political conflict,neutral
art_166,3,Stories,positive,Recommended,positive,negative,Recommended Stories list of 3 items- list 1 of 3French FM accuses Russian mercenaries of ‘despoiling’ Mali - list 2 of 3Mali expels France envoy over ‘hostile and outrageous’ remarks - list 3 of 3Tens,pol_007,Al Jazeera,political conflict,neutral
art_166,5,legal conditions,positive,met,positive,neutral,"“The political, operational and legal conditions are no longer met to effectively continue their current military engagement in the fight against terrorism in Mali,” the statement said. ",pol_007,Al Jazeera,political conflict,neutral
art_166,17,troops,negative,problem,negative,negative,it will be a problem for those troops both Malian and Niger in particular. ,pol_007,Al Jazeera,political conflict,neutral
art_167,9,relationship,negative,deteriorated,negative,negative,"But the relationship between Mali and French-led forces has deteriorated since the 2020 coup d’état and the subsequent establishment of a military junta in Mali, especially after the deployment of Rus",pol_007,CNN,political conflict,state-centric
art_168,5,mission,negative,failure,negative,negative,He denied that the mission had been a failure and insisted that France remained committed to combating Islamist insurgencies in the region. ,pol_007,BBC,political conflict,neutral
art_168,13,relations,negative,deteriorated,negative,negative,"But relations between France and Mali, which is one of the world's poorest nations, have deteriorated since the army first seized power in a coup in August 2020. ",pol_007,BBC,political conflict,neutral
art_170,9,withdrawal,negative,humiliating,negative,negative,"Despite Macron’s statement, observers will nonetheless see the withdrawal as a humiliating end to a flagship overseas mission. ",pol_007,The Guardian,political conflict,people-centric
art_170,10,end,positive,inglorious,positive,negative,"The daily paper Le Monde wrote: “It is an inglorious end to an armed intervention that began in euphoria and which ends, nine years later, against a backdrop of crisis between Mali and France.” ",pol_007,The Guardian,political conflict,people-centric
art_170,12,Relations,negative,deteriorated,negative,negative,Relations between France and Mali have deteriorated after two coup d’états and the new military regime’s reluctance to agree to an immediate transition to civilian rule. ,pol_007,The Guardian,political conflict,people-centric
art_170,27,Macron,negative,denied,negative,negative,Macron denied that France’s intervention had been in vain. ,pol_007,The Guardian,political conflict,people-centric
art_170,30,deployments,negative,expensive,negative,neutral,"About 18,000 United Nations peacekeepers will remain in Mali, one of the biggest and most expensive such deployments in the world. ",pol_007,The Guardian,political conflict,people-centric
art_172,2,military junta,negative,obstructions,negative,negative,"Multiple obstructions"" by the military junta that took power in August 2020 meant the conditions were no longer in place to operate in Mali, said a statement signed by France and its African and Europ",pol_007,The Hindu,political conflict,neutral
art_172,11,end,positive,inglorious,positive,negative,"It is an inglorious end to an armed intervention that began in euphoria and which ends, nine years later, against a backdrop of crisis between Mali and France,"" wrote French daily Le Monde.Mr. ",pol_007,The Hindu,political conflict,neutral
art_172,12,Macron,negative,denied,negative,negative,"Macron denied that the intervention had been in vain.""",pol_007,The Hindu,political conflict,neutral
art_173,2,Relations,negative,deteriorated,negative,negative,Relations between Paris and Bamako have deteriorated since the military junta went back on an agreement to organise elections in February and proposed holding power until 2025. ,pol_007,News24,political conflict,state-centric
art_174,9,momentum,negative,irreversible,negative,neutral,"“We deem the momentum generated in Paris in December 2015 irreversible and we firmly believe that the Paris Agreement cannot be renegotiated since it is a vital instrument for our planet, societies an",env_001,RT News,environment,neutral
art_174,17,administration,positive,responding,positive,neutral,"“The administration just hasn’t been responding to us to see if they’re interested in working on bringing folks here,” Walsh said at a news conference. ",env_001,RT News,environment,neutral
art_174,22,regulation,negative,outdated,negative,neutral,"""Any regulation that's outdated, unnecessary, bad for workers or contrary to the national interest will be scrapped and scrapped completely,"" he said. ",env_001,RT News,environment,neutral
art_174,22,regulation,negative,bad,negative,neutral,"""Any regulation that's outdated, unnecessary, bad for workers or contrary to the national interest will be scrapped and scrapped completely,"" he said. ",env_001,RT News,environment,neutral
art_175,5,Paris climate accord,negative,disadvantageous,negative,neutral,Trump described the Paris climate accord as an “agreement that is disadvantageous to the US to the exclusive benefits of other countries”. ,env_001,Al Jazeera,environment,neutral
art_175,21,Catherine McKenna,negative,disappointed,negative,negative,"‘Deeply disappointed’ Catherine McKenna, Canadian environment minister, said her country is “deeply disappointed by the US decision on the Paris accord”. ",env_001,Al Jazeera,environment,neutral
art_175,28,pact,positive,renegotiable,positive,neutral,"Continental Europe’s three biggest economies – Germany, France and Italy – criticised Donald Trump’s decision to quit the Paris climate agreement and said the pact was “not renegotiable”. ",env_001,Al Jazeera,environment,neutral
art_176,0,Paris accord,negative,unfair,negative,neutral,"Story highlights Trump made the announcement Thursday ""We're getting out,"" he said ""The Paris accord is very unfair at the highest level to the United States."" ",env_001,CNN,environment,neutral
art_176,10,plan,negative,bad,negative,negative,"Foreign leaders, business executives and Trump’s own daughter, Ivanka, lobbied heavily for him to remain a part of the deal, but ultimately lost out to conservatives who claim the plan is bad for the ",env_001,CNN,environment,neutral
art_176,13,process,negative,Lengthy,negative,neutral,"Lengthy process In triggering the official withdrawal procedures, Trump has sparked a lengthy process that won’t conclude until November 2020 – the same month he’s up for reelection, ensuring the issu",env_001,CNN,environment,neutral
art_176,26,Paris accord,negative,unfair,negative,negative,“The Paris accord is very unfair at the highest level to the United States.” ,env_001,CNN,environment,neutral
art_176,31,Uncertainty,negative,loomed,negative,negative,Trump's nominees and their confirmation hearings Uncertainty loomed Trump’s announcement Thursday ends months of speculation about his intentions. ,env_001,CNN,environment,neutral
art_176,33,atmosphere,positive,show-like,positive,neutral,"The show-like atmosphere was fueled by the presence of a jazz band, which performed a series of numbers before Trump emerged from the Oval Office to deliver his statement. ",env_001,CNN,environment,neutral
art_177,25,momentum,negative,irreversible,negative,neutral,"""We deem the momentum generated in Paris in December 2015 irreversible and we firmly believe that the Paris agreement cannot be renegotiated, since it is a vital instrument for our planet, societies a",env_001,BBC,environment,concern
art_178,2,Paris accord,negative,unfair,negative,negative,"""The Paris accord is very unfair at the highest level to the United States."" ",env_001,Fox News,environment,skeptical
art_178,16,news,positive,applauded,positive,positive,Republican National Committee Chairwoman Ronna McDaniel applauded the news and credited Trump with delivering “on his campaign promise to put American workers first.” ,env_001,Fox News,environment,skeptical
art_178,29,decision,negative,polarizing,negative,neutral,"Though the Paris Climate Agreement is not legally binding, the decision to either stay or withdraw has been deeply polarizing not only with lawmakers but also members of Trump’s inner circle. ",env_001,Fox News,environment,skeptical
art_180,2,browser extensions,negative,blocking,negative,neutral,One of your browser extensions seems to be blocking the video player from loading. ,env_001,France 24,environment,concern
art_180,9,browser extensions,negative,blocking,negative,neutral,One of your browser extensions seems to be blocking the video player from loading. ,env_001,France 24,environment,concern
