article_id,IAEI,api,method,pair_id,outlet,topic,frame
art_080,0.0403491878053668,AWS,sentence_context_projection,imm_008,The Hindu,immigration,humanitarian
art_081,0.0361093345373041,AWS,sentence_context_projection,imm_008,News24,immigration,security
art_082,0.0935404857004047,AWS,sentence_context_projection,imm_008,Straits Times,immigration,security
art_083,0.0421352735912701,AWS,sentence_context_projection,imm_008,South China Morning Post,immigration,neutral
art_084,0.0854382350114857,AWS,sentence_context_projection,imm_008,Reuters,immigration,neutral
art_085,0.0316293909635507,AWS,sentence_context_projection,imm_008,BBC,immigration,neutral
art_086,0.2104702706987761,AWS,sentence_context_projection,imm_008,Le Monde,immigration,neutral
art_087,0.0554127491486305,AWS,sentence_context_projection,imm_008,CNN,immigration,neutral
art_088,0.2716295305479557,AWS,sentence_context_projection,imm_008,The Guardian,immigration,humanitarian
art_089,0.0348734472541425,AWS,sentence_context_projection,imm_008,Al Jazeera,immigration,neutral
art_090,0.0646705919001941,AWS,sentence_context_projection,imm_008,RT News,immigration,neutral
art_091,0.0500037191382751,AWS,sentence_context_projection,imm_008,Global Times,immigration,neutral
art_092,0.0342442679355687,AWS,sentence_context_projection,imm_008,Global Times,immigration,neutral
art_093,0.1314067933198996,AWS,sentence_context_projection,pol_001,Reuters,political conflict,people-centric
art_094,0.1298553953669729,AWS,sentence_context_projection,pol_001,The Guardian,political conflict,neutral
art_095,0.0967097316298528,AWS,sentence_context_projection,pol_001,Le Monde,political conflict,people-centric
art_096,0.1127198657436797,AWS,sentence_context_projection,pol_001,South China Morning Post,political conflict,neutral
art_097,0.1558110580405157,AWS,sentence_context_projection,pol_001,Fox News,political conflict,neutral
art_098,0.1873207951639391,AWS,sentence_context_projection,pol_001,Straits Times,political conflict,state-centric
art_099,0.0557036217960382,AWS,sentence_context_projection,pol_001,The Hindu,political conflict,neutral
art_100,0.1244161421392048,AWS,sentence_context_projection,pol_001,Daily Maverick,political conflict,people-centric
art_101,0.1447931071350087,AWS,sentence_context_projection,pol_002,RT News,political conflict,neutral
art_102,0.0519238309865587,AWS,sentence_context_projection,pol_002,Al Jazeera,political conflict,neutral
art_103,0.0773479155390813,AWS,sentence_context_projection,pol_002,CNN,political conflict,state-centric
art_104,0.0495822478573166,AWS,sentence_context_projection,pol_002,BBC,political conflict,state-centric
art_105,0.0637945585114203,AWS,sentence_context_projection,pol_002,Reuters,political conflict,people-centric
art_106,0.0365547918377277,AWS,sentence_context_projection,pol_002,The Guardian,political conflict,neutral
art_107,0.0633863762857037,AWS,sentence_context_projection,pol_002,Le Monde,political conflict,neutral
art_108,0.0502752466401659,AWS,sentence_context_projection,pol_002,South China Morning Post,political conflict,neutral
art_109,0.0367984282365778,AWS,sentence_context_projection,pol_002,Global Times,political conflict,state-centric
art_110,0.0228436478684472,AWS,sentence_context_projection,pol_002,Fox News,political conflict,neutral
art_111,0.072117792425825,AWS,sentence_context_projection,pol_002,Straits Times,political conflict,state-centric
art_112,0.0514031706344703,AWS,sentence_context_projection,pol_002,The Hindu,political conflict,neutral
art_113,0.2232493015811045,AWS,sentence_context_projection,pol_002,Daily Maverick,political conflict,people-centric
art_114,0.0840910119194555,AWS,sentence_context_projection,pol_003,RT News,political conflict,neutral
art_115,0.0871891944578042,AWS,sentence_context_projection,pol_003,Al Jazeera,political conflict,people-centric
art_116,0.101252318642202,AWS,sentence_context_projection,pol_003,CNN,political conflict,people-centric
art_117,0.146211300075675,AWS,sentence_context_projection,pol_003,BBC,political conflict,state-centric
art_118,0.0682375145263239,AWS,sentence_context_projection,pol_003,Reuters,political conflict,neutral
art_119,0.0998853232130367,AWS,sentence_context_projection,pol_003,The Guardian,political conflict,people-centric
art_120,0.0706665463037201,AWS,sentence_context_projection,pol_003,Le Monde,political conflict,neutral
art_121,0.0801992828537011,AWS,sentence_context_projection,pol_003,South China Morning Post,political conflict,people-centric
art_122,0.1144762644094758,AWS,sentence_context_projection,pol_003,Global Times,political conflict,people-centric
art_123,0.0831960651057052,AWS,sentence_context_projection,pol_003,Fox News,political conflict,people-centric
art_124,0.1281170834553573,AWS,sentence_context_projection,pol_003,Straits Times,political conflict,people-centric
art_125,0.2819351452634739,AWS,sentence_context_projection,pol_003,The Hindu,political conflict,people-centric
art_126,0.152502496305435,AWS,sentence_context_projection,pol_003,Daily Maverick,political conflict,people-centric
art_127,0.1349558206298848,AWS,sentence_context_projection,pol_004,Fox News,political conflict,state-centric
art_128,0.0421559491695049,AWS,sentence_context_projection,pol_004,CNN,political conflict,neutral
art_129,0.07381106478244,AWS,sentence_context_projection,pol_004,BBC,political conflict,people-centric
art_130,0.0522702528255502,AWS,sentence_context_projection,pol_004,Reuters,political conflict,neutral
art_131,0.1219035462418483,AWS,sentence_context_projection,pol_004,RT News,political conflict,people-centric
art_132,0.0647198654823748,AWS,sentence_context_projection,pol_004,Al Jazeera,political conflict,people-centric
art_133,0.0487839502072166,AWS,sentence_context_projection,pol_004,The Guardian,political conflict,state-centric
art_134,0.1011583224769459,AWS,sentence_context_projection,pol_004,Le Monde,political conflict,state-centric
art_135,0.1764423805802428,AWS,sentence_context_projection,pol_004,Global Times,political conflict,state-centric
art_136,0.0679050286666086,AWS,sentence_context_projection,pol_004,South China Morning Post,political conflict,neutral
art_137,0.0329600530046969,AWS,sentence_context_projection,pol_004,The Hindu,political conflict,neutral
art_138,0.0466994480673402,AWS,sentence_context_projection,pol_004,Indian Express,political conflict,neutral
art_139,0.0531576417540252,AWS,sentence_context_projection,pol_004,Straits Times,political conflict,neutral
art_140,0.0535004842867435,AWS,sentence_context_projection,pol_004,News24,political conflict,people-centric
art_141,0.1444000150838531,AWS,sentence_context_projection,pol_005,Fox News,political conflict,neutral
art_142,0.0517401847631855,AWS,sentence_context_projection,pol_005,CNN,political conflict,neutral
art_143,0.0444320423726057,AWS,sentence_context_projection,pol_005,BBC,political conflict,people-centric
art_144,0.0264197219729833,AWS,sentence_context_projection,pol_005,Reuters,political conflict,state-centric
art_145,0.1077366730796609,AWS,sentence_context_projection,pol_005,RT News,political conflict,neutral
art_146,0.0399762234741439,AWS,sentence_context_projection,pol_005,Al Jazeera,political conflict,state-centric
art_147,0.0539295749407339,AWS,sentence_context_projection,pol_005,The Guardian,political conflict,neutral
art_148,0.0390194496135995,AWS,sentence_context_projection,pol_005,Le Monde,political conflict,state-centric
art_149,0.0764835009736043,AWS,sentence_context_projection,pol_005,The Hindu,political conflict,state-centric
art_150,0.0480591689100414,AWS,sentence_context_projection,pol_005,Straits Times,political conflict,state-centric
art_151,0.0302601699564778,AWS,sentence_context_projection,pol_005,News24,political conflict,neutral
art_152,0.1231814756369209,AWS,sentence_context_projection,pol_006,Fox News,political conflict,neutral
art_153,0.1024155470734281,AWS,sentence_context_projection,pol_006,Xinhua,political conflict,people-centric
art_154,0.0986364601911897,AWS,sentence_context_projection,pol_006,France 24,political conflict,state-centric
art_155,0.0896282813838514,AWS,sentence_context_projection,pol_006,BBC,political conflict,people-centric
art_156,0.1173559202623646,AWS,sentence_context_projection,pol_006,CNN,political conflict,neutral
art_157,0.0778417165282736,AWS,sentence_context_projection,pol_006,RT News,political conflict,state-centric
art_158,0.0475650319513069,AWS,sentence_context_projection,pol_006,Al Jazeera,political conflict,neutral
art_159,0.0726226248952678,AWS,sentence_context_projection,pol_006,The Guardian,political conflict,neutral
art_160,0.0194308211317105,AWS,sentence_context_projection,pol_006,South China Morning Post,political conflict,people-centric
art_161,0.1930208781227584,AWS,sentence_context_projection,pol_006,News24,political conflict,people-centric
art_162,0.0533058854740162,AWS,sentence_context_projection,pol_006,Straits Times,political conflict,people-centric
art_163,0.0819779476189798,AWS,sentence_context_projection,pol_006,The Hindu,political conflict,neutral
art_164,0.0936746552095949,AWS,sentence_context_projection,pol_006,Reuters,political conflict,neutral
art_165,0.0258407272810517,AWS,sentence_context_projection,pol_007,RT News,political conflict,neutral
art_166,0.0503868767190587,AWS,sentence_context_projection,pol_007,Al Jazeera,political conflict,neutral
art_167,0.0099531722162314,AWS,sentence_context_projection,pol_007,CNN,political conflict,state-centric
art_168,0.0469609372061241,AWS,sentence_context_projection,pol_007,BBC,political conflict,neutral
art_169,0.0671335119526978,AWS,sentence_context_projection,pol_007,Reuters,political conflict,people-centric
art_170,0.0731817731324873,AWS,sentence_context_projection,pol_007,The Guardian,political conflict,people-centric
art_171,0.0088072391469493,AWS,sentence_context_projection,pol_007,Xinhua,political conflict,state-centric
art_172,0.0651744860637749,AWS,sentence_context_projection,pol_007,The Hindu,political conflict,neutral
art_173,0.0795319543458314,AWS,sentence_context_projection,pol_007,News24,political conflict,state-centric
art_174,0.0369937492403234,AWS,sentence_context_projection,env_001,RT News,environment,neutral
art_175,0.0526534899798647,AWS,sentence_context_projection,env_001,Al Jazeera,environment,neutral
art_176,0.1096975427626986,AWS,sentence_context_projection,env_001,CNN,environment,neutral
art_177,0.1459555609405194,AWS,sentence_context_projection,env_001,BBC,environment,concern
art_178,0.0910050472642379,AWS,sentence_context_projection,env_001,Fox News,environment,skeptical
art_179,0.1334682397519724,AWS,sentence_context_projection,env_001,Reuters,environment,concern
art_180,0.0641282608941132,AWS,sentence_context_projection,env_001,France 24,environment,concern
art_181,0.0758188525082836,AWS,sentence_context_projection,env_001,The Guardian,environment,concern
art_182,0.1073350682354649,AWS,sentence_context_projection,env_001,Global Times,environment,neutral
art_183,0.0911640616160798,AWS,sentence_context_projection,env_001,Straits Times,environment,neutral
art_184,0.0699796033808606,AWS,sentence_context_projection,env_001,News24,environment,neutral
art_185,0.106220580315624,AWS,sentence_context_projection,env_001,The Hindu,environment,neutral
art_186,0.0542774578190682,AWS,sentence_context_projection,env_001,Indian Express,environment,concern
art_187,0.0547476587798101,AWS,sentence_context_projection,env_001,South China Morning Post,environment,concern
art_188,0.1637699805391935,AWS,sentence_context_projection,env_002,Fox News,environment,neutral
art_189,0.042891149045703,AWS,sentence_context_projection,env_002,The Hindu,environment,concern
art_190,0.1462838354218751,AWS,sentence_context_projection,env_002,South China Morning Post,environment,concern
art_191,0.0562841444579394,AWS,sentence_context_projection,env_002,Global Times,environment,concern
art_192,0.0675322669849265,AWS,sentence_context_projection,env_002,RT News,environment,neutral
art_193,0.1097776386135901,AWS,sentence_context_projection,env_002,BBC,environment,neutral
art_194,0.1730179899659127,AWS,sentence_context_projection,env_002,The Guardian,environment,concern
art_195,0.0393127684408979,AWS,sentence_context_projection,env_002,Al Jazeera,environment,concern
art_196,0.1554722554521003,AWS,sentence_context_projection,env_002,CNN,environment,concern
art_197,0.3101944841269433,AWS,sentence_context_projection,env_002,Le Monde,environment,neutral
art_198,0.2260950661251276,AWS,sentence_context_projection,env_002,Straits Times,environment,neutral
art_199,0.072166251945123,AWS,sentence_context_projection,env_002,News24,environment,neutral
art_200,0.036129954225306,AWS,sentence_context_projection,env_002,Reuters,environment,concern
art_201,0.2887285442199996,AWS,sentence_context_projection,env_003,Reuters,environment,concern
art_203,0.2091565145114623,AWS,sentence_context_projection,env_003,South China Morning Post,environment,concern
art_204,0.1170685152311316,AWS,sentence_context_projection,env_003,Global Times,environment,neutral
art_205,0.0934321027043411,AWS,sentence_context_projection,env_003,RT News,environment,neutral
art_206,0.1911831836532712,AWS,sentence_context_projection,env_003,BBC,environment,concern
art_207,0.1599105946931422,AWS,sentence_context_projection,env_003,The Guardian,environment,concern
art_208,0.0899129820751546,AWS,sentence_context_projection,env_003,Al Jazeera,environment,concern
art_209,0.2510100659197933,AWS,sentence_context_projection,env_003,CNN,environment,concern
art_210,0.1378522735304199,AWS,sentence_context_projection,env_003,Le Monde,environment,concern
art_211,0.1195829211076981,AWS,sentence_context_projection,env_003,Straits Times,environment,concern
art_212,0.1917646706663848,AWS,sentence_context_projection,env_003,Reuters,environment,concern
art_213,0.4348569418021644,AWS,sentence_context_projection,env_004,RT News,environment,skeptical
art_214,0.366434644853927,AWS,sentence_context_projection,env_004,Al Jazeera,environment,concern
art_215,0.0999413766768317,AWS,sentence_context_projection,env_004,Reuters,environment,concern
art_216,0.079256595935354,AWS,sentence_context_projection,env_004,CNN,environment,concern
art_217,0.0204580610311162,AWS,sentence_context_projection,env_004,BBC,environment,concern
art_218,0.2679850609189813,AWS,sentence_context_projection,env_004,Fox News,environment,skeptical
art_219,0.2112522817350394,AWS,sentence_context_projection,env_004,Global Times,environment,neutral
art_220,0.1637994449521168,AWS,sentence_context_projection,env_004,Straits Times,environment,concern
art_221,0.0540415373461454,AWS,sentence_context_projection,env_004,South China Morning Post,environment,concern
art_222,0.1487489992903545,AWS,sentence_context_projection,env_004,The Guardian,environment,concern
art_223,0.2644363935509269,AWS,sentence_context_projection,env_004,Le Monde,environment,concern
art_224,0.5710401466178495,AWS,sentence_context_projection,env_004,News24,environment,neutral
art_225,0.3299420084184191,AWS,sentence_context_projection,env_004,The Hindu,environment,concern
art_226,0.0757214074106518,AWS,sentence_context_projection,env_005,BBC,environment,concern
art_227,0.0712132629335654,AWS,sentence_context_projection,env_005,Al Jazeera,environment,concern
art_228,0.07768485236587,AWS,sentence_context_projection,env_005,Reuters,environment,neutral
art_229,0.0879348994688674,AWS,sentence_context_projection,env_005,The Hindu,environment,concern
art_230,0.0151565750760425,AWS,sentence_context_projection,env_005,Le Monde,environment,concern
art_231,0.1149626203742002,AWS,sentence_context_projection,env_005,Fox News,environment,concern
art_232,0.5226968932975548,AWS,sentence_context_projection,env_005,Straits Times,environment,neutral
art_233,0.0726318828840909,AWS,sentence_context_projection,env_005,Global Times,environment,concern
art_234,0.0576941926794345,AWS,sentence_context_projection,env_005,CNN,environment,concern
art_235,0.0909019299439297,AWS,sentence_context_projection,env_005,Reuters,environment,concern
art_236,0.0495894082574312,AWS,sentence_context_projection,env_005,The Guardian,environment,concern
art_237,0.0971920821607112,AWS,sentence_context_projection,env_005,News24,environment,neutral
art_001,0.3613125,Azure,sentence_context_projection,imm_001,Fox News,immigration,security
art_002,0.4859565217391304,Azure,sentence_context_projection,imm_001,BBC,immigration,neutral
art_003,0.2828833333333333,Azure,sentence_context_projection,imm_001,The Guardian,immigration,humanitarian
art_004,0.4469607843137255,Azure,sentence_context_projection,imm_001,CNN,immigration,neutral
art_005,0.5497142857142858,Azure,sentence_context_projection,imm_001,Reuters,immigration,neutral
art_006,0.6228571428571428,Azure,sentence_context_projection,imm_001,Global Times,immigration,humanitarian
art_007,0.4265873015873015,Azure,sentence_context_projection,imm_001,RT News,immigration,humanitarian
art_008,0.4716666666666667,Azure,sentence_context_projection,imm_001,Al Jazeera,immigration,humanitarian
art_009,0.4962222222222222,Azure,sentence_context_projection,imm_001,Straits Times,immigration,humanitarian
art_010,0.3927866666666667,Azure,sentence_context_projection,imm_001,Le Monde,immigration,neutral
art_011,0.4022916666666667,Azure,sentence_context_projection,imm_002,BBC,immigration,humanitarian
art_012,0.4063675213675213,Azure,sentence_context_projection,imm_002,RT News,immigration,humanitarian
art_013,0.3616666666666667,Azure,sentence_context_projection,imm_002,CNN,immigration,humanitarian
art_014,0.4103985507246377,Azure,sentence_context_projection,imm_002,BBC,immigration,security
art_015,0.5161764705882353,Azure,sentence_context_projection,imm_002,Fox News,immigration,security
art_016,0.22465,Azure,sentence_context_projection,imm_002,Reuters,immigration,humanitarian
art_017,0.4345231481481481,Azure,sentence_context_projection,imm_002,France 24,immigration,neutral
art_018,0.5705555555555556,Azure,sentence_context_projection,imm_002,The Guardian,immigration,humanitarian
art_019,0.7299999999999999,Azure,sentence_context_projection,imm_002,Global Times,immigration,neutral
art_020,0.3344444444444445,Azure,sentence_context_projection,imm_002,South China Morning Post,immigration,humanitarian
art_021,0.4628571428571428,Azure,sentence_context_projection,imm_002,BBC,immigration,neutral
art_022,0.3984615384615385,Azure,sentence_context_projection,imm_005,Fox News,immigration,security
art_023,0.5357000000000001,Azure,sentence_context_projection,imm_005,China Daily,immigration,humanitarian
art_024,0.4581111111111111,Azure,sentence_context_projection,imm_005,BBC,immigration,security
art_025,0.25765625,Azure,sentence_context_projection,imm_005,CNN,immigration,security
art_026,0.38875,Azure,sentence_context_projection,imm_005,The Guardian,immigration,humanitarian
art_027,0.2404714285714285,Azure,sentence_context_projection,imm_005,The Hindu,immigration,neutral
art_028,0.3004101731601732,Azure,sentence_context_projection,imm_005,Reuters,immigration,humanitarian
art_029,0.0993956043956044,Azure,sentence_context_projection,imm_005,RT News,immigration,humanitarian
art_030,0.4534013605442177,Azure,sentence_context_projection,imm_005,DW,immigration,humanitarian
art_031,0.1417964285714285,Azure,sentence_context_projection,imm_005,Al Jazeera,immigration,humanitarian
art_032,0.3613186813186813,Azure,sentence_context_projection,pol_001,RT News,political conflict,people-centric
art_033,0.5065416666666667,Azure,sentence_context_projection,pol_001,Al Jazeera,political conflict,people-centric
art_034,0.4602898550724637,Azure,sentence_context_projection,pol_001,CNN,political conflict,neutral
art_035,0.3382758620689655,Azure,sentence_context_projection,pol_001,BBC,political conflict,neutral
art_036,0.5209722222222222,Azure,sentence_context_projection,imm_003,Global Times,immigration,neutral
art_037,0.4332720588235293,Azure,sentence_context_projection,imm_003,Al Jazeera,immigration,humanitarian
art_038,0.4317602040816326,Azure,sentence_context_projection,imm_003,RT News,immigration,neutral
art_039,0.1986111111111111,Azure,sentence_context_projection,imm_003,CNN,immigration,neutral
art_040,0.7872222222222223,Azure,sentence_context_projection,imm_003,BBC,immigration,humanitarian
art_041,0.4114117647058823,Azure,sentence_context_projection,imm_003,Fox News,immigration,neutral
art_042,0.4866666666666666,Azure,sentence_context_projection,imm_003,Reuters,immigration,humanitarian
art_043,0.7318749999999999,Azure,sentence_context_projection,imm_003,France 24,immigration,security
art_044,0.370079365079365,Azure,sentence_context_projection,imm_003,The Guardian,immigration,humanitarian
art_045,0.538,Azure,sentence_context_projection,imm_003,South China Morning Post,immigration,neutral
art_046,0.296675,Azure,sentence_context_projection,imm_003,Daily Maverick,immigration,security
art_047,0.3491666666666667,Azure,sentence_context_projection,imm_004,Fox News,immigration,security
art_048,0.4875444444444444,Azure,sentence_context_projection,imm_004,BBC,immigration,neutral
art_049,0.3418735632183908,Azure,sentence_context_projection,imm_004,CNN,immigration,humanitarian
art_050,0.2407499999999999,Azure,sentence_context_projection,imm_004,The Guardian,immigration,humanitarian
art_051,0.2122222222222222,Azure,sentence_context_projection,imm_004,The Hindu,immigration,neutral
art_052,0.2122222222222222,Azure,sentence_context_projection,imm_004,The Hindu,immigration,neutral
art_053,0.084047619047619,Azure,sentence_context_projection,imm_004,Reuters,immigration,neutral
art_054,0.53892,Azure,sentence_context_projection,imm_004,France 24,immigration,security
art_055,0.3755357142857142,Azure,sentence_context_projection,imm_004,Al Jazeera,immigration,humanitarian
art_056,0.3783333333333333,Azure,sentence_context_projection,imm_004,Straits Times,immigration,security
art_057,0.4654611823361823,Azure,sentence_context_projection,imm_006,Fox News,immigration,neutral
art_058,0.5516666666666666,Azure,sentence_context_projection,imm_006,South China Morning Post,immigration,humanitarian
art_059,0.5628095238095239,Azure,sentence_context_projection,imm_006,Straits Times,immigration,security
art_060,0.4041274509803921,Azure,sentence_context_projection,imm_006,CNN,immigration,neutral
art_061,0.5063664596273292,Azure,sentence_context_projection,imm_006,BBC,immigration,security
art_062,0.6211490683229813,Azure,sentence_context_projection,imm_006,Reuters,immigration,neutral
art_063,0.3758525956801819,Azure,sentence_context_projection,imm_006,Al Jazeera,immigration,neutral
art_064,0.5175890909090909,Azure,sentence_context_projection,imm_006,The Guardian,immigration,humanitarian
art_065,0.458,Azure,sentence_context_projection,imm_006,Le Monde,immigration,neutral
art_066,0.55249,Azure,sentence_context_projection,imm_006,The Hindu,immigration,neutral
art_067,0.6704733727810651,Azure,sentence_context_projection,imm_007,Fox News,immigration,security
art_068,0.3795555555555555,Azure,sentence_context_projection,imm_007,South China Morning Post,immigration,humanitarian
art_069,0.3488271604938272,Azure,sentence_context_projection,imm_007,Straits Times,immigration,neutral
art_070,0.2796404958677685,Azure,sentence_context_projection,imm_007,CNN,immigration,neutral
art_071,0.5894444444444444,Azure,sentence_context_projection,imm_007,BBC,immigration,security
art_072,0.3325757575757576,Azure,sentence_context_projection,imm_007,Reuters,immigration,neutral
art_073,0.6148340548340547,Azure,sentence_context_projection,imm_007,Al Jazeera,immigration,humanitarian
art_074,0.4683095238095238,Azure,sentence_context_projection,imm_007,The Guardian,immigration,humanitarian
art_075,0.34496875,Azure,sentence_context_projection,imm_007,Le Monde,immigration,security
art_076,0.1335483870967741,Azure,sentence_context_projection,imm_007,News24,immigration,neutral
art_077,0.4785454545454545,Azure,sentence_context_projection,imm_007,The Hindu,immigration,neutral
art_078,0.7458333333333332,Azure,sentence_context_projection,imm_007,Xinhua,immigration,neutral
art_079,0.1932999999999999,Azure,sentence_context_projection,imm_008,Fox News,immigration,security
art_080,0.3355555555555555,Azure,sentence_context_projection,imm_008,The Hindu,immigration,humanitarian
art_081,0.132072072072072,Azure,sentence_context_projection,imm_008,News24,immigration,security
art_082,0.4808552631578948,Azure,sentence_context_projection,imm_008,Straits Times,immigration,security
art_083,0.4772727272727273,Azure,sentence_context_projection,imm_008,South China Morning Post,immigration,neutral
art_084,0.4077777777777778,Azure,sentence_context_projection,imm_008,Reuters,immigration,neutral
art_085,0.6224791666666667,Azure,sentence_context_projection,imm_008,BBC,immigration,neutral
art_086,0.3007472766884531,Azure,sentence_context_projection,imm_008,Le Monde,immigration,neutral
art_087,0.3799425287356322,Azure,sentence_context_projection,imm_008,CNN,immigration,neutral
art_088,0.5066752136752136,Azure,sentence_context_projection,imm_008,The Guardian,immigration,humanitarian
art_089,0.2027856598016781,Azure,sentence_context_projection,imm_008,Al Jazeera,immigration,neutral
art_090,0.2760135135135135,Azure,sentence_context_projection,imm_008,RT News,immigration,neutral
art_091,0.8040706605222734,Azure,sentence_context_projection,imm_008,Global Times,immigration,neutral
art_092,0.6428794326241135,Azure,sentence_context_projection,imm_008,Global Times,immigration,neutral
art_093,0.2579999999999999,Azure,sentence_context_projection,pol_001,Reuters,political conflict,people-centric
art_094,0.40679,Azure,sentence_context_projection,pol_001,The Guardian,political conflict,neutral
art_095,0.5287499999999999,Azure,sentence_context_projection,pol_001,Le Monde,political conflict,people-centric
art_096,0.39375,Azure,sentence_context_projection,pol_001,South China Morning Post,political conflict,neutral
art_097,0.2698148148148148,Azure,sentence_context_projection,pol_001,Fox News,political conflict,neutral
art_098,0.3932604166666666,Azure,sentence_context_projection,pol_001,Straits Times,political conflict,state-centric
art_099,0.1964705882352941,Azure,sentence_context_projection,pol_001,The Hindu,political conflict,neutral
art_100,0.3467280701754386,Azure,sentence_context_projection,pol_001,Daily Maverick,political conflict,people-centric
art_101,0.274047619047619,Azure,sentence_context_projection,pol_002,RT News,political conflict,neutral
art_102,0.4312619047619047,Azure,sentence_context_projection,pol_002,Al Jazeera,political conflict,neutral
art_103,0.3481486042692939,Azure,sentence_context_projection,pol_002,CNN,political conflict,state-centric
art_104,0.2510998877665544,Azure,sentence_context_projection,pol_002,BBC,political conflict,state-centric
art_105,0.2112745098039215,Azure,sentence_context_projection,pol_002,Reuters,political conflict,people-centric
art_106,0.4882301587301587,Azure,sentence_context_projection,pol_002,The Guardian,political conflict,neutral
art_107,0.3006569900687547,Azure,sentence_context_projection,pol_002,Le Monde,political conflict,neutral
art_108,0.258125,Azure,sentence_context_projection,pol_002,South China Morning Post,political conflict,neutral
art_109,0.7709722222222223,Azure,sentence_context_projection,pol_002,Global Times,political conflict,state-centric
art_110,0.2145138888888889,Azure,sentence_context_projection,pol_002,Fox News,political conflict,neutral
art_111,0.463125,Azure,sentence_context_projection,pol_002,Straits Times,political conflict,state-centric
art_112,0.3230151515151515,Azure,sentence_context_projection,pol_002,The Hindu,political conflict,neutral
art_113,0.4731944444444444,Azure,sentence_context_projection,pol_002,Daily Maverick,political conflict,people-centric
art_114,0.2664583333333333,Azure,sentence_context_projection,pol_003,RT News,political conflict,neutral
art_115,0.265952380952381,Azure,sentence_context_projection,pol_003,Al Jazeera,political conflict,people-centric
art_116,0.1890714285714285,Azure,sentence_context_projection,pol_003,CNN,political conflict,people-centric
art_117,0.1879658385093167,Azure,sentence_context_projection,pol_003,BBC,political conflict,state-centric
art_118,0.1016666666666667,Azure,sentence_context_projection,pol_003,Reuters,political conflict,neutral
art_119,0.248579931972789,Azure,sentence_context_projection,pol_003,The Guardian,political conflict,people-centric
art_120,0.5503125,Azure,sentence_context_projection,pol_003,Le Monde,political conflict,neutral
art_121,0.5559999999999999,Azure,sentence_context_projection,pol_003,South China Morning Post,political conflict,people-centric
art_122,0.5784374999999999,Azure,sentence_context_projection,pol_003,Global Times,political conflict,people-centric
art_123,0.0658,Azure,sentence_context_projection,pol_003,Fox News,political conflict,people-centric
art_124,0.5334615384615385,Azure,sentence_context_projection,pol_003,Straits Times,political conflict,people-centric
art_125,0.1779166666666666,Azure,sentence_context_projection,pol_003,The Hindu,political conflict,people-centric
art_126,0.4217179487179487,Azure,sentence_context_projection,pol_003,Daily Maverick,political conflict,people-centric
art_127,0.3122727272727272,Azure,sentence_context_projection,pol_004,Fox News,political conflict,state-centric
art_128,0.5753125,Azure,sentence_context_projection,pol_004,CNN,political conflict,neutral
art_129,0.316111111111111,Azure,sentence_context_projection,pol_004,BBC,political conflict,people-centric
art_130,0.12,Azure,sentence_context_projection,pol_004,Reuters,political conflict,neutral
art_131,0.477719298245614,Azure,sentence_context_projection,pol_004,RT News,political conflict,people-centric
art_132,0.3736666666666667,Azure,sentence_context_projection,pol_004,Al Jazeera,political conflict,people-centric
art_133,0.6402222222222222,Azure,sentence_context_projection,pol_004,The Guardian,political conflict,state-centric
art_134,0.515,Azure,sentence_context_projection,pol_004,Le Monde,political conflict,state-centric
art_135,0.5089523809523809,Azure,sentence_context_projection,pol_004,Global Times,political conflict,state-centric
art_136,0.39,Azure,sentence_context_projection,pol_004,South China Morning Post,political conflict,neutral
art_137,0.3542857142857142,Azure,sentence_context_projection,pol_004,The Hindu,political conflict,neutral
art_138,0.5578571428571429,Azure,sentence_context_projection,pol_004,Indian Express,political conflict,neutral
art_139,0.4994444444444444,Azure,sentence_context_projection,pol_004,Straits Times,political conflict,neutral
art_140,0.0548245614035087,Azure,sentence_context_projection,pol_004,News24,political conflict,people-centric
art_141,0.4592312925170068,Azure,sentence_context_projection,pol_005,Fox News,political conflict,neutral
art_142,0.5561764705882353,Azure,sentence_context_projection,pol_005,CNN,political conflict,neutral
art_143,0.373125,Azure,sentence_context_projection,pol_005,BBC,political conflict,people-centric
art_144,0.208,Azure,sentence_context_projection,pol_005,Reuters,political conflict,state-centric
art_145,0.19,Azure,sentence_context_projection,pol_005,RT News,political conflict,neutral
art_146,0.4841304347826087,Azure,sentence_context_projection,pol_005,Al Jazeera,political conflict,state-centric
art_147,0.3236363636363636,Azure,sentence_context_projection,pol_005,The Guardian,political conflict,neutral
art_148,0.22,Azure,sentence_context_projection,pol_005,Le Monde,political conflict,state-centric
art_149,0.4275,Azure,sentence_context_projection,pol_005,The Hindu,political conflict,state-centric
art_150,0.646578947368421,Azure,sentence_context_projection,pol_005,Straits Times,political conflict,state-centric
art_151,0.206,Azure,sentence_context_projection,pol_005,News24,political conflict,neutral
art_152,0.3802777777777778,Azure,sentence_context_projection,pol_006,Fox News,political conflict,neutral
art_153,0.0289912280701754,Azure,sentence_context_projection,pol_006,Xinhua,political conflict,people-centric
art_154,0.2350387596899224,Azure,sentence_context_projection,pol_006,France 24,political conflict,state-centric
art_155,0.2316558441558441,Azure,sentence_context_projection,pol_006,BBC,political conflict,people-centric
art_156,0.3031589834515366,Azure,sentence_context_projection,pol_006,CNN,political conflict,neutral
art_157,0.2226333333333333,Azure,sentence_context_projection,pol_006,RT News,political conflict,state-centric
art_158,0.2482765957446808,Azure,sentence_context_projection,pol_006,Al Jazeera,political conflict,neutral
