article_id,api,net_sentiment,outlet,topic,frame,region,broad_region
art_115,Google,-0.5,Al Jazeera,political conflict,people-centric,Non-Western (Middle East),Non-Western
art_115,Azure,-0.77,Al Jazeera,political conflict,people-centric,Non-Western (Middle East),Non-Western
art_116,AWS,-0.2568,CNN,political conflict,people-centric,Western (US),Western/Global
art_116,Google,-0.6,CNN,political conflict,people-centric,Western (US),Western/Global
art_116,Azure,-0.82,CNN,political conflict,people-centric,Western (US),Western/Global
art_117,AWS,0.0177,BBC,political conflict,state-centric,Western (UK),Western/Global
art_117,Google,-0.4,BBC,political conflict,state-centric,Western (UK),Western/Global
art_117,Azure,-0.85,BBC,political conflict,state-centric,Western (UK),Western/Global
art_118,AWS,-0.0231,Reuters,political conflict,neutral,Global,Western/Global
art_118,Google,-0.7,Reuters,political conflict,neutral,Global,Western/Global
art_118,Azure,-0.83,Reuters,political conflict,neutral,Global,Western/Global
art_119,AWS,-0.1787,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_119,Google,-0.5,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_119,Azure,-0.7,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_120,AWS,0.0045,Le Monde,political conflict,neutral,Western (Europe),Western/Global
art_120,Google,-0.3,Le Monde,political conflict,neutral,Western (Europe),Western/Global
art_120,Azure,-0.82,Le Monde,political conflict,neutral,Western (Europe),Western/Global
art_121,AWS,-0.1291,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_121,Google,-0.3,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_121,Azure,-0.95,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_122,AWS,0.1431,Global Times,political conflict,people-centric,Non-Western (China),Non-Western
art_122,Google,0.0,Global Times,political conflict,people-centric,Non-Western (China),Non-Western
art_122,Azure,-0.6,Global Times,political conflict,people-centric,Non-Western (China),Non-Western
art_123,AWS,-0.1856,Fox News,political conflict,people-centric,Western (US),Western/Global
art_123,Google,-0.5,Fox News,political conflict,people-centric,Western (US),Western/Global
art_123,Azure,-0.79,Fox News,political conflict,people-centric,Western (US),Western/Global
art_124,AWS,-0.1041,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_124,Google,-0.4,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_124,Azure,-0.68,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_125,AWS,-0.0221,The Hindu,political conflict,people-centric,Non-Western (South Asia),Non-Western
art_125,Google,-0.6,The Hindu,political conflict,people-centric,Non-Western (South Asia),Non-Western
art_125,Azure,-0.76,The Hindu,political conflict,people-centric,Non-Western (South Asia),Non-Western
art_126,AWS,0.0065,Daily Maverick,political conflict,people-centric,Non-Western (Africa),Non-Western
art_126,Google,-0.4,Daily Maverick,political conflict,people-centric,Non-Western (Africa),Non-Western
art_126,Azure,-0.77,Daily Maverick,political conflict,people-centric,Non-Western (Africa),Non-Western
art_127,AWS,-0.1128,Fox News,political conflict,state-centric,Western (US),Western/Global
art_127,Google,-0.3,Fox News,political conflict,state-centric,Western (US),Western/Global
art_127,Azure,-0.61,Fox News,political conflict,state-centric,Western (US),Western/Global
art_128,AWS,-0.1256,CNN,political conflict,neutral,Western (US),Western/Global
art_128,Google,-0.4,CNN,political conflict,neutral,Western (US),Western/Global
art_128,Azure,-0.88,CNN,political conflict,neutral,Western (US),Western/Global
art_129,AWS,-0.0976,BBC,political conflict,people-centric,Western (UK),Western/Global
art_129,Google,-0.3,BBC,political conflict,people-centric,Western (UK),Western/Global
art_129,Azure,-0.85,BBC,political conflict,people-centric,Western (UK),Western/Global
art_130,AWS,-0.1976,Reuters,political conflict,neutral,Global,Western/Global
art_130,Google,-0.7,Reuters,political conflict,neutral,Global,Western/Global
art_130,Azure,-0.83,Reuters,political conflict,neutral,Global,Western/Global
art_131,AWS,-0.1733,RT News,political conflict,people-centric,Non-Western (Russia),Non-Western
art_131,Google,-0.3,RT News,political conflict,people-centric,Non-Western (Russia),Non-Western
art_131,Azure,-0.82,RT News,political conflict,people-centric,Non-Western (Russia),Non-Western
art_132,AWS,-0.0898,Al Jazeera,political conflict,people-centric,Non-Western (Middle East),Non-Western
art_132,Google,-0.3,Al Jazeera,political conflict,people-centric,Non-Western (Middle East),Non-Western
art_132,Azure,-0.81,Al Jazeera,political conflict,people-centric,Non-Western (Middle East),Non-Western
art_133,AWS,-0.0026,The Guardian,political conflict,state-centric,Western (UK),Western/Global
art_133,Google,-0.3,The Guardian,political conflict,state-centric,Western (UK),Western/Global
art_133,Azure,-0.84,The Guardian,political conflict,state-centric,Western (UK),Western/Global
art_134,AWS,-0.1555,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_134,Google,-0.4,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_134,Azure,-0.84,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_135,AWS,0.1198,Global Times,political conflict,state-centric,Non-Western (China),Non-Western
art_135,Google,-0.3,Global Times,political conflict,state-centric,Non-Western (China),Non-Western
art_135,Azure,-0.78,Global Times,political conflict,state-centric,Non-Western (China),Non-Western
art_136,AWS,-0.0614,South China Morning Post,political conflict,neutral,Non-Western (East Asia),Non-Western
art_136,Google,-0.5,South China Morning Post,political conflict,neutral,Non-Western (East Asia),Non-Western
art_136,Azure,-0.93,South China Morning Post,political conflict,neutral,Non-Western (East Asia),Non-Western
art_137,AWS,-0.047,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_137,Google,-0.3,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_137,Azure,-0.96,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_138,AWS,0.0105,Indian Express,political conflict,neutral,Non-Western (South Asia),Non-Western
art_138,Google,-0.2,Indian Express,political conflict,neutral,Non-Western (South Asia),Non-Western
art_138,Azure,-0.81,Indian Express,political conflict,neutral,Non-Western (South Asia),Non-Western
art_139,AWS,-0.0825,Straits Times,political conflict,neutral,Non-Western (Southeast Asia),Non-Western
art_139,Google,-0.3,Straits Times,political conflict,neutral,Non-Western (Southeast Asia),Non-Western
art_139,Azure,-0.85,Straits Times,political conflict,neutral,Non-Western (Southeast Asia),Non-Western
art_140,AWS,-0.1489,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_140,Google,-0.5,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_140,Azure,-0.87,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_141,AWS,0.0773,Fox News,political conflict,neutral,Western (US),Western/Global
art_141,Google,-0.2,Fox News,political conflict,neutral,Western (US),Western/Global
art_141,Azure,-0.85,Fox News,political conflict,neutral,Western (US),Western/Global
art_142,AWS,-0.0331,CNN,political conflict,neutral,Western (US),Western/Global
art_142,Google,-0.2,CNN,political conflict,neutral,Western (US),Western/Global
art_142,Azure,-0.8,CNN,political conflict,neutral,Western (US),Western/Global
art_143,AWS,-0.0538,BBC,political conflict,people-centric,Western (UK),Western/Global
art_143,Google,-0.5,BBC,political conflict,people-centric,Western (UK),Western/Global
art_143,Azure,-0.84,BBC,political conflict,people-centric,Western (UK),Western/Global
art_144,AWS,-0.0469,Reuters,political conflict,state-centric,Global,Western/Global
art_144,Google,-0.4,Reuters,political conflict,state-centric,Global,Western/Global
art_144,Azure,-0.78,Reuters,political conflict,state-centric,Global,Western/Global
art_145,AWS,-0.1387,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_145,Google,-0.3,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_145,Azure,-0.8,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_146,AWS,-0.0405,Al Jazeera,political conflict,state-centric,Non-Western (Middle East),Non-Western
art_146,Google,-0.3,Al Jazeera,political conflict,state-centric,Non-Western (Middle East),Non-Western
art_146,Azure,-0.86,Al Jazeera,political conflict,state-centric,Non-Western (Middle East),Non-Western
art_147,AWS,-0.1026,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_147,Google,-0.4,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_147,Azure,-0.83,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_148,AWS,-0.048,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_148,Google,-0.3,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_148,Azure,-0.83,Le Monde,political conflict,state-centric,Western (Europe),Western/Global
art_149,AWS,-0.0153,The Hindu,political conflict,state-centric,Non-Western (South Asia),Non-Western
art_149,Google,-0.3,The Hindu,political conflict,state-centric,Non-Western (South Asia),Non-Western
art_149,Azure,-0.76,The Hindu,political conflict,state-centric,Non-Western (South Asia),Non-Western
art_150,AWS,-0.0221,Straits Times,political conflict,state-centric,Non-Western (Southeast Asia),Non-Western
art_150,Google,-0.3,Straits Times,political conflict,state-centric,Non-Western (Southeast Asia),Non-Western
art_150,Azure,-0.79,Straits Times,political conflict,state-centric,Non-Western (Southeast Asia),Non-Western
art_151,AWS,-0.013,News24,political conflict,neutral,Non-Western (Africa),Non-Western
art_151,Google,-0.4,News24,political conflict,neutral,Non-Western (Africa),Non-Western
art_151,Azure,-0.88,News24,political conflict,neutral,Non-Western (Africa),Non-Western
art_152,AWS,-0.0624,Fox News,political conflict,neutral,Western (US),Western/Global
art_152,Google,-0.5,Fox News,political conflict,neutral,Western (US),Western/Global
art_152,Azure,-0.9,Fox News,political conflict,neutral,Western (US),Western/Global
art_153,AWS,-0.1783,Xinhua,political conflict,people-centric,Non-Western (China),Non-Western
art_153,Google,-0.3,Xinhua,political conflict,people-centric,Non-Western (China),Non-Western
art_153,Azure,-0.9,Xinhua,political conflict,people-centric,Non-Western (China),Non-Western
art_154,AWS,-0.2047,France 24,political conflict,state-centric,Western (Europe),Western/Global
art_154,Google,-0.4,France 24,political conflict,state-centric,Western (Europe),Western/Global
art_154,Azure,-0.87,France 24,political conflict,state-centric,Western (Europe),Western/Global
art_155,AWS,-0.1787,BBC,political conflict,people-centric,Western (UK),Western/Global
art_155,Google,-0.3,BBC,political conflict,people-centric,Western (UK),Western/Global
art_155,Azure,-0.86,BBC,political conflict,people-centric,Western (UK),Western/Global
art_156,AWS,-0.0188,CNN,political conflict,neutral,Western (US),Western/Global
art_156,Google,-0.3,CNN,political conflict,neutral,Western (US),Western/Global
art_156,Azure,-0.83,CNN,political conflict,neutral,Western (US),Western/Global
art_157,AWS,-0.0349,RT News,political conflict,state-centric,Non-Western (Russia),Non-Western
art_157,Google,-0.3,RT News,political conflict,state-centric,Non-Western (Russia),Non-Western
art_157,Azure,-0.85,RT News,political conflict,state-centric,Non-Western (Russia),Non-Western
art_158,AWS,-0.0633,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_158,Google,-0.3,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_158,Azure,-0.85,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_159,AWS,-0.1402,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_159,Google,-0.3,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_159,Azure,-0.81,The Guardian,political conflict,neutral,Western (UK),Western/Global
art_160,AWS,-0.0451,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_160,Google,-0.3,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_160,Azure,-0.85,South China Morning Post,political conflict,people-centric,Non-Western (East Asia),Non-Western
art_161,AWS,-0.123,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_161,Google,-0.6,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_161,Azure,-0.81,News24,political conflict,people-centric,Non-Western (Africa),Non-Western
art_162,AWS,-0.1128,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_162,Google,-0.4,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_162,Azure,-0.75,Straits Times,political conflict,people-centric,Non-Western (Southeast Asia),Non-Western
art_163,AWS,-0.1393,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_163,Google,-0.5,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_163,Azure,-0.92,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_164,AWS,-0.1786,Reuters,political conflict,neutral,Global,Western/Global
art_164,Google,-0.6,Reuters,political conflict,neutral,Global,Western/Global
art_164,Azure,-0.8,Reuters,political conflict,neutral,Global,Western/Global
art_165,AWS,-0.002,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_165,Google,-0.3,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_165,Azure,-0.78,RT News,political conflict,neutral,Non-Western (Russia),Non-Western
art_166,AWS,-0.0107,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_166,Google,-0.2,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_166,Azure,-0.73,Al Jazeera,political conflict,neutral,Non-Western (Middle East),Non-Western
art_167,AWS,-0.0325,CNN,political conflict,state-centric,Western (US),Western/Global
art_167,Google,-0.3,CNN,political conflict,state-centric,Western (US),Western/Global
art_167,Azure,-0.86,CNN,political conflict,state-centric,Western (US),Western/Global
art_168,AWS,-0.0205,BBC,political conflict,neutral,Western (UK),Western/Global
art_168,Google,-0.3,BBC,political conflict,neutral,Western (UK),Western/Global
art_168,Azure,-0.82,BBC,political conflict,neutral,Western (UK),Western/Global
art_169,AWS,-0.0343,Reuters,political conflict,people-centric,Global,Western/Global
art_169,Google,-0.5,Reuters,political conflict,people-centric,Global,Western/Global
art_169,Azure,-0.89,Reuters,political conflict,people-centric,Global,Western/Global
art_170,AWS,-0.009,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_170,Google,-0.4,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_170,Azure,-0.81,The Guardian,political conflict,people-centric,Western (UK),Western/Global
art_171,AWS,-0.0069,Xinhua,political conflict,state-centric,Non-Western (China),Non-Western
art_171,Google,0.0,Xinhua,political conflict,state-centric,Non-Western (China),Non-Western
art_171,Azure,-0.76,Xinhua,political conflict,state-centric,Non-Western (China),Non-Western
art_172,AWS,-0.0842,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_172,Google,-0.4,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_172,Azure,-0.83,The Hindu,political conflict,neutral,Non-Western (South Asia),Non-Western
art_173,AWS,0.0047,News24,political conflict,state-centric,Non-Western (Africa),Non-Western
art_173,Google,-0.2,News24,political conflict,state-centric,Non-Western (Africa),Non-Western
art_173,Azure,-0.77,News24,political conflict,state-centric,Non-Western (Africa),Non-Western
art_174,AWS,-0.0011,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_174,Google,-0.3,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_174,Azure,-0.37,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_175,AWS,-0.001,Al Jazeera,environment,neutral,Non-Western (Middle East),Non-Western
art_175,Google,-0.3,Al Jazeera,environment,neutral,Non-Western (Middle East),Non-Western
art_175,Azure,-0.67,Al Jazeera,environment,neutral,Non-Western (Middle East),Non-Western
art_176,AWS,0.0218,CNN,environment,neutral,Western (US),Western/Global
art_176,Google,-0.3,CNN,environment,neutral,Western (US),Western/Global
art_176,Azure,-0.4,CNN,environment,neutral,Western (US),Western/Global
art_177,AWS,0.0222,BBC,environment,concern,Western (UK),Western/Global
art_177,Google,-0.4,BBC,environment,concern,Western (UK),Western/Global
art_177,Azure,-0.77,BBC,environment,concern,Western (UK),Western/Global
art_178,AWS,-0.0734,Fox News,environment,skeptical,Western (US),Western/Global
art_178,Google,-0.2,Fox News,environment,skeptical,Western (US),Western/Global
art_178,Azure,-0.2,Fox News,environment,skeptical,Western (US),Western/Global
art_179,AWS,-0.0214,Reuters,environment,concern,Global,Western/Global
art_179,Google,-0.5,Reuters,environment,concern,Global,Western/Global
art_179,Azure,-0.8,Reuters,environment,concern,Global,Western/Global
art_180,AWS,-0.0591,France 24,environment,concern,Western (Europe),Western/Global
art_180,Google,-0.3,France 24,environment,concern,Western (Europe),Western/Global
art_180,Azure,-0.75,France 24,environment,concern,Western (Europe),Western/Global
art_181,AWS,0.0262,The Guardian,environment,concern,Western (UK),Western/Global
art_181,Google,-0.2,The Guardian,environment,concern,Western (UK),Western/Global
art_181,Azure,-0.52,The Guardian,environment,concern,Western (UK),Western/Global
art_182,AWS,-0.0046,Global Times,environment,neutral,Non-Western (China),Non-Western
art_182,Google,-0.3,Global Times,environment,neutral,Non-Western (China),Non-Western
art_182,Azure,-0.45,Global Times,environment,neutral,Non-Western (China),Non-Western
art_183,AWS,-0.059,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_183,Google,-0.4,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_183,Azure,-0.71,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_184,AWS,-0.0368,News24,environment,neutral,Non-Western (Africa),Non-Western
art_184,Google,0.0,News24,environment,neutral,Non-Western (Africa),Non-Western
art_184,Azure,-0.01,News24,environment,neutral,Non-Western (Africa),Non-Western
art_185,AWS,0.1209,The Hindu,environment,neutral,Non-Western (South Asia),Non-Western
art_185,Google,-0.2,The Hindu,environment,neutral,Non-Western (South Asia),Non-Western
art_185,Azure,-0.34,The Hindu,environment,neutral,Non-Western (South Asia),Non-Western
art_186,AWS,0.0198,Indian Express,environment,concern,Non-Western (South Asia),Non-Western
art_186,Google,0.0,Indian Express,environment,concern,Non-Western (South Asia),Non-Western
art_186,Azure,-0.56,Indian Express,environment,concern,Non-Western (South Asia),Non-Western
art_187,AWS,0.0461,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_187,Google,0.0,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_187,Azure,-0.98,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_188,AWS,-0.2318,Fox News,environment,neutral,Western (US),Western/Global
art_188,Google,-0.3,Fox News,environment,neutral,Western (US),Western/Global
art_188,Azure,-0.86,Fox News,environment,neutral,Western (US),Western/Global
art_189,AWS,-0.0855,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_189,Google,-0.2,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_189,Azure,-0.9,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_190,AWS,-0.1749,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_190,Google,-0.2,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_190,Azure,-0.95,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_191,AWS,-0.007,Global Times,environment,concern,Non-Western (China),Non-Western
art_191,Google,-0.1,Global Times,environment,concern,Non-Western (China),Non-Western
art_191,Azure,-0.71,Global Times,environment,concern,Non-Western (China),Non-Western
art_192,AWS,-0.0261,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_192,Google,-0.2,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_192,Azure,-0.84,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_193,AWS,-0.0345,BBC,environment,neutral,Western (UK),Western/Global
art_193,Google,-0.3,BBC,environment,neutral,Western (UK),Western/Global
art_193,Azure,-0.81,BBC,environment,neutral,Western (UK),Western/Global
art_194,AWS,-0.0523,The Guardian,environment,concern,Western (UK),Western/Global
art_194,Google,-0.3,The Guardian,environment,concern,Western (UK),Western/Global
art_194,Azure,-0.88,The Guardian,environment,concern,Western (UK),Western/Global
art_195,AWS,-0.054,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_195,Google,-0.2,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_195,Azure,-0.94,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_196,AWS,-0.1348,CNN,environment,concern,Western (US),Western/Global
art_196,Google,-0.3,CNN,environment,concern,Western (US),Western/Global
art_196,Azure,-0.88,CNN,environment,concern,Western (US),Western/Global
art_197,AWS,-0.402,Le Monde,environment,neutral,Western (Europe),Western/Global
art_197,Google,-0.3,Le Monde,environment,neutral,Western (Europe),Western/Global
art_197,Azure,-0.85,Le Monde,environment,neutral,Western (Europe),Western/Global
art_198,AWS,-0.2907,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_198,Google,-0.4,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_198,Azure,-0.86,Straits Times,environment,neutral,Non-Western (Southeast Asia),Non-Western
art_199,AWS,0.0519,News24,environment,neutral,Non-Western (Africa),Non-Western
art_199,Google,0.0,News24,environment,neutral,Non-Western (Africa),Non-Western
art_199,Azure,-0.54,News24,environment,neutral,Non-Western (Africa),Non-Western
art_200,AWS,-0.044,Reuters,environment,concern,Global,Western/Global
art_200,Google,-0.3,Reuters,environment,concern,Global,Western/Global
art_200,Azure,-0.82,Reuters,environment,concern,Global,Western/Global
art_201,AWS,-0.3985,Reuters,environment,concern,Global,Western/Global
art_201,Google,-0.3,Reuters,environment,concern,Global,Western/Global
art_201,Azure,-0.91,Reuters,environment,concern,Global,Western/Global
art_202,AWS,-0.001,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_202,Google,0.0,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_202,Azure,-0.16,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_203,AWS,0.0133,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_203,Google,-0.3,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_203,Azure,-0.87,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_204,AWS,0.2661,Global Times,environment,neutral,Non-Western (China),Non-Western
art_204,Google,0.1,Global Times,environment,neutral,Non-Western (China),Non-Western
art_204,Azure,-0.78,Global Times,environment,neutral,Non-Western (China),Non-Western
art_205,AWS,-0.029,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_205,Google,-0.1,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_205,Azure,-0.77,RT News,environment,neutral,Non-Western (Russia),Non-Western
art_206,AWS,-0.0054,BBC,environment,concern,Western (UK),Western/Global
art_206,Google,-0.4,BBC,environment,concern,Western (UK),Western/Global
art_206,Azure,-0.78,BBC,environment,concern,Western (UK),Western/Global
art_207,AWS,-0.1566,The Guardian,environment,concern,Western (UK),Western/Global
art_207,Google,-0.4,The Guardian,environment,concern,Western (UK),Western/Global
art_207,Azure,-0.85,The Guardian,environment,concern,Western (UK),Western/Global
art_208,AWS,-0.0267,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_208,Google,-0.2,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_208,Azure,-0.89,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_209,AWS,-0.2914,CNN,environment,concern,Western (US),Western/Global
art_209,Google,-0.3,CNN,environment,concern,Western (US),Western/Global
art_209,Azure,-0.85,CNN,environment,concern,Western (US),Western/Global
art_210,AWS,-0.2207,Le Monde,environment,concern,Western (Europe),Western/Global
art_210,Google,-0.2,Le Monde,environment,concern,Western (Europe),Western/Global
art_210,Azure,-0.72,Le Monde,environment,concern,Western (Europe),Western/Global
art_211,AWS,-0.1242,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_211,Google,-0.2,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_211,Azure,-0.74,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_212,AWS,-0.2545,Reuters,environment,concern,Global,Western/Global
art_212,Google,-0.2,Reuters,environment,concern,Global,Western/Global
art_212,Azure,-0.88,Reuters,environment,concern,Global,Western/Global
art_213,AWS,-0.5693,RT News,environment,skeptical,Non-Western (Russia),Non-Western
art_213,Google,-0.5,RT News,environment,skeptical,Non-Western (Russia),Non-Western
art_213,Azure,-0.85,RT News,environment,skeptical,Non-Western (Russia),Non-Western
art_214,AWS,-0.3277,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_214,Google,-0.1,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_214,Azure,-0.8,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_215,AWS,-0.1124,Reuters,environment,concern,Global,Western/Global
art_215,Google,-0.1,Reuters,environment,concern,Global,Western/Global
art_215,Azure,-0.8,Reuters,environment,concern,Global,Western/Global
art_216,AWS,-0.0283,CNN,environment,concern,Western (US),Western/Global
art_216,Google,-0.2,CNN,environment,concern,Western (US),Western/Global
art_216,Azure,-0.85,CNN,environment,concern,Western (US),Western/Global
art_217,AWS,-0.0063,BBC,environment,concern,Western (UK),Western/Global
art_217,Google,0.0,BBC,environment,concern,Western (UK),Western/Global
art_217,Azure,-0.58,BBC,environment,concern,Western (UK),Western/Global
art_218,AWS,-0.3852,Fox News,environment,skeptical,Western (US),Western/Global
art_218,Google,-0.3,Fox News,environment,skeptical,Western (US),Western/Global
art_218,Azure,-0.48,Fox News,environment,skeptical,Western (US),Western/Global
art_219,AWS,-0.2602,Global Times,environment,neutral,Non-Western (China),Non-Western
art_219,Google,-0.4,Global Times,environment,neutral,Non-Western (China),Non-Western
art_219,Azure,-0.61,Global Times,environment,neutral,Non-Western (China),Non-Western
art_220,AWS,-0.1941,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_220,Google,-0.3,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_220,Azure,-0.87,Straits Times,environment,concern,Non-Western (Southeast Asia),Non-Western
art_221,AWS,-0.0839,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_221,Google,-0.3,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_221,Azure,-0.96,South China Morning Post,environment,concern,Non-Western (East Asia),Non-Western
art_222,AWS,0.2061,The Guardian,environment,concern,Western (UK),Western/Global
art_222,Google,-0.1,The Guardian,environment,concern,Western (UK),Western/Global
art_222,Azure,-0.87,The Guardian,environment,concern,Western (UK),Western/Global
art_223,AWS,-0.3004,Le Monde,environment,concern,Western (Europe),Western/Global
art_223,Google,-0.2,Le Monde,environment,concern,Western (Europe),Western/Global
art_223,Azure,-0.65,Le Monde,environment,concern,Western (Europe),Western/Global
art_224,AWS,-0.6588,News24,environment,neutral,Non-Western (Africa),Non-Western
art_224,Google,-0.3,News24,environment,neutral,Non-Western (Africa),Non-Western
art_224,Azure,-0.83,News24,environment,neutral,Non-Western (Africa),Non-Western
art_225,AWS,0.162,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_225,Google,-0.2,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_225,Azure,-0.82,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_226,AWS,-0.0441,BBC,environment,concern,Western (UK),Western/Global
art_226,Google,-0.1,BBC,environment,concern,Western (UK),Western/Global
art_226,Azure,-0.67,BBC,environment,concern,Western (UK),Western/Global
art_227,AWS,-0.0753,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_227,Google,-0.2,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_227,Azure,-0.69,Al Jazeera,environment,concern,Non-Western (Middle East),Non-Western
art_228,AWS,0.0723,Reuters,environment,neutral,Global,Western/Global
art_228,Google,-0.1,Reuters,environment,neutral,Global,Western/Global
art_228,Azure,-0.58,Reuters,environment,neutral,Global,Western/Global
art_229,AWS,-0.015,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_229,Google,-0.3,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_229,Azure,-0.79,The Hindu,environment,concern,Non-Western (South Asia),Non-Western
art_230,AWS,-0.0483,Le Monde,environment,concern,Western (Europe),Western/Global
